"id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization"
"456","RoeA1770","","","2","Person","Contemporary","male","Rösselet","Abraham","","01/01/1770 00:00","","","01/01/1850 00:00","Bern, Switzerland","Toul, Lothringen","","participated in the Russian Campaign","","D42519",""
"457","RoP1787","","","2","Person","Historical","male","Rossi","Pellegrino","","01/01/1787 00:00","Genf","","01/01/1848 00:00","Rom, Italy","Carrara, Italy","","Berichterstatter des Rossi-Plans","","64074105",""
"458","RoJJ1712","","","2","Person","Historiographer","male","Rousseau","Jean Jacques","","01/01/1712 00:00","","","01/01/1778 00:00","","","","Idol der Liberalen und Radikalen","","",""
"459","RuA1678","","","3","Person","Historiographer","male","Ruchat","Abraham","","01/01/1678 00:00","","","01/01/1750 00:00","","","","«Les délices de la Suisse» (1714)","","",""
"460","RuJM0000","","","2","Person","Sample","male","Rudolf","Johann Martin","","","","","","unkown","na","","Major","","",""
"461","RueA0000","","","2","Person","Historical","female","Rüegg","Anna","","","Schönau","","","na","na","","Gichteler (Neugläubiger)","","na",""
"462","RueH1801","","","1","Person","Contemporary","male","Rüegg","Heinrich","","01/01/1801 00:00","Bauma (ZH)","","01/01/1871 00:00","","","","Medicin, Professor","","",""
"463","RueJH0000","","","2","Person","Historical","male","Rüegg","Johann Heinrich","","","Bauma","","","","","","Gichteler, wurde von Platter besucht","","na",""
"464","RueJ1799","","","1","Person","Contemporary","male","Rüegg","Johannes","","01/01/1799 00:00","Bauma (ZH)","","01/01/1871 00:00","","","","Professor","","",""
"465","RuUtE1790","","","2","Person","Contemporary","female","Ruepp-Uttinger","Elise","","01/01/1790 00:00","","","","na","na","","","","na",""
"466","Rue0000","","","3","Person","Historiographer","male","Rüh","","","","","","","","","","traditionelle Staatengeschichte (Tuchtenhagen, 2011) (p. 44)","","na",""
"467","RueJxxxx","","","3","Person","Historiographer","male","Rüsens","Jörn","","","","","","","","","","","",""
"468","RueVxxxx","","","2","Person","Historical","male","Rüttimann","Vincenz","","","","","","","","","unitarisch, später konservativer Akteur","","",""
"469","RMvSAM1772","","","2","Person","Historical","female","Rüttimann-Meyer von Schauensee","Anna Maria ","","01/01/1772 00:00","","","01/01/1856 00:00","unkown","Luzern, Switzerland","","[She] was a politically influential Swiss salonist during the Helvetian Republic. She was married to Vincent Rüttimann from 1794 and corresponded with Paul Usteri from 1799. (Wikipedia)","","na",""
"470","SaJMxxxx","","","2","Person","Historical","male","Sailer","Johann Michael, von","","","","","","","","","","","",""
"471","SaJ 1517§","","","2","Person","Historiographer","male","Salat","Johannes","","","","","","","","","wrote Reformationschronik (1517-1534) against Stumpf's work.","","",""
"472","SaMeM1855","","","2","Person","Historical","female","Salis-Marschlins","Barbara Margaretha, von","Meta","01/01/1855 00:00","","","01/01/1929 00:00","Basel, Switzerland","Schloss Marschlin, Igis, Switzerland","","[She] was a Swiss feminist and historian, as well as a regular correspondent of Friedrich Nietzsche. (Wikipedia)","","54193565",""
"473","SaSoJU1790","","","2","Person","Historical","male","Salis-Soglio","Johann Ulrich, von","","01/01/1790 00:00","","","01/01/1874 00:00","Chur, Switzerland","Chur, Switzerland","","Bündner Führer der Sonderbundtruppen (protestant)","","17982094",""
"474","SaP1956","","","3","Person","Historiographer","male","Sarasin  ","Philipp   ","","01/01/1956 00:00","","","","","","","Schweizer Historiker (Neuere Allgemeine Geschichte)","","",""
"475","SaSaE1829","","","2","Person","Historical","female","Sarasin-Sauvin","Elisabeth","","01/01/1829 00:00","","","01/01/1982 00:00","na","na","","","","na",""
"476","Sa0000","","","2","Person","Historical","male","Sarrans","","","","","","","","","","reports about his experiences during the July Revolution","","na",""
"477","vSaFC1779","","","2","Person","Historical","male","Savigny","Friedrich Carl, von","","01/01/1779 00:00","","","01/01/1861 00:00","","","","Rechtsgelehrter","","",""
"478","ScHG1828","","","2","Person","Contemporary","male","Schaller","Henri Gaspard de","","01/01/1828 00:00","","","01/01/1900 00:00","Fribourg, Switzerland","Versailles, France","","Was in charge to restore and return the church propertiers.","","15537329",""
"479","Sc0000","","","2","Person","Historical","male","Schäppi","","","","","","","","","","","","na",""
"480","ScL0000","","","2","Person","Historical","female","Scheidegger","Luise","","","","","01/01/1866 00:00","na","na","","1866 Freitod, ev. um nicht die Verlobung mit Gottfried Keller lösen zu müssen, Honour-suicide","","na",""
"481","ScHJ1825","","","1","Person","Sample","male","Schellenberg","Hans Jakob","","01/01/1825 00:00","Pfäffikon (ZH)","","01/01/1900 00:00","","","","Farmer","","",""
"482","ScC1856§","","","3","Person","Historiographer","male","Schenk","Carl","","","","","","","","","Hauschronik(1856-1857) – reprint in Neues Berner Taschenbuch (Türler, 1931)","","",""
"483","ScJJ1825","","","2","Person","Sample","male","Scherer","Johann Jacob","","01/01/1825 00:00","","","01/01/1878 00:00","Winterthur, Switzerland","Schönenberg, Switzerland","","","","",""
"484","HeMB1822","","","5","Person","Contemporary","female","Heimgartner","Maria Bernada","born Maria Anna","01/01/1822 00:00","Ingenbohl, Switzerland","","01/01/1863 00:00","Menzingen","Fislibach, Aargau","","Co-founderin and first Matron of the Sisters of Ingebohl (1844-1863), was beatified by Pope John Paul II.","","",""
"485","","","","5","Person","Contemporary","female","Elmiger","Maria Theresia","","","","","","","","","A Matron of the Ingebohl sisters in Baldegg (1842-1851)","","",""
"486","","","","5","Person","Contemporary","female","Kaufamnn","Maria Otilia","","","","","","","","","A Matron of the Ingebohl sisters in Baldegg (1853-1858)","","",""
"487","ScMT1825","","","2","Person","Historical","female","Scherer","Maria Theresia","Anna Maria Katharina","01/01/1825 00:00","","","01/01/1888 00:00","","Megger","","Co-founderin and Matron of the Ingebohl sisters, Switzerland (1857-1888), was beatified by Pope John Paul II.","","18021095",""
"488","ScBoT1816","","","2","Person","Sample","male","Scherer-Boccard","Theodor","","01/01/1816 00:00","","","","","","","","","",""
"489","ScIT1801","","","1","Person","Sample","male","Scherr","Ignaz Thomas","","01/01/1801 00:00","Küsnacht, von Württemberg","","01/01/1870 00:00","","","","Lehrer","","",""
"490","ScF1759","","","3","Person","Historiographer","male","Schiller","Friedrich","","01/01/1759 00:00","","","01/01/1805 00:00","Weimar, Germany","Marbach, Württemberg","","(1789) Universalgeschichte – publishes 1804 his drama „Wilhelm Tell“","","96994450",""
"491","ScDAe1445*","","","2","Person","Historiographer","male","Schillin","Diebold, der Ältere","","","","","","","","","Berner Chronik in the tradition of Schweizer Bilderchronik (Bayerische Staatsbibliothek, 2012)","","",""
"492","ScD1795","","","1","Person","Contemporary","male","Schindler","Dietrich","","01/01/1795 00:00","Glarus","","01/01/1882 00:00","","","","","","",""
"493","ScBeA1773","","","2","Person","Historical","female","Schlatter-Bernet","Anna","","01/01/1773 00:00","","","01/01/1826 00:00","St. Gallen, Switzerland","St. Gallen, Switzerland","","","","4921914",""
"494","ScD1764","","","2","Person","Historical","female","Schlegel","Dorothea, von","","01/01/1764 00:00","","","01/01/1839 00:00","Frankfurt, Germany","Berlin, Germany","","She was a German novelist and translator.","","95307649",""
"495","ScScC1763","","","3","Person","Historiographer","female","Schlege-Schelling","Caroline","born Michaelis.","01/01/1763 00:00","her Rousseau interpretation claims for “romantic passion” as a motor for liberation- she is an exception with her rejection of the Tugenddiskurs ","","01/01/1809 00:00","Maulbronn, Germany","Göttingen, Germany","","She was a noted German intellectual. (Wikipedia)","","98185204",""
"496","ScF1768","","","2","Person","Historical","male","Schleiermacher","Friedrich","","01/01/1768 00:00","","","01/01/1834 00:00","","","","Professor Theologie","","",""
"497","ScAL1735","","","3","Person","Historiographer","male","Schlözer","August Ludwig","","01/01/1735 00:00","","","01/01/1809 00:00","","","","Göttinger Historikerschule –Vorstellung seiner Universalgeschichte (1772, 1773), Allgemeine Nordische Geschichte - general method „historical-critical“ requires written text and draws the line between prehistory and history for countries, parallel development of writing culture and Christianization (link between education and theology-TH) (Tuchtenhagen, 2011) (p. 19)","","",""
"498","ScL1781","","","2","Person","Sample","male","Schnell","(Johann) Ludwig","","01/01/1781 00:00","","","01/01/1859 00:00","","Burgdorf","","Gebrüder in der Revolution von Olten","","88235855",""
"499","ScJ1793","","","2","Person","Contemporary","male","Schnell","Johann (Hans)","","01/01/1793 00:00","","","01/01/1865 00:00","","Burgdorf","","Gebrüder in der Revolution von Olten","","88235608",""
"500","ScK 1786","","","2","Person","Contemporary","male","Schnell","Karl","","01/01/1786 00:00","","","01/01/1844 00:00","","Burgdorf","","Gebrüder in der Revolution von Olten","","77078004",""
"501","ScH1819","","","1","Person","Contemporary","male","Schnurrenberger","Heinrich","","01/01/1819 00:00","Sternenberg/Zürich","","01/01/1839 00:00","","","","Sohn armer, alter Eltern","","",""
"502","ScBuAxxxx","","","3","Person","Historiographer","male","Schnyder Burghartz ","Albert","","","","","","","","","model of consensus…","","",""
"503","Scxxxx","","","2","Person","Historiographer","male","Schodoler","","","","","","","","","","","","",""
"504","ScJH1766","","","3","Person","Historiographer","female","Schopenhauer","Johanna (Henriette) ","","01/01/1766 00:00","","","01/01/1839 00:00","na","na","","Jugend Leben und Wanderbilder in 24 volumes published by Brockhaus (1830) – a  Salonnière (=entertains/organizes a literary salon) – justifies the beginning (French) revolution as a reaction to “feudal despotism” and effort of human self-perfectionism (Vahsen, 2000) (p.49) – justifies the murder as reaction to oppression","","na",""
"505","ScH1470§","","","3","Person","Historiographer","male","Schriber","Hans","","","","","","","","","wrote Das weisse Buch von Sarnen 1470- without exact date ","","",""
"506","ScFxxxx","","","2","Person","Undefined","male","Schulthess","Friedrich   ","","","","","","","","","","","",""
"507","ScLxxxx","","","2","Person","Historical","male","Schulthess","L.","","","","","","","","","","","",""
"508","ScWoB1745","","","4","Person","Biographer","female","Schulthess-Wolf ","Barbara","","01/01/1745 00:00","","","01/01/1818 00:00","Zürich, Switzerland","Zürich, Switzerland","","Biographer","","",""
"510","ScJG1776","","","2","Person","Contemporary","male","Schumacher","Joseph Gaspard","","01/01/1776 00:00","","","01/01/1847 00:00","Orléans, France","Schüpfheim, Luzern","","Swiss military in Napolenonic services during the Russian Campaign.","","232755977",""
"511","ScKLxxxx","","","2","Person","Historical","male","Schuster","Karl Ludwig","","","","","","","","","","","",""
"512","ScRxxxx","","","2","Person","Historical","male","Schwarzenbach","Robert","","","","","","","","","Seidenfabrikant auf dem Land mit Söhnen.","","",""
"513","ScT1887","","","3","Person","Historiographer","male","Schwegler","Theodor","","01/01/1887 00:00","","","01/01/1967 00:00","","","","Geschichte der Katholischen Kirche in der Schweiz (1935) retrospective “providential character” of events and the succeding modern Nation-state (Metzger, 2011) (p. 174) – principle of “cuius regio, eius religio”","","",""
"514","ScA1808","","","2","Person","Historical","male","Schweizer","Alexander","","01/01/1808 00:00","Murten/Zürich","","","","","","Theologieprofessor","","",""
"515","Sc20000","","","2","Person","Undefined","male","Schweizer","","","","Kopigen","","","","","","Gichteler (Neugläubiger), war er der Postdirektor bei Weiss erwähnt?","","na",""
"516","SeJP1803","","","5","Person","Undefined","male","Segesser (von Brunegg)-Arnold","Josef Plazid","","01/01/1803 00:00","","","01/01/1878 00:00","","","","Brother of Xaver and Eduard Segesser. Teacher of arts (Zeichenlehrer), architect, building inspector, Grand Councillor.","","na",""
"517","SeE1811","","","5","Person","Undefined","male","Segesser (von Brunegg)-von Vivis","Eduard","","01/01/1811 00:00","","","01/01/1868 00:00","","","","coronel. owner of the Schweizerhof. Brother of Xaver and Josef Plazid","","na",""
"518","SeJX1767","","","5","Person","Undefined","male","Segesser (von Brunegg)","Josef Xaver","","01/01/1767 00:00","","","01/01/1811 00:00","","","","coronole of a Swiss Regiment, died December 1811 in Marsaille.","","na",""
"519","SeJFL1780","","","5","Person","Contemporary","male","Segesser (von Brunegg)","Josef Franz Lorenz","","01/01/1780 00:00","","","01/01/1849 00:00","Luzern, Switzerland","Luzern, Switzerland","","Son of Josef Aurelian Segesser","","1051790840",""
"520","SeX1814","","","5","Person","Contemporary","male","Segesser (von Brunegg)","Xaver","","01/01/1814 00:00","","","01/01/1874 00:00","Luzern, Switzerland","Luzern, Switzerland","","Son of Josef Franz Segesser","","1051790921",""
"521","SePA1817","","","2","Person","Historical","male","Segesser (von Brunegg)","Philipp Anton, von","","01/01/1817 00:00","","","01/01/1888 00:00","Luzern, Switzerland","Luzern, Switzerland","","Führer der kath.-konservativen","","17239703",""
"522","SeG1803","","","2","Person","Contemporary","male","Semper","Gottfried","","01/01/1803 00:00","","","01/01/1879 00:00","Rom, Italy","Altona (today Hamburg), Germany","","Originally Danish, later German architect.","","44372667",""
"523","SeH1827","","","1","Person","Contemporary","male","Senn","Heinrich","","01/01/1827 00:00","Fischental","","01/01/1915 00:00","","","","","","",""
"524","SeJ1824","","","1","Person","Contemporary","male","Senn","Jakob","","01/01/1824 00:00","Fischental","","01/01/1879 00:00","","","","Sohn von Kleinbauern, Volksdichter","","",""
"525","ShP1792","","","2","Person","Contemporary","male","Shelley","Percy","","01/01/1792 00:00","","","01/01/1822 00:00","","","","Schwärmte für die Schweiz","","",""
"526","ZaScK0000","","","5","Person","Contemporary","female","Zahn-Schlatter","Cleophea","Kleophea","","","","","","","","friend of Meta Heusser-Schweizer","","na",""
"527","Si0000","","","2","Person","Historical","male","Siber","","","","","","","","","","Seidenfabrikant in Zürich","","na",""
"528","SiMueJ0000","","","5","Person","Contemporary","female","Siegwart-Müller","Josephine","","","","","","","","","","","na",""
"529","SiAe0000","","","5","Person","Contemporary","male","Siegwart ","Alfred","","","","","","","","","Son of Constantin Siegwart-Müller","","na",""
"530","RaJJW1766","","","5","Person","Contemporary","male","Radetzky von Radetz","Johann Josef Wenzel, Graf","Johann Josef (Joseph) Wenzel (Anton Fran","01/01/1766 00:00","","","01/01/1858 00:00","Milan, Italy","Sedlčany, Czech Republic","","[He] was a Czech nobleman and Austrian general, immortalised by Johann Strauss I's Radetzky March (Wikipedia).","","",""
"531","SiJE1834","","","5","Person","Contemporary","male","Siegwart ","Josef Ernst","","01/01/1834 00:00","Altdorf","","01/01/1913 00:00","","","","Son of Constantin Siegwart-Müller (unclear if 2nd or 3rd; see: Der Geschichtsfreund : Mitteilungen des Historischen Vereins Zentralschweiz 1913 and Elisabeth Rüf 1952), Ingenieur, Bienenzüchter","","na",""
"532","SiMueC1801","","","2","Person","Biographer","male","Siegwart-Müller","Constantin","Konstantin","01/01/1801 00:00","Uri","","01/01/1869 00:00","Altdorf, Uri","Lodrino, Ticino, Switzerland","","früher liberaler, mit Jorio und Leu Ultra, plant territoriale Änderungen in der CH","","62324268 ",""
"533","Si1867","","","2","Person","Historical","male","Sigfrid","Emil ","","01/01/1867 00:00","","","","","","","","","na",""
"534","SiG1960","","","3","Person","Historiographer","male","Signori","Gabriela","","01/01/1960 00:00","","","","","","","Schweizer Mediävistin","","",""
"536","SiJN0000","","","2","Person","Undefined","male","Simon","J. N.","","","","","","","","","","","na",""
"537","SnL1785","","","2","Person","Historical","male","Snell","Ludwig","","01/01/1785 00:00","","","01/01/1854 00:00","Küssnacht, Zürich, Switzerland","Idstein, Hesse","","Schrieb das Memorial am Tag von Uster 1830. Politscher Flüchtling aus Deutschland in Zürich, Broder von Wilhelm","","15546555",""
"538","SnW1789","","","2","Person","Historical","male","Snell","Wilhelm","","01/01/1789 00:00","","","01/01/1851 00:00","","","","Jurist, Politscher Flüchtling aus Deutschland in Zürich","","",""
"539","SpO1880","","","3","Person","Historiographer","male","Spengler","Oswald","","01/01/1880 00:00","","","01/01/1936 00:00","","",""," “universal structure” in the history of “cultural philosophy” (Tuchtenhagen, 2011) (p. 9)","","",""
"540","SpHH1812","","","1","Person","Historical","male","Spöndli","Hans Heinrich","","01/01/1812 00:00","Zürich","","01/01/1872 00:00","","","","Fürsprecher","","",""
"541","SpS1750*","","","1","Person","Contemporary","male","Spöndli","Sigmund","","","","","","","","","","","",""
"542","SpHR1818","","","1","Person","Contemporary","male","Spörri","Hans Rudolf","","01/01/1818 00:00","Bauma (ZH)","","01/01/1839 00:00","","","","Sohn von Heinrich Spörri, Eltern lebten getrennt","","",""
"543","SpJJ1819","","","1","Person","Contemporary","male","Spörri","Johan Jakob","","01/01/1819 00:00","Fischental","","","","","","Baumwollweber, arm","","",""
"544","SpF1773","","","2","Person","Contemporary","male","Sprünglin","Frédéric","Emmanuel Frédéric Sprungli","01/01/1773 00:00","","","","","","","","","na",""
"545","SpJJ1827","","","2","Person","Contemporary","male","Spyri","Johanna","","01/01/1827 00:00","","","01/01/1901 00:00","","","","Schriftstellerin ","","",""
"546","StPxxxx","","","3","Person","Historiographer","male","Stadler","Peter","","","","","","","","","resuming history of Swiss historiography of the second half of the 20th Century (Stadler, 1991) question about cantonal differences in historiography (identity and historiography) Hans von Greyerz in the case of Bern, problems of periodisation  “Verwissenschaftlichung der Historie” due to the foundation of universities Zürich and Bern (the first ones after Basel) see Eduard Fueter’s Geschichte der gesamtschweizerischen historischen Organisation ","","",""
"547","StA1926","","","3","Person","Historiographer","male","Staehelin","Andreas  ","","01/01/1926 00:00","","","01/01/2002 00:00","","","","Schweizer Historiker und Archivar","","",""
"548","StF 1873","","","3","Person","Historiographer","male","Staehelin","Felix","","01/01/1873 00:00","","","01/01/1952 00:00","","","","Schweizer Althistoriker","","",""
"549","StE1300","","","4","Person","Biographer","female","Stagel","Elsbeth","Elisabeth","01/01/1300 00:00","","","01/01/1360 00:00","Zürich, Switzerland","Zürich, Switzerland","","was a Dominican nun and prioress of the Töss Convent. She developed a deep friendship with Henry Suso, and the two remained in active correspondence. Suso considered Stagel his spiritual daughter. ","","",""
"550","StJxxxx","","","2","Person","Historical","male","Stämpfli","Jakob","","","Bern","","","","","","radikaler Führer Bern","","",""
"551","StStE1848","","","2","Person","Historical","female","Stämpfli-Studer","Emma","","01/01/1848 00:00","","","01/01/1930 00:00","St. Gallen, Switzerland","Bern, Switzerland","","A Swiss enterpreneur and founder of the Kinderkrippe a kind of Kindergarden for the youngest.","","305919410  ",""
"552","StA1714§","","","3","Person","Historiographer","male","Stanyan","Abraham","","","","","","","","","wrote «L'Etat de la Suisse, écrit en 1714»","","",""
"553","StFA1766","","","2","Person","Historical","male","Stapfer","Friedrich Albert","","01/01/1766 00:00","","","01/01/1840 00:00","","","","Minister der Helvetik für Künste und Wissenschaften, sollte Schul-und Bildungssystem neu ordnen, will es geschlechter gleich! wollte eine neue, moderne Uni (Nationaluniversität)","","",""
"554","StA1843","","","2","Person","Contemporary","male","Steck","Albert","","01/01/1843 00:00","","","","","","","","","",""
"555","Stxxxx","","","2","Person","Historical","male","Steffan","","","","","","","","","","Domaine-Kassier","","",""
"556","StJR1789","","","2","Person","Contemporary","male","Steiger","(Johann) Rudolf, von","","01/01/1789 00:00","","","01/01/1857 00:00","","","","kämpf in verschiedenen Schweizerregimentern in Irland, Spanien","","",""
"557","StJR1818","","","4","Person","Biographer","male","Steiger","(Johann) Rudolf, von","","01/01/1818 00:00","","","01/01/1872 00:00","","","","kämpf in Schweizerregimenter in Napoli und Sizilien","","",""
"558","StR1801","","","2","Person","Sample","male","Steiger","Jakob Robert  ","","01/01/1801 00:00","","","01/01/1862 00:00","Luzern, Switzerland","Geuensee, Switzerland","","radikaler Führer","","D4206",""
"559","StC1742","","","2","Person","Historical","female","Stein","Charlotte, von","","01/01/1742 00:00","","","01/01/1827 00:00","Weimar, Germany","Eisenach, Germany","","[She] was a lady-in-waiting at the court in Weimar and a close friend to both Friedrich Schiller. (Wikipedia)","","5073680",""
"561","StKE1803","","","1","Person","Contemporary","male","Steiner","Karl Eduard","","01/01/1803 00:00","","","01/01/1870 00:00","Winterthur, Switzerland","Winterthur, Switzerland","","Nordost-Bahn 1853 bis zu seinem Tod 1870 Mitglied des Verwaltungsrats, zuerst als Vizepräsident und ab 1858 als Präsident.","","D7323",""
"563","StExxxx","","","2","Person","Historical","male","Stettler","Eduard","","","","","","","","","Sarnerbund","","",""
"564","StKLxxxx","","","2","Person","Historical","male","Stettler","Karl Ludwig","","","","","","","","","Sarnerbund; Hauptmann","","",""
"565","SvRkxxxx","","","2","Person","Historical","male","Stettler von Rodt","Karl","","","","","","","","","gründet  Evangelischen Gesellschaft","","",""
"566","StA1785","","","3","Person","Historiographer","female","Stolberg von Witzleben","Agnes, von","","01/01/1785 00:00","","","01/01/1848 00:00","na","na","","Married to Friedrich Leopold zu Stolberg-Stolberg ","","na",""
"567","StA1892","","","4","Person","Biographer","female","Storni","Alfonsina","","01/01/1892 00:00","","","01/01/1938 00:00","Mar del Plata, Argentina","Sala Capriasca, Switzerland","","Swiss poet.",""," 90658830",""
"568","StDF1808","","","1","Person","Sample","male","Strauss","David Friedrich","","01/01/1808 00:00","Zürich","","01/01/1874 00:00","","","","Dr. Erziehungsrat, Professor für Dogmatik Universität Zürich","","",""
"569","StA1824","","","3","Person","Historiographer","female","Struve","Amalia","","01/01/1824 00:00","","","01/01/1862 00:00","","Düsar","","""She married in 1845 Gustav Struve (1805-1870) and participated at her husband's side at the Heckerzug, in September 1848. Her unusual appearance - she wore occasionally pants, - made her the target of sexist ridiculization. For her attempts to persuade the local women to support the revolution, she was imprisioned from September 1848 to April 1849 in Freiburg"".","","na",""
"570","StUnHxxxx","","","2","Person","Historical","male","Studer-Unholz","Heinrich","","","","","","","","","","","",""
"573","StJ1500","","","4","Person","Biographer","male","Stupmpf","Johannes","","01/01/1500 00:00","","","","","","","Swiss chronicle (1547)(Stumpf, 1548) (Schweizerchronik) commented by Aegidius Tschudi  - defined as “Sagenerzähler und Sagensammler der Schweiz“ (Schenda, 1988); Gmeiner loblicher Eydgnoschaft stettet, landen und völkeren Chronik (1548) – basis for 18th Century Josias Simmler „de re publica Helvetiorum“ / „Regiment Gemeiner loblicher Eydgnoschaft” – both Vadian and Tschudi try to influence Stumpf’s historiography in favor of their version – result is an unsatisfying compromise – according Peyer a “typical eigenössischer Vorgang” (Peyer, 1985)","","",""
"574","StRxxxx","","","2","Person","Historical","male","Stürler","Rudolf","","","","","","","","","Sarnerbund; Hauptmann","","",""
"575","StJ1801","","","1","Person","Contemporary","male","Stutz","Jakob","","01/01/1801 00:00","Isikon","","01/01/1877 00:00","","","","Sohn von Kleinbauern, Volksdichter","","",""
"577","SuJ1800","","","2","Person","Contemporary","male","Sulzberger","Johannes","","01/01/1800 00:00","","","01/01/1875 00:00","","","","","","",""
"578","SuE1789","","","1","Person","Historical","male","Sulzer","Eduard","","01/01/1789 00:00","","","01/01/1857 00:00","","","","","","",""
"579","SuJF1735","","","1","Person","Historical","male","Sulzer","Johann Friedrich   ","","01/01/1735 00:00","","","01/01/1814 00:00","","","","","","",""
"580","SuMF1701","","","2","Person","Historical","male","Sulzer","Melchior Friedrich","","01/01/1701 00:00","","","01/01/1853 00:00","Albisbrunn","Winterthur","","Regierungsrat 1831–1850, 1791, 1853.","","1051855659",""
"581","SuJJ1806","","","2","Person","Contemporary","male","Sulzer-Hirzel","Johann Jakob","","01/01/1806 00:00","Gründet mit seinem Bruder Salomon die weltbekannte Firma Gebrüder Sulzer in Winterthur (Maschinenbau)","","01/01/1883 00:00","","","","","","",""
"582","SoNeK1778","","","2","Person","Contemporary","female","Sulzer-Neufer(t)","Katharina","","01/01/1778 00:00","Winterthur","","01/01/1858 00:00","Winterthur*","Winterthur*","","She was the co-founder of the Sulzer Corporation. Appeared in the biography ""Konzernmutter"", there is a Katharina-Sulzer-Platz in Winterthur.","","na",""
"583","SuRxxxx","","","2","Person","Historical","male","Sutermeister","Rudolf","","","","","","","","","","","",""
"584","SyHxxxx","","","3","Person","Historiographer","male","Sybel","Heinrich, von","","","","","","","","","die neueren Darstellungen der deutschen Kaiserzeit (1859), die deutsche Nation und das Kaiserreich (1862), Entstehung des deutschen Königthums (1844) – conflict between confessional and political motives (Metzger, 2011) (p. 173)","","",""
"585","TaeArS1889","","","4","Person","Biographer","female","Taeuber-Arp","Sophie","","01/01/1889 00:00","","","01/01/1943 00:00","na","na","","Swiss artist","","na",""
"586","TaJ1950","","","3","Person","Historiographer","male","Tanner","Jakob","","01/01/1950 00:00","","","","","","","Schweizer Historiker, Uni Zürich","","",""
"587","TaE 1868","","","3","Person","Historiographer","male","Tatarinof","Eugen","","01/01/1868 00:00","","","01/01/1983 00:00","","","","Schweizer Historiker","","",""
"588","TaMu0000","","","2","Person","Undefined","male","Tavel-Mutach","","","","","","","","","","Coronel in Bavarian (mercenary services) [Oberst in bayrischen Diensten].","","na",""
"589","Th1805","","","2","Person","Contemporary","male","Theiler","","","01/01/1805 00:00","","","","","","","Vikar, steht zur Wahl im Dreiervorschlag 1837","","",""
"590","ToBrAB1790§","","","2","Person","Historical","female","Tobler","Anna Barbara","","","Fehraltorf","","01/01/1826 00:00","na","na","","First wife of Heinrich Weiss","","na",""
"591","ToS1794","","","1","Person","Historical","male","Tobler","Salomon","","01/01/1794 00:00","Zürich/Zürich","","01/01/1878 00:00","","","","Pfarrer, Dichter","","",""
"592","ToTxxxx","","","2","Person","Undefined","male","Tobler","Titus","","","","","","","","","","","",""
"593","TrJJ1822","","","2","Person","Contemporary","male","Treichler","Johann Jakob","","01/01/1822 00:00","","","01/01/1906 00:00","","","","","","",""
"594","TrH1834","","","3","Person","Historiographer","male","Treitschke","Heinrich, von","","01/01/1834 00:00","","","01/01/1896 00:00","Berlin, German Empire","Dresden, Kingdom of Saxony","","Luther und die deutsche Nation (1883)","","95211206",""
"595","TrIPV1780","","","2","Person","Historical","male","Troxler","Ignaz P.V.","","01/01/1780 00:00","","","01/01/1866 00:00","","","","Jurist, ganzheitlicher Arzt, Pädagoge, neben Zschokke der Schweizer Publizist","","",""
"596","TrJ xxxx","","","3","Person","Historiographer","male","Troxler","Joseph","","","","","","","","","Illustrierte Schweizer Geschichte für Sekundar- und Mittelschulen (1923) – loyality within the Catholic community („innerkatholische Loyalität) vs. the Protestant Swiss as explanation for parallels between the constitution of the Nation-state and the Sonderbunds War (Metzger, 2011) (p. 175) ","","",""
"597","TrD1813","","","2","Person","Historical","female","Trudel","Dorothea","","01/01/1813 00:00","","","01/01/1862 00:00","Männedorf, Zürich, Switzerland","Hombrechtikon, Zürich, Switzerland","","Pietist healer and preacher.","","59877442",""
"598","Ts1470§","","","2","Person","Historiographer","male","Tschachtlan","","","","","","","","","","Bern Chronik (1470)","","",""
"599","TsAe1505","","","2","Person","Historiographer","male","Tschudi","Aegidius","","01/01/1505 00:00","","","","","","","Chronicon Helveticum (1534-1536) writes down the oral tradition of Wilhelm Tell and converts the tale into a saga, “invents” the date of events - Gallia comata (1554) – first map of Switzerland published 1538 in Alpisch Rhetia – combines political positions and historiography (!) (vs. other historiographers who write at the order of kings), was actively involved in the “Glarner Handel” and failed – creates the myth of the liberation history of Switzerland. – believes in an ancient liberty of the Helvetii (Peyer, 1985) – deconstruction of founding legend (Beck, 1980; Brändli, 2004; Stettler, 2004) see also (Erscheinungsformen kultureller Prozesse: Jahrbuch 1988 des Sonderforschungsbereichs “Übergänge und Spannungsfelder zwischen Mündlichkeit und Schriftlichkeit,” 1990)","","",""
"600","TuR1961","","","3","Person","Historiographer","male","Tuchtenhagen","Ralph","","01/01/1961 00:00","","","","","Karlsruhe","","In his inaugural lecture for his position at the philosophical faculty of the Humboldt-University Berlin, Tuchenthagen localises Switzerland culturally as a country of the European north (Tuchtenhagen, 2011), based on the definition of the “North” in the 18th Century (p. 13)  (by this time Switzerland was in a very narrow relation with England, Sweden and Russia. Today Switzerland is not anymore in the North but in Central Europe and Russia has fallen out of Europe -> see the Russian arch – TH)...","","12483925",""
"601","TuA1875","","","2","Person","Contemporary","female","Tumarkin","Anna","","01/01/1875 00:00","","","01/01/1951 00:00","na","na","","First female professor at the University of Bern.","","na",""
