,,,,,"Free",,,,,"Goffman/ Burke",,,"Dramatica",,,,,,,,
231,136,4,580,"Was soll ich schildern, was tausendmal geschildert ist - das steigende oder vielmehr immer tiefer sinkende Verderben eines Sklaven jener traurigen Leidenschaft? ",44,,,,,,,,,,,,,,,,
231,136,4,581,"Auch hier kam es zum Äußersten: zur Trennung der Ehe. ",44,,,,,,,,,,,,,,,,
231,136,4,582,"Nach fünf verlittenen Jahren - im Sommer 1815 - kam die arme Anna mit zwei lieblichen kleinen Mädchen (ihr drittes Kind, ein Knabe, War nach wenigen Lebenstagen gestorben) ins Vaterhaus zurück. ",44,1815,,,,,,,,,,,,,,,
231,136,4,583,"Der unglückliche Morf - wohl auch von Reue gequält - verfiel später in die Erbkrankheit seiner Familie: ",44,,,,,,,,,,,,,,,,
231,136,4,584,"Schwermut bis zur Verrückung, und nahm in solcher sich selbst auf entsetzliche Weise das Leben. [73]",44,,,,,,,,,,,,,,,,
231,136,4,585,"Die Kinder aber dieser unglücklichen Ehe entwickelten sich in lieblicher Weise. ",45,,,,,,,,,,,,,,,,
231,136,4,586,"Elise - geb. 24. Juni 181 1 - ein außerordentlich anmutiges, einnehmendes Mädchen, und die vielfach begabte, lebendige und originelle Nanny - geb. 1. August 1812 - waren damals uns zur Freude, später vielfach zum Trost und Segen. ",45,"24.06.1811; 01.08.1812",,,,,,,,,,,,,,,
231,136,4,587,"Sie verlebten ihre Kindheit in unserer Mitte, brachten zu ihrer Ausbildung einige Jahre bei unsern Verwandten in Zürich zu und kehrten dann - hier greife ich weit vor - zu ihrer Mutter zurück (1850) in die schon zahlreiche Kolonie im Doktorhause. ",45,1850,,"Zürich;",,,,,,,,,,,,,
231,136,4,588,"Nanny wurde frühe Braut und im Frühjahr 1854 Gattin des uns befreundeten Pfarrers Salomon von Birch, mit dem sie erst in Wollishofen, dann in Rümlang (beide Orte mit ihrem Pfarrhausleben tragen wohl noch manche Erinnerungen für meine Kinder), zuletzt in Schwerzenbach lebte. ",45,1854,,"Wollishofen",,,,,,,,,,,,,
231,136,4,589,"Über das Leben der Mutter blieb ein dunkler Schleier gebreitet; ",46,,,,,,,,,,,,,,,,
231,136,4,590,"wer so Furchtbares erlebt hat, wird auf Erden kaum mehr froh, findet hier keine rechte Heimat mehr. ",46,,,,,,,,,,,,,,,,
231,136,4,591,"Als im Frühjahr 1857 die Grippe mit großer Heftigkeit in unserer Gegend auftrat, lagen in unserm Hause alle Bewohner an ihr krank, mit Ausnahme der Schwester Anna und meiner. ",46,1857,,,,,,,,,,,,,,,
231,136,4,592,"Schon hatte die Krankheit auch sie ergriffen, aber sie Wollte es nicht wissen und opferte sich ganz eigentlich der Pflege der andern, bis ein gewaltiges Fieber sie niederwarf und eine Lungenentzündung binnen sieben Tagen ihr Leben verzehrte. ",46,,,,,,,,,,,,,,,,
231,136,4,593,"Sie starb mit wunderbarer Freudigkeit, wie eine Pilgerin, die nach langer schwerer Wallfahrt die Heimat plötzlich vor sich sieht. ",46,,,,,,,,,,,,,,,,
231,136,4,594,"«Ich leide nicht, wie ihr meint», sprach sie in den letzten Augenblicken heiter, fast lächelnd zu uns, dann noch:",46,,,,,,,,,,,,,,,,
231,136,4,595,"«Nimm mich auf, Herr J esu, auf In die Friedenshütten!» [*80] und ihre Seele war entflohen. Es war am 22. April 1857.",46,"22.04.1857",,,,,,,,,,,,,,,
231,136,4,596,"Wohl hätte ihre Tochter Elise, deren Großvater Morf vorher gestorben war, was sie ökonomisch sicherstellte, sich nun eine selbständige Existenz verschaffen können, aber sie zog es in treuer Liebe vor, bei Tante Regeli und mir zu bleiben helfend und stützend, wie wir es damals bedurften. ",47,,,,,,,,,,,,,,,,
231,136,4,597,"Abwechselnd [74] lebte sie auch bei Onkel und Tante Wichelhausen‚ von denen sie wie eine Tochter geliebt wurde, half dort den Onkel in seiner letzten Krankheit pflegen und weilte dann oft bei der einsamen Witwe. ",47,,,,,,,,,,,,,,,,
231,136,4,598,"Elise hatte Lebenserfahrungen gemacht, wie sie einst niemand dem lieblichen, harmlosen Kinde vorhergesagt hätte. ",47,,,,,,,,,,,,,,,,
231,136,4,599,"Solche, verbunden mit körperlichen Anlagen, riefen mehr als einmal Anfälle von Schwermut in ihr wach. ",47,,,,,,,,,,,,,,,,
231,136,4,600,"Sie schienen überwunden, bis im Winter 1846-1847, den sie bei Tante Wichelhausen verlebte, die traurige Erbkrankheit in fürchterlicher Weise bei ihr losbrach. ",47,"1846-1847",,,,,,,,,,,,,,,
231,136,4,601,"Sie verzweifelte an sich selbst, an allen Menschen, an Gottes Barmherzigkeit, und verzehrte sich in den fürchterlichsten Selbstanklagen. – ",47,,,,,,,,,,,,,,,,
231,136,4,602,"Sie mußte den heimatlichen Eindrücken entzogen werden und wurde auf den - leider entscheidenden Rat des Arztes der Tante Wichelhausen in die damalige Anstalt des Dr. Tribolet in Bümplitz bei Bern gebracht. ",47,,,,,,,,,,,,,,,,
231,136,4,603,"Ach, es war nicht unsere Wahl! Wir kannten den Mann nicht, dem das geliebte Leben anvertraut wurde. ",47,,,,,,,,,,,,,,,,
231,136,4,604,"Nach spätern Aufschlüssen über ihn gereichte nur das zu unserem Troste, daß Elise meist in der Behandlung der stillen, duldenden Frau des Arztes blieb. ",47,,,,,,,,,,,,,,,,
231,136,4,605,"Die innere Qual hatte das zarte Leben bald aufgerieben; Elise starb am 5. April 1847; sie schläft nach «großer Trübsal» auf dem einsamen, verwilderten Kirchhof von Bümplitz und hat uns ein tief schmerzliches Andenken hinterlassen.",47,"05.04.1847",,,,,,,,,,,,,,,
231,136,4,606,"Aber auch auf Nannys Leben legte sich mehr und mehr eine dunkle Wolke. ",48,,,,,,,,,,,,,,,,
231,136,4,607,"Jahrelang litt sie an einer ihr selbst sehr peinlichen, allen Ärzten unzugänglichen Krankheit. ",48,,,,,,,,,,,,,,,,
231,136,4,608,"Es war ein, selbst im heißesten Sommer nicht weichendes Frieren, von jenem Schmerze begleitet, den man an Händen und Füßen empfindet, wenn sie, leicht bekleidet, starrem Froste ausgesetzt werden. ",48,,,,,,,,,,,,,,,,
231,136,4,609,"Wie viele vergebliche Kuren aller Art «verlorene Gänge», wie sie dieselben nannte - hat sie nicht gemacht, und wie schief wurde sie von den Menschen beurteilt, welche ungewohnte Krankheitserscheinungen leichthin mit dem bequemen Namen «Einbildung» belegen. ",48,,,,,,,,,,,,,,,,
231,136,4,610,"Aber an Einbildung stirbt niemand, und erst an den Gräbern schweigt [75] das Richten der Menge. ",48,,,,,,,,,,,,,,,,
231,136,4,611,"Nach langen schweren Leiden wurde unsere Nanny - 20.Mai 1865 - plötzlich, von allen, selbst von ihrem Manne ungeahnt, aller Angst entnommen. ",48,"20.05.1865",,,,,,,,,,,,,,,
231,136,4,612,"Niemand, nur sie selbst hatte ihr Scheiden geahnt, und sich glaubend und hoffend darauf bereitet, wie manches Blatt in ihrem Nachlaß es uns zeigte. ",48,,,,,,,,,,,,,,,,
231,136,4,613,"Sie hat uns ihr Leben hindurch viele und große Liebe bewiesen, war aber in ihren letzten Jahren ganz und gar einsam geworden, da sie in ihrer Krankheit das Erscheinen von Gästen kaum mehr ertrug und selber die einsame Heimat nicht mehr verließ. ",48,,,,,,,,,,,,,,,,
231,136,4,614,"Auch im Tode noch ist Nanny uns zu einer Wohltäterin geworden, an die wir innig dankbar gedenken. ",48,,,,,,,,,,,,,,,,
231,136,4,615,"Schon nach Elisens Tode hatte sie mit Tante Regeli ihr Erbe schwesterlich geteilt, und dann in ihrem Testamente uns so bedacht, daß wir beide alte Schwestern es ihr zu danken haben, daß wir in unserm Alter nicht nur das Notwendige besitzen, sondern auch hin und wieder nach unserm bescheidenen Maße - «das Schöne zu dem Guten>> genießen dürfen. ",48,,,,,,,,,,,,,,,,
231,136,4,616,"Daß aber auch ihr Gatte in ihre liebe vollen Wünsche einging, ja ihre Erfüllung verfrühte, das soll dem edeln Mann und vieljährigen Freund nie vergessen werden. ",48,,,,,,,,,,,,,,,,
231,136,4,617,"Nach dem Tode der Frau legte er die freudlose und – wie es schien - fruchtlose Stelle in Schwerzenbach nieder und zog sich in den Schoß seiner Familie mütterlicherseits - Riggenbach in Basel - zurück.",48,,,,,,,,,,,,,,,,
231,136,4,618,"Ich habe die dunkle Geschichte der Schwester Anna, die mit ihren beiden Töchtern erlosch und genau mit dem Eintritt Eures Vaters im Hirzel begann, hier gleich bis zu ihrem Ende andeuten wollen, und kehre nun von diesem Ende zu jenem Anfang zurück. ",48,,,,,,,,,,,,,,,,
231,136,4,619,"Es war ja wirklich ein Ereignis für uns - der Eintritt eines «Doktors» in unser Hirzelleben eine andere Gestalt als alle bisher gewohnten, und die Tüchtigkeit, die der junge Arzt in seinem Berufe bewies, die Operationen, die er alsbald unternahm - Amputationen und Bruchoperationen, von schönem Erfolge begleitet - interessierten uns lebhaft für ihn. ",49,,,,,,,,,,,,,,,,
231,136,4,620,"Dazu kam, daß er nachdrücklich und als Arzt gebieterisch fordernd, unserm Vater, der sparsamen Armenpflege gegenüber, zur Seite trat, wo es galt, [76] arme Kranke zu unterstützen und ihnen zu gesunder Nahrung zu verhelfen. ",49,,,,,,,,,,,,,,,,
231,136,4,621,"Noch erinnere ich mich, wie oft dazumal der Vater vergnügt sagte: «Was diese Vorsteher mir nie zugestanden hätten, das tun sie nun bereitwillig dem jungen Doktor, und ich habe die Freude, daß es geschieht.» ",49,,,,,,,,,,,,,,,,
231,136,4,622,"Oft, nach vorhergegangener Empfehlung des Arztes, sandte die Mutter mich und Dortchen - die Kleinen, denn für die erwachsenenTöchter hätte sich’s doch nicht geschickt - mit ihm in Hütten der Armut, den Kranken das Notwendige und Erquickliche zu bringen und von ihm, nach geschehener Untersuchung, zu vernehmen, was nun weiter für sie geschehen müsse. ",49,,,,,,,,,,,,,,,,
231,136,4,623,"Mit welcher Ehrfurcht schritten wir kleinen Mädchen dann neben dem großen Manne her!",49,,,,,,,,,,,,,,,,
231,136,4,624,"Aber auch in unserm Hause sollte er - mehr als nur wie im Anfang als Zahnarzt - seine Kunst oder sein Glück oder, wie ich am liebsten sage - den Segen, der auf seinem Wirken lag, bewähren. ",49,,,,,,,,,,,,,,,,
231,136,4,625,"Es war im August 1811, als Schwester Regula infolge Erkältung, die sie beim Begleit eines lieben Besuches sich zuzog, heftig erkrankte; bald zeigten sich alle Symptome der Lungenentzündung. ",49,1811,,,,,,,,,,,,,,,
231,136,4,626,"Stundenlang saß der junge Arzt an ihrem Bette, ängstlich ihren Puls und jede Bewegung beobachtend. ",49,,,,,,,,,,,,,,,,
231,136,4,627,"Die Eltern hatten ihm - im Vertrauen auf den Arzt, der ihnen bisher so oft ohne menschlichen Arzt geholfen die Behandlung der kranken Tochter übergeben, und nach neun Tagen heißer Angst gab der selbst höchlich erfreute Arzt uns die tröstliche Versicherung, die Gefahr sei vorüber.",49,,,,,,,,,,,,,,,,
231,136,4,628,"Wie glücklich waren wir alle, als unsere Regula wieder auflebte, wie glücklich der junge Arzt, der nicht nur um eine gelungene Kur bereichert war, denn - wie konnte es auch anders sein? – ",49,,,,,,,,,,,,,,,,
231,136,4,629,"zwischen ihm und der jugendlichen Patientin hatte sich ein näheres Verhältnis gebildet. ",49,,,,,,,,,,,,,,,,
231,136,4,630,"Ohnehin hatte sie, ein blühend schönes Mädchen, vom ersten Augenblick der Bekanntschaft an, seine Augen auf sich gezogen - und nun war sie durch die herzlichste Dankbarkeit an ihn gebunden!",49,,,,,,,,,,,,,,,,
231,136,4,631,"Manches ist darüber gegangen, das sich nach so vielen Jahren nicht mehr erzählen läßt; ",49,,,,,,,,,,,,,,,,
231,136,4,632,"die Verwandten in Zürich – einer besonders - sahen das Verhältnis des jungen Arztes zu unserm [77] ",49,,,"Zürich;",,,,,,,,,,,,,
231,136,4,633,"Hause nicht gern; ",49,,,,,,,,,,,,,,,,
231,136,4,634,"seine Zukunft war trotz des vielverheißenden Anfangs doch noch so unsicher, die Gesundheit des Mädchens erschüttert, und im Hintergrund, wie drohend, das Bild der unglücklich verheirateten Schwester. ",49,,,,,,,,,,,,,,,,
231,136,4,635,"Das alles – und wie manches noch! - wirkte zusammen, daß, als Heußer im Frühjahr 1812 der wieder genesenen Regula seine Wünsche und Hoffnungen auf ihren Besitz aussprach, sie ihm kein fröhliches Ja erwidern konnte. ",49,1812,,,,,,,,,,,,,,,
231,136,4,636,"Es war ihr nicht leicht, ihrem Herzen hatte es keinen geringen Kampf gekostet, und im Stillen hoffte sie wohl auf eine alles ausgleichende Zukunft. ",49,,,,,,,,,,,,,,,,
231,136,4,637,"Aber der Stolz des Mannes sah nur die zurückgewiesene Liebe, und so wurde das stille Verhältnis im Keime erstickt - dem Innern nach, denn von außen blieb Heußers Verhältnis zu unserm Hause dasselbe, und konnte das um so eher, da das Mädchen auf seine dringende Bitte hin selbst den Eltern alles verschwiegen hatte. ",49,,,,,,,,,,,,,,,,
231,136,4,638,"Heußer gab uns nach wie vor Beweise von unveränderter Anhänglichkeit, behandelte unsere Regula in ihren oft wiederkehrenden Krankheiten als ein sorgsamer Arzt, lud uns im Winter zu Schlittenfahrten ein und machte im Sommer Spaziergänge mit uns, auf denen er uns die Stätten seiner Jugenderinnerungen, diesseits und jenseits der Sihl, zeigte.",49,,,,,,,,,,,,,,,,
231,136,4,639,"Jahre auf Jahre gingen dahin - die alle, von denen ich schon aus unserm Pfarrhausleben erzählte; ",49,,,,,,,,,,,,,,,,
231,136,4,640,"es waren für „mich die Jahre der höchsten Blüte der Freundschaft mit St. Gallen, zugleich einer innern Entwicklung, welche meine jüngste Schwester so ganz mit mir teilte, daß unser Leben fortan wie in Eines zusammenfloß. ",49,,,,,,,,,,,,,,,,
231,136,4,641,"Schöne, teure Erinnerungen!",49,,,,,,,,,,,,,,,,
231,136,4,642,"Da - es war im Herbst 1817 - traf mich urplötzlich, wie ein Blitzstrahl - noch weiß ich die Stätte und höre das Rauschen des Baches zur Seite, bei jenen Eröffnungen - die Gewißheit, daß Heußer seine Augen und seine Wünsche auf mich gerichtet habe. ",50,1817,,,,,,,,,,,,,,,
231,136,4,643,"Davon hatte ich nie die leiseste Ahnung gehabt;",50,,,,,,,,,,,,,,,,
231,136,4,644,"ich war mir dem << Doktor» gegenüber immer so ganz als Kind erschienen, war auch damals nur zwanzig Jahre alt, und konnte erst die Reden des so viel älteren Mannes geradezu nicht fassen. ",50,,,,,,,,,,,,,,,,
231,136,4,645,"Und dann - ich hatte wie niemand sonst die Erfahrung meiner Regula mit ihr durchgelebt und begriff nicht, [78] was jetzt kommen sollte. ",50,,,,,,,,,,,,,,,,
231,136,4,646,"Und doch gerade sie hatte eine Ahnung davon gehabt, wie es kommen müsse – vielleicht einen leisen, sich selbst kaum ausgesprochenen Wunsch. ",50,,,,,,,,,,,,,,,,
231,136,4,647,"Sie selber hatte seit Jahren mehr und mehr gekränkelt, großenteils infolge jener Lungenentzündung, und hatte darum jeden Gedanken an eheliche Verbindung schon ganz weggewiesen. ",50,,,,,,,,,,,,,,,,
231,136,4,648,"In dieser Zeit war ich frisch und gesund herangewachsen, - war es nun der Arzt, der sein Auge auf die gesunde jüngere Schwester warf? – ",50,,,,,,,,,,,,,,,,
231,136,4,649,"So viel war gewiß: er konnte von unserm Hause nicht loskommen und unser Haus nicht von ihm. ",50,,,,,,,,,,,,,,,,
231,136,4,650,"Es ist viel, sehr viel darüber gegangen, auch in jener Zeit der Entscheidung noch - in dem Winter 1817-1818 - was ich nicht noch einmal durchempfinden möchte, auch nicht erzählen kann. ",50,"1817-1818",,,,,,,,,,,,,,,
231,136,4,651,"Meine guten Eltern waren so ratlos wie ich, denn so sehr wir die Biederkeit und Berufstreue des Mannes schätzten, so war doch die große Verschiedenheit seines und unsers Wesens uns nicht verborgen. ",50,,,,,,,,,,,,,,,,
231,136,4,652,"Ein völliges Abreißen wie ein völliges Verschmelzen schien gleich unmöglich. ",50,,,,,,,,,,,,,,,,
231,136,4,653,"Wer vermag zu sagen, was in solchen Lebensfragen die endliche",50,,,,,,,,,,,,,,,,
231,136,4,654,"Entscheidung gibt? ",50,,,,,,,,,,,,,,,,
231,136,4,655,"Ich vermöchte es nicht, weiß aber Eines: <<Unsers Schicksals Buch (auch ein Buch mit sieben Siegeln) ward Ihm übergeben» - und so glaube ich denn getrost: es war in Gottes Buch geschrieben, daß ich Heußers Frau, die Mutter seiner“ Kinder werden sollte, so eigentümlich vorherbestimmt, wie in ihnen unsere Naturen sich mischen sollten.",50,,,,,,,,,,,,,,,,
231,136,4,656,"Der siebente Mai 1818, ein herrlicher Frühlingstag, war der Tag unserer Verlobung, die der greise, ehrwürdige Vater mit einem herzlichen Gebete einsegnete. ",50,1818,,,,,,,,,,,,,,,
231,136,4,657,"Dann folgten die üblichen Besuche bei unsern Verwandten in der Stadt, die den «jetzt gemachten Mann» nunmehr freundlich und herzlich aufnahmen. ",50,,,,,,,,,,,,,,,,
231,136,4,658,"Von Heußers Angehörigen gewannen die beiden einzigen, bei denen er mich einführte, meine herzliche Liebe. ",51,,,,,,,,,,,,,,,,
231,136,4,659,"Die erste: seine Schwester, Verheiratete Baumann auf der Höhe, bei welcher kurz vorher der Vater verstorben war.",51,,,,,,,,,,,,,,,,
231,136,4,660,"Sie war ein Kind jener Erweckungszeit; in schwerer Krankheit, im Sommer 1818, traf ihr Bruder als Arzt sie mehr noch an der Seele als am Leibe leidend, in furchtbarer Seelenangst; [79]",51,1818,,,,,,,,,,,,,,,
231,136,4,661,"er bat uns, sie zu besuchen, zu trösten, und sie nahm den Trost des Evangeliums in ein offenes durstiges Gemüt auf.",51,,,,,,,,,,,,,,,,
231,136,4,662,"Nur anderthalb Jahre lebte sie noch als meine Schwester. ",51,,,,,,,,,,,,,,,,
231,136,4,663,"Der zweite war der liebste oder einzige Jugendfreund Eures Vaters: Heinrich Gattiker [*82] im Schönenberg, der, mit ihm aufgewachsen, alle Jugendfreuden, wohl auch Jugendstreiche, mit ihm geteilt hatte und ihm treu war wie Gold. ",51,,,,,,,,,,,,,,,,
231,136,4,664,"Er war ein schöner, gleich seinem Freunde hochgewachsener Mann, von außen ein einfacher Bauer, aber durch fleißiges Lesen in allem Wissenswertem für den Nichtgelehrten bewandert, begabt mit feinem Verstande, tiefem Gemüt und einem Mutter-Witz, der seinesgleichen kaum fand. ",51,,,,,,,,,,,,,,,,
231,136,4,665,"Dabei war er - im Gegensatz zu den gewöhnlichen Leitern einer Dorfgemeinde – die ungeschminkte Natürlichkeit selbst. ",51,,,,,,,,,,,,,,,,
231,136,4,666,"Man kann sich nichts Naturwüchsigeres denken als den Verkehr der beiden Jugendfreunde, denn Heußer wie Gattiker war der abgesagteste Feind jedes Anhauchs von affektiertem Wesen. ",51,,,,,,,,,,,,,,,,
231,136,4,667,"Nie hörte man aus beider Munde ein einziges jener bei uns eingebürgerten Fremdwörter, durch deren Gebrauch sonst vornehniere Landleute ihre Bildung kundgeben zu müssen glauben. ",51,,,,,,,,,,,,,,,,
231,136,4,668,"Gattiker blieb unser Hausfreund bis zu seinem Tode, 1852.",51,1852,,,,,,,,,,,,,,,
231,136,4,669,"Noch steht aus unserer Brautzeit jener Abend klar in meiner Erinnerung, da wir beide miteinander auszogen, um das Plätzchen zu unserer Wohnstätte auszusuchen; ",52,,,,,,,,,,,,,,,,
231,136,4,670,"denn ein Haus mußte gebaut werden, wenn wir im Hirzel leben wollten, was dem bisherigen Fremdling feststand, der kurz vorher das Bürgerrecht hier gekauft hatte, und was ja auch meines Herzens Wunsch war. ",52,,,,,,,,,,,,,,,,
231,136,4,671,"Die Nähe der Kirche und eine Lage an der einzigen Straße, die damals noch den Hirzel durchschnitt,",52,,,,,,,,,,,,,,,,
231,136,4,672,"waren die Bedingungen des «Doktors» bei dieser Wahl. ",52,,,,,,,,,,,,,,,,
231,136,4,673,"Und wie freute ich mich, als mein Bräutigam mich nach einigen andern Plätzchen, die er Vorläufig ins Auge gefaßt, auf eines führte, das wir Schwestern längst geliebt und durch manche Erinnerung eingeweiht hatten. ",52,,,,,,,,,,,,,,,,
231,136,4,674,"Es ist dasselbe, da nun unser Haus seit vielen Jahren (seit 1822) steht, das Haus, in welchem Ihr alle Eure Kindheit verlebt habt, denn dieses Plätzchen, das so lieblich auf das nahe Kirchlein am Fuße des [80] Hügels herniederschaut, wurde noch an jenem Abend zum Wohnplatz auserkoren.",52,1822,,,,,,,,,,,,,,,
231,136,4,675,"Aus manchen Gründen wurde die Hochzeit erst um zwei, dann noch um ein Jahr verschoben. ",52,,,,,,,,,,,,,,,,
231,136,4,676,"Es war nicht leicht, gleich eine Wohnung zu finden, und umsichtig und sparsam, wie der Bräutigam war, wollte er den Hausbau nicht auf der Stelle beginnen, sondern die Materialien dazu - Holz und Steine etc. mit Zeit und Weile - meistens als Bezahlung ärztlicher Konti - herschaffen. ",52,,,,,,,,,,,,,,,,
231,136,4,677,"Endlich war unsere Verbindung auf den Herbst 1820 festgesetzt. ",52,1820,,,,,,,,,,,,,,,
231,136,4,678,"Ein vorläufiges Logis war nun auch gefunden, in der bisher von Mietsleuten bewohnten zweiten Wohnung des Hauserhauses, wo der Bräutigam von Anfang an Apotheke und Schlafstätte, später aber, als die Familie Pfenninger weggezogen und ein Sohn des Verwalters Hauser mit seiner Familie ins väterliche Haus eingezogen war, bei diesem auch seine Kost genommen hatte. ",52,,,,,,,,,,,,,,,,
231,136,4,679,"Da, als wir uns zur Hochzeit rüsteten, wurde der arme Doktor von einer Nervenfieber [*83] -Epidemie, deren Erkrankte er in Egeri in großer Zahl behandelt hatte - und zwar sehr glücklich - nun selbst ergriffen. ",52,,,,,,,,,,,,,,,,
231,136,4,680,"Seine starke Natur widerstand lange, er meinte, nicht Zeit zu haben, krank zu sein, und so entwickelte sich ein langsam schleichendes Fieber, ein beängstigender Zustand, der Monate lang anhielt. ",52,,,,,,,,,,,,,,,,
231,136,4,681,"Es war eine schwere Zeit, doppelt schwer, da ich unter den vorhandenen Verhältnissen den einsamen Kranken nicht einmal so recht pflegen konnte. ",52,,,,,,,,,,,,,,,,
231,136,4,682,"Auch sie ging vorüber, der Kranke genas allmählich zu früherer Kraft, aber die Hochzeit mußte auf den Frühling verschoben werden.",52,,,,,,,,,,,,,,,,
231,136,4,683,"Es war am neunten April 1821, wieder an einem köstlichen etzt Vor-Frühlingstage, als mein Vater in der Morgenfrühe, im lieben Kirchlein, vor wenigen teilnehmenden Zeugen zunächst den Meinen allen - unsere Hände zum ehelichen Bunde ineinander legte. ",52,1821,,,,,,,,,,,,,,,
231,136,4,684,"Dann fuhren wir in Heußers Chaischen, nach damaliger langsamer Reiseart, am gleichen Tage bis Winterthur, übernachteten bei Freunden (Hanharts), setzten Tags darauf den Weg fort nach Schaffhausen, wo wir den Rheinfall und alte Freunde (Kirchhofers) besuchten. ",53,,,,,,,,,,,,,,,,
231,136,4,685,"Am dritten Tage, Mittwochs, ging es zurück nach Zürich und [81] Donnerstags, nach dort ingenommenen Hochzeitsgaben («Aussteuern») in die Heimat zurück. ",53,,,"Zürich;",,,,,,,,,,,,,
231,136,4,686,"So sehr einfach – in unserer Zeit kaum mehr glaublich - begann unser Ehestand, und so wurde er auch fortgesetzt. ",53,,,,,,,,,,,,,,,,
231,136,4,687,"Bald vermißte ich schmerzlich das bei aller Armut und Einfachheit doch innerlich so reiche, schöne Pfarrhausleben. ",53,,,,,,,,,,,,,,,,
231,136,4,688,"Überhaupt - wie sollte ich Euch, meine Kinder, verbergen Wollen, was Ihr selbst so vielfach gesehn und miterlebt habt, wenn ich es auch mit tiefem Herzensweh und nicht ohne Selbstanklage niederschreibe?",53,,,,,,,,,,,,,,,,
231,136,4,689,"Unsere Ehe war, obschon wir uns gegenseitig lieb hatten und lieb behielten, doch (wie freilich tausend andere, glücklich genannte) keine ihrem Grundgedanken entsprechende Ehe, da zwei eins geworden - dazu waren wir einander zu ungleich. ",53,,,,,,,,,,,,,,,,
231,136,4,690,"Könnte ich ganz objektiv, als eine nicht Beteiligte darüber reden, so würde ich sagen: ",53,,,,,,,,,,,,,,,,
231,136,4,691,"«Es fehlte den beiden ein gemeinsamer Mittelpunkt, in welchem sie ganz zusammenflossen, um von da aus auch in andern Dingen ineinander eingehn zu können. ",53,,,,,,,,,,,,,,,,
231,136,4,692,"Der Mann lebte in angestrengtester Tätigkeit ganz in der Außenwelt, die Frau in einer Welt des Herzens; der Mann Wollte aus Grundsatz alles, bis ins Kleinste, selbst tun, in allen Dingen selbst Hand anlegen, und dazu hatte er die volle Befähigung; ",53,,,,,,,,,,,,,,,,
231,136,4,693,"was er angriff, wurde so, wie er es wollte, - und hierin lag nun die Begabung der Frau ganz und gar nicht; ",53,,,,,,,,,,,,,,,,
231,136,4,694,"dabei hatte sie, wenn auch außerordentlich einfach gewöhnt, doch in der neuen Lage fortan manches zu entbehren, was ihr bisher Lebensbedürfnis war; ",53,,,,,,,,,,,,,,,,
231,136,4,695,"die Freuden und der Segen der Gastfreundschaft gehörten für ihren Mann zu den zu vermeidenden Luxusgegenständen; ",53,,,,,,,,,,,,,,,,
231,136,4,696,"er hatte das Seinige so unendlich mühevoll erworben und mußte das bei anwachsender Familie immer noch, <so> [*84] daß Sparsamkeit sein erster Grundsatz war und blieb, was die Frau nicht in allen seinen Anwendungen begreifen konnte; ",53,,,,,,,,,,,,,,,,
231,136,4,697,"auch verstand sie nur zu entbehren, aber nicht das Vorhandene zu vervielfältigen. ",53,,,,,,,,,,,,,,,,
231,136,4,698,"Endlich erschütterte der (manchmal von ihm selbst beklagte) «Zorn des Mannes>> die Frau, die so was bisher nicht gekannt hatte, bis ins Mark hinein, wiewohl er in den meisten Fällen schnell verrauchte und dann einer besondern Freund [82] Hand bot, um die Aussprache, zu welcher Marie Pfenninger den guten Grund gelegt, sich noch ganz zu eigen zu machen.",53,,,,,,,,,,,,,,,,
231,136,4,699,"Sobald Anna im Herbst 1842 nach Hause zurückgekehrt war, begann sie den Unterricht der beiden jüngsten Schwesterchen, in den Johanna sich drei Jahre später mit ihr teilte, bald ihn ganz übernahm, da Anna die meiste Zeit bei der Tante in Zürich weilte, dort auch in Unterrichtgeben sich übend.",54,1842,,"Zürich;",,,,,,,,,,,,,
231,136,4,700,"Manche Umstände wirkten zusammen, daß die beiden jüngern Schwestern so ziemlich auf den Unterricht der ältern beschränkt blieben, kaum daß einer jeden von ihnen zu ihrer Weiteren Ausbildung ein halbes Jahr in der französischen Schweiz, und der Regula (sie hatte sich selbst als kleines Kind Ege genannt, der Name hatte sich unter den Geschwistern fortgepflanzt, bis er zu dem allgemein angenommenen: Ega wurde) ein kurzer, oft unterbrochener Aufenthalt in Zürich zuteil wurde. ",54,,,"Zürich;",,,,,,,,,,,,,
231,136,4,701,"Es waren eben indessen andere Verhältnisse in unserer Familie eingetreten, Ereignisse, welche allem eine andere Wendung gaben.",54,,,,,,,,,,,,,,,,
231,136,4,702,"Wie gar nichts sind doch alle menschlichen Pläne und Voraussetzungen, wie werden sie immer von der Wirklichkeit zu Schanden gemacht! << Der Mensch denkt, Gott lenkt.>>",54,,,,,,,,,,,,,,,,
231,136,4,703,"Meine ältesten Töchter, für deren Ausbildung zum Unterrichtgeben ich so ängstlich gesorgt hatte, in welche Gedanken sie auch schon praktisch eingegangen waren, wurden auf ganz andere Wege geführt, und Ega, die so viel wenigern und mangelhaften Unterricht erhalten hatte, wurde später recht eigentlich dazu berufen, jungen Leuten das Französische beizubringen. ",54,,,,,,,,,,,,,,,,
231,136,4,704,"Schon stehen mehrere ihrer Schüler auf Pfarrstellen unsers Kantons, und es sind Schülerinnen von ihr in der Ferne - von Bremen bis Edinburg - zerstreut.",54,,,,,,,,,,,,,,,,
