Author,Biblio,Transcript,Unit,text,invivo,chronology,people,places,comments,footing (IM),encounter,PC,Dramatica,StoryPoint,Character Building,MC Choices,Plot Choices,Theme Choices,Illustrating,Theme Development,Scene No.,Scene Title
367,215,15,346,Hier war der Feind uns im Rücken.,,,,,,,,,,,,,,,,,,
367,215,15,347,"Den 12 fuhren wir nach Neuenburg, hier fuhren wir zu einem Tor hinaus und der Feind rückte zum andern hinein!",,,,,,,,,,,,,,,,,,
367,215,15,348,"Die Offiziere liessen mich aus Güte hinten auf die Landen vom Wagen sitzen und der Bauer musste, ohne ausspannen zu können, bis Konitz fahren, eine Fahrt von 26 Stunden, ohne Unterbruch.",,,,,,,,,,,,,,,,,,
367,215,15,349,"Als wir in einem Dorfe einquartiert wurden, in dem alles voll Preussen lag, kam um Mitternacht der Lärm, wir müssen wieder fort, oder wir würden gefangen.",,,,,,,,,,,,,,,,,,
367,215,15,350,"Hier gab ein Offizier einem Grenadier, Namens Steiner von St. Gallen meinem Mantelsack zu tragen, weil mein Mann ihn nicht mehr zu tragen im stande war.",,,,,,,,,,,,,,,,,,
367,215,15,351,Wir hatten ihn schon früher auf der Strasse liegen lassen wollen.,,,,,,,,,,,,,,,,,,
367,215,15,352,"Am 16. gelangten wir nach Friedland, einer kleinen Stadt. Hier wurden wir in ein Dorf verlegt.",,,,,,,,,,,,,,,,,,
367,215,15,353,Am Morgen konnten wir fast nicht laufen. Mein Mann war sehr krank und in den Quartieren bekamen wir nichts als Kartoffeln.,,,,,,,,,,,,,,,,,,
367,215,15,354,"Wir hätten diesen Tag 10 Stunden laufen sollen. Als wir 2 Stunden gegangen, und in ein grosses Dorf gekommen, lag mein Mann auf den gefrorenen Boden hin und sagte, er könne nicht mehr weiter, er speie Blut aus. Er hatte heftiges Fieber.",,,,,,,,,,,,,,,,,,
367,215,15,355,Wir besassen noch einen Batzen. Mit diesem ginge wir in ein Bauernhaus und bekamen eine Suppe.,,,,,,,,,,,,,,,,,,
367,215,15,356,Mein Mann wollte nicht mehr zur Stube hinaus und wollte sich gefangen geben.,,,,,,,,,,,,,,,,,,
367,215,15,357,"Der Grenadier [52] und die Uebrigen, in deren Begleitung wir hierher gekommen, waren zugelaufen, ohne sich um uns zu kümmern.",,,,,,,,,,,,,,,,,,
367,215,15,358,"Ich musste bleiben, ich konnte ja nichts anderes machen, als mich in mein Schicksal ergeben, da ich kein Geld hatte.",,,,,,,,,,,,,,,,,,
367,215,15,359,"Ich zog einen Fingerring ab, und gab ihn der Bäuering, indem ich sie bat, uns übernacht halten zu wollen.",,,,,,,,,,,,,,,,,,
367,215,15,360,Diese Nacht hatte ich mit Schrecken zugebracht!,,,,,,,,,,,,,,,,,,
367,215,15,361,"Ich hörte immer mit Kanonen fahren, die man flüchtete. ",,,,,,,,,,,,,,,,,,
367,215,15,362,Das war am 17. Januar,,,,,,,,,,,,,,,,,,
367,215,15,363,am 18. morgens versuchten wir zu laufen.,,,,,,,,,,,,,,,,,,
367,215,15,364,"Ich ging noch vorher zum Bürgermeister des Dorfes; aber diese harte Mann gab mir zur Antwort, wenn wir nicht laufen können, so sollen wir eben liegen bleiben.",,,,,,,,,,,,,,,,,,
367,215,15,365,Wir kamen diesen Tag bloss vier Stunden weiter.,,,,,,,,,,,,,,,,,,
367,215,15,366,Wir blieben in einem Dorf ohne Quartier-Billet und ohne Geld.,,,,,,,,,,,,,,,,,,
367,215,15,367,"Wir baten einen Bauern, uns um Gotteswillen übernacht zu halten. Die Kosaken waren diese Nacht eine Stunde von uns entfernt.",,,,,,,,,,,,,,,,,,
367,215,15,368,"Um Mitternacht waren wir 21 Personen und 6 Pferde bei diesem Bauer, wir bekamen nichts als gesottene Kartoffeln.",,,,,,,,,,,,,,,,,,
367,215,15,369,Die ganze Nacht flüchtete das Militär beim Hause vorbei,,,,,,,,,,,,,,,,,,
367,215,15,370,ich brachte diese Nacht auf einem Ofen krank zu und durfte mich nicht rühre.,,,,,,,,,,,,,,,,,,
367,215,15,371,Unsere Schlafgefährten waren Militärs von der kaiserlichen Gard.,,,,,,,,,,,,,,,,,,
367,215,15,372,"Morgens 4 Uhr setzten wir unsere armselige Reise fort, allein, ohne Geld, verlassen von allen;",,,,,,,,,,,,,,,,,,
367,215,15,373,"auf dem Wege hiess es immer vorwärts, wenn neue Scharen nachkamen. [53]",,,,,,,,,,,,,,,,,,
367,215,15,374,Am 19. kamen wir nach Jastrow.,,,,,,,,,,,,,,,,,,
367,215,15,375,"Hier verkauften wir die Klarinetten für 15 Batzen und kauften ein Paar alte Schuhe, weil Heinrich von Friedland bis da barfuss hatte gehen müssen, die Füsse mit Lumpen eingemacht.",,,,,,,,,,,,,,,,,,
367,215,15,376,Den Mantelsack hatten wir verloren und die Stiefel wurden ihm gestohlen.,,,,,,,,,,,,,,,,,,
367,215,15,377,Am gleichen Tage kamen wir nach Deutsch-Krone.,,,,,,,,,,,,,,,,,,
367,215,15,378,"Hier trafen wir einen Offizier vom II. Regiment, der den Kosaken entflohen war, ohne Kaput, nur mit einem Bonnet, ohne Degen, ohne Epauletten, und auch ohne Geld.",,,,,,,,,,,,,,,,,,
367,215,15,379,"Am 20. kamen wir nach Schneidemühl, ich verkaufte unterwegs einen Ring.",,,,,,,,,,,,,,,,,,
367,215,15,380,"Am 22. nach Friedberg, hier verkaufte ich eine goldene Stecknadel für 8 Batzen.",,,,,,,,,,,,,,,,,,
367,215,15,381,Am 23. nach Landsberg an der Warthe.,,,,,,,,,,,,,,,,,,
367,215,15,382,"Hier wurden wir in einer Tabaksfabrik einquartiert, bei einem braven Bürger, Namens Walthert.",,,,,,,,,,,,,,,,,,
367,215,15,383,"Auf der Ratsstube, wo so viele Militärs auf die billets de logement warteten, konnte ich vor Hunger und Müdigkeit fast nicht mehr reden.",,,,,,,,,,,,,,,,,,
367,215,15,384,"Ich bat so dringend, mich doch nicht auf ein Dorf hinaus zu schicken, und mich gut zu logieren, dass man Mitleid mit mir hatte.",,,,,,,,,,,,,,,,,,
367,215,15,385,So bekamen wir das Billet eines Offiziers und wurden gut behandelt,,,,,,,,,,,,,,,,,,
367,215,15,386,"es war das erste Mal, dass wir wieder in einem Bett schlafen konnten, aber nicht gut!",,,,,,,,,,,,,,,,,,
367,215,15,387,"Am 24. kamen wir nach Fitzen, ein grosses schönes Dorf.",,,,,,,,,,,,,,,,,,
367,215,15,388,"Hier verkaufte ich noch ein seidenes Halstuch ab dem Hals, das letzte, so ich entbehren [54] konnte.",,,,,,,,,,,,,,,,,,
367,215,15,389,"Es war grimmig kalt und wir mussten noch sechs Stunden, ohne etwas geniessen zu können, marschieren und waren doch schon so elend und schwach.",,,,,,,,,,,,,,,,,,
367,215,15,390,"Am 25. langten wir in Küstrin an und fanden hier wieder einige Offiziere und Soldaten von uns, aber nicht jene, so uns geholfen hätten.",,,,,,,,,,,,,,,,,,
367,215,15,391,Vier Tage brachten wir hier zu und ich litt ziemlich Hunger in dieser Stadt.,,,,,,,,,,,,,,,,,,
367,215,15,392,Wir bekamen nichts als Fleisch und Brot.,,,,,,,,,,,,,,,,,,
367,215,15,393,"Mit einem halben Pfund Fleisch und einem Pfund Brot per Tag mussten wir uns begnügen, was hart war, weil wir doch so ausgehungert hier angekommen.",,,,,,,,,,,,,,,,,,
367,215,15,394,"Im Quartier bekamen wir gar nichts, weil die Leute selbst nicht genug essen durften, das sie eine Belagerung zu erwarten hatten und jeder Einwohner sich auf ein halbes Jahr mit Lebensmitteln versehen mussten.",,,,,,,,,,,,,,,,,,
367,215,15,395,"{Am 31. Januar gelangten die Flüchtlinge nach Berlin, den Tag vorher hatte Frau Peyer wieder einen Rückfall, indem sie einen ganzen Tag sinnlos auf dem Wagen gelegen.}",,,,,,,,,,,,,,,,,,
367,215,15,396,"Seit der Krankheit ging es mir oft so, dass ich ganze Tage verwirrt war!",,,,,,,,,,,,,,,,,,
367,215,15,397,[...]{Am 6. Februar befanden sie sich in Magdeburg.} ,,,,,,,,,,,,,,,,,,
367,215,15,398,"Unvergesslich ist mir Magdeburg. Mit weinenden Augen vernahm ich [Bild] [56] die traurige Nachricht, dass mein Mantelsack verloren sei und jener Grenadier, so ihn getragen, gefangen worde.",,,,,,,,,,,,,,,,,,
367,215,15,399,"O, ich war schrecklich betrübt, ganz sinnlos legte ich mich auf den Wagen und weinte ohne Unterlass, weil meine letzte Hoffnung getäuscht wurde.",,,,,,,,,,,,,,,,,,
367,215,15,400,"Auch Heinrich wollte hier wieder ins Spital, ich hinderte ihn auf Anraten der Offiziere, die unsere Lage nicht für gut fanden und immer den Feind auf dem Rücken wussen.",,,,,,,,,,,,,,,,,,
367,215,15,401,[...],,,,,,,,,,,,,,,,,,
367,215,15,402,"Wir waren hier [Frankfurt a. M., 8. Februar] in einem der besten Häuser, hatten es aber schlechter, als bei einem Bauern!",,,,,,,,,,,,,,,,,,
367,215,15,403,{Am 1. März endlich kamen sie nach Lauterburg auf ihr Depot.},,,,,,,,,,,,,,,,,,
367,215,15,404,"Wie elend ich ausgesehen, als wir an unserm Bestimmungsort anlangten, ist nicht zu denken.",,,,,,,,,,,,,,,,,,
367,215,15,405,"Die gleichen Kleider, die ich in Polozk angezogen, trug ich noch auf dem Leib, ohne dass ich sie hätte ändern können, erst jetzt empfand ich den Verlust meiner Kleider, weil ich Ruhe geniessen konnte und ich so gerne gewechselt hätte, denn in unsern Kleidern waren immer noch Ueberreste von Russland.",,,,,,,,,,,,,,,,,,
367,215,15,406,"Gewohnt, mich immer in reinlichen Kleidern sehen zu lassen, musste ich nun mehrere [57] Tage das Zimmer hüten.",,,,,,,,,,,,,,,,,,
367,215,15,407,"Endlich fasste ich allen Mut zusammen und ging zu Herrn Oberst Abyberg von Schwyz, der zweite Oberst des Regiments, der die Stelle in Russland erhielt.",,,,,,,,,,,,,,,,,,
367,215,15,408,"Er und seine brave Frau, eine Napolitanerin, waren gerührt von meiner Lage.",,,,,,,,,,,,,,,,,,
367,215,15,409,"Ich hatte einen Anspruch von 24 Franken und einen solchen von 30, die ich verloren glaubte, weil die Offiziere, die mir die Summe schuldeten, tot und ich keinen unterzeichneten Conto hatte.",,,,,,,,,,,,,,,,,,
367,215,15,410,"Die Frau Oberst tat alles mögliche, ihren Mann zu bewegen, dass er mir das Verlangte zukommen lasse.",,,,,,,,,,,,,,,,,,
367,215,15,411,Er tat es und ich konnte 54 Fr. beim Herrn Quartiermeister beziehen und Kleider anschaffen.,,,,,,,,,,,,,,,,,,
367,215,15,412,wir hatten fast alle unsere guten Freunde verloren.,,,,,,,,,,,,,,,,,,
367,215,15,413,Auf dem Depot war alles wie ausgestorben.,,,,,,,,,,,,,,,,,,
367,215,15,414,"Ich gab mir grosse Mühe, meinem Heinrich einen Pass zu verschaffen, um nach Hause gehen zu können;",,,,,,,,,,,,,,,,,,
367,215,15,415,"es war keine Kleinigkeit, weil er noch sechs Monate zu dienen hatte und zwar als Soldat, denn die Musik wurde aufgehoben, die Instrumente waren verloren und die meisten Musikanten gefangen oder tot.",,,,,,,,,,,,,,,,,,
367,215,15,416,"In Marienburg machte alle Regimente ein Detachement von etwa 200 Mann aus, am Rhein waren es noch dreissig Mann.",,,,,,,,,,,,,,,,,,
367,215,15,417,{Am 10. Mai verliessen die vielgeprüften Eheleute Peyer Lauterburg und sie betraten in Basel am 15. Mai 1813 wieder Schweizerboden.},,,,,,,,,,,,,,,,,,
367,215,15,418,"O wie war es mir wohl zu Mute, als ich unser Vaterland betrat, nach so vielen Gefahren, so harten Schicksalen die lieben Schweizergebirge erblickte, ",,,,,,,,,,,,,,,,,,
367,215,15,419,"ein Glück, das so wenigen von denen, die in den russischen Feldzug gegangen, zu teil wurde, wo wir so manchen Eltern, die ihre Söhne, so mancher Gattin, die ihren Gatten vermissten, die traurige Todesnachricht mitbringen mussten, statt Trost.",,,,,,,,,,,,,,,,,,
367,215,15,420,"O gewiss, ein gefühlvolles Herz brachte seinem Schöpfer den heissesten Dank für die wunderbare Rettung und die glückliche Stunde, sein liebes Vaterland betreten zu können mit Gesundheit und ohne dass die grausame Kälte, die wir erdulden mussten, wesentliche Spuren zurückgelassen hätten!",,,,,,,,,,,,,,,,,,
367,215,15,421,"{Und damit verlassen wir unsere tapfere Mitbürgerin. Sie begleitet später wieder ihren Mann nach Holland, wo er in Militärdiensten stand und zwar schon 18 Monate nach ihrer Rückkehr aus Russland.}",,,,,,,,,,,,,,,,,,
