Comm ID,bio_author_id,author_id,agent_id,id,MemberID,selection_class,Agent type1,Agent type2,type2description,img,gender,code,last_name,first_name,other_name,,born,formula1,birthday,birth_location,,died,formula1,deathday,death_location,workplace,knows,shortbio,link,data_evaluation,authority_organization,authority_record,CrossReference,Medien,Schulwesen,Kirche,Glaubenskommittee,Jurisprudenz,Finanz,Verwaltungsdienst,Berufliches Gewicht,Militärischer Rang,Militärisches Gewicht,Ausl. Dienste,Tagsatzungsgesander,Int. Beziehungen,Bundesrat,Nationalrat,Regierungsrat,Ständerat,Kantonsparlament,Bürgermeister,Stadthalter,Zürcher Stadtrat,Kleiner Rat,Grosser Rat,Constaffel,Landammann,Landvogt,Pol. Gewicht,GESAMT SOZ. EINFLUSS,friends,born,died,age 1839,education,wealth (poor 1-rich 5), religion,ethnicity,special,comments,,political party,personality,mood/emotions, intelligence,values/stereotypes, general attitude,experience,knowledge,communication,intervention,literature,,
1,376,376,376,376,MueHR1780,1,1,3,historical,,1,MueHR,Müller,Hans Rudolf,,,1780,-01-01 00:00:00,1780-01-01 00:00:00,Hittnau,,0,-01-01 00:00:00,,,,,Feldweibel,,1,,,,,,,,,,,,,0,Alt-Feldweibel,1,,,0,,,,,,,,,,,,,,0,1,,59,,3,protestant,,Verwundet im Züriputsch,,,,,,,,,,,,,,,
1,377,377,377,377,MueJ1752,3,1,5,historiographer,,1,MueJ,Müller,"Johannes, von",,,1752,-01-01 00:00:00,1752-01-01 00:00:00,Schaffhausen/Kassel,,1809,-01-01 00:00:00,1809-01-01 00:00:00,,,,"Geschichtswissenschafter. – interpretation of honourfully losing a battle “«Helden ergeben sich unter Gott, gewöhnliche Menschen meinen, durch Niederträchtigkeit dem Schicksal zu entweichen.»“ in (P. Keller, 2012)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,378,378,378,378,MueH0000,2,1,6,undefined,,1,MueH,Müller ,Hans  ,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,379,379,379,379,MueFrKxxxx,2,1,3,historical,,1,MueFrK,Müller-Friedberg,Karl,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,letzter Landvogt im Toggenburg,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,380,380,380,380,MuJ1791,1,1,2,contemporary,,1,MuJ,Munzinger,Josef,,,1791,-01-01 00:00:00,1791-01-01 00:00:00,Solothurn,,1855,-01-01 00:00:00,1855-01-01 00:00:00,,,,"Kaufmann, ",,1,,,,,,,,,,,,,0,,0,,"Tagsatungsgesandter u.a. 1839, Bundespräsident 1852",1,Bundesrat 1848-1855,,"Regierungsrat,",,,,,,,,,"Landammann,",,3,4,,48,,4,protestant,, liberaler Führer Solothurn 1831-1848,,,liberal radical,,,,,,,,,,,,
1,381,381,381,381,MuWxxxx,2,1,3,historical,,1,MuW,Munzinger,Walther,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,382,382,382,382,Muxxxx,2,1,3,historical,,1,Mu,Muralt,", von",,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,Sarnerbund, Seckelmeister,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,383,383,383,383,MuAR1783,2,1,2,contemporary,,1,MuAR,Muralt,"Abraham Rudolf, von",,,1783,-01-01 00:00:00,1783-01-01 00:00:00,,,1859,-01-01 00:00:00,1859-01-01 00:00:00,"Utrecht, Netherlands","Bern, Switzerlan",,,,4,VIAF,86082492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,384,384,384,384,MuHC1779,1,1,2,contemporary,,1,MuHC,Muralt,"Hans (C)Konrad, von",,,1779,-01-01 00:00:00,1779-01-01 00:00:00,,,1869,-01-01 00:00:00,1869-01-01 00:00:00,,,,"Seidenhändler?, Vorsitz Eisenbahngesellschaft Basel-Zürich 1838",,1,,,,,,,,,,,Gründer und Präsident Bank Zürich 1836,,1,,0,,Gesandter in Paris 1818,1,,,,,,Bürgermeister 1839-1844,,Stadtpräsident 1831,,,,,,2,4,1838 schrieb er als Freund des Bürgermeisters von Hans von Reinhard dessen Biographie.,60,,5,protestant,,trat von seinem Bürgermeisteramt aus protest zurück,,,liberal-conservative,,,,,,,,,,,,
1,385,385,385,385,MuK1779,1,1,2,contemporary,,1,MuK,Muralt,"Konrad, von",,,1779,-01-01 00:00:00,1779-01-01 00:00:00,,,1869,-01-01 00:00:00,1869-01-01 00:00:00,,,,Bürgermeister,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,Bürgermeister 1831,,,,,,,,1,1,,60,,4,protestant,,,,,liberal-conservative,,,,,,,,,,,,
1,386,386,386,386,MuLxxxx,3,1,5,historiographer,,1,MuL,Muralt,"Leonhard, von",,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,"„history of initialisation“ (Initialisierungshistorie) from history of Reformation towards republican tradition (Metzger, 2011) (p. 175)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,387,387,387,387,MuRKA0000,2,1,6,undefined,,1,MuRKA,Muralt,R.K.A.,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,Oberstlieutenant in franz. Diensten,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,388,388,388,388,MueA1887,2,1,2,contemporary,,2,MueA,Mürset,Anna,,,1887,-01-01 00:00:00,1887-01-01 00:00:00,,,1975,-01-01 00:00:00,1975-01-01 00:00:00,na,na,,Inventor,,2,VIAF,na,,,Avenir Suisse. (2013). http://www.avenir-suisse.ch/33333/anna-murset/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,389,389,389,389,NaH1874,3,1,5,historiographer,,1,NaH,Nabholz,Hans,,,1874,-01-01 00:00:00,1874-01-01 00:00:00,,,1961,-01-01 00:00:00,1961-01-01 00:00:00,,,,Schweizer Historiker und Archivar,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,390,390,390,390,NaeW1894,3,1,5,historiographer,,1,NaeW,Näf,Werner,,,1894,-01-01 00:00:00,1894-01-01 00:00:00,,,1959,-01-01 00:00:00,1959-01-01 00:00:00,,,,Schweizer Historiker,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,391,391,391,391,NaLIIIxxxx,2,1,3,historical,,1,NaLIII,Napoleon III.,Louis,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,"Sohn von Hortense de Beauharnais, Neffe von Napoleon",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,392,392,392,392,NeALG1766,2,1,3,historical,,2,NeALG,Necker,Anne-Louise Germaine ,"later Anne Louise Germaine de Staël-Holstein, Mme de Staël",,1766,-01-01 00:00:00,1766-01-01 00:00:00,,,1817,-01-01 00:00:00,1817-01-01 00:00:00,Rocca,"Paris, France",,[She] was a French woman of letters of Swiss origin whose lifetime overlapped with the events of the French Revolution and the Napoleonic era. She was one of Napoleon's principal opponents.  (Wikipedia),,4,VIAF,89204033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,393,393,393,393,NeC1796,1,1,2,contemporary,,1,NeC,Neuhaus,Charles,,,1796,-01-01 00:00:00,1796-01-01 00:00:00,Bern,,1849,-01-01 00:00:00,1849-01-01 00:00:00,,,,"Stadtrat, Fabrikant",,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,43,,5,protestant,,,,,liberal radical,,,,,,,,,,,,
1,394,394,394,394,NiCF1733,3,1,5,historiographer,,1,NiCF,Nicolai,Christoph Friedrich,,,1733,-01-01 00:00:00,1733-01-01 00:00:00,,,1811,-01-01 00:00:00,1811-01-01 00:00:00,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,395,395,395,395,NiA0000,2,1,6,undefined,,1,NiA,Nicole,Abram,,,0,-01-01 00:00:00,,Neuchatel,,0,-01-01 00:00:00,,,,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,396,396,396,396,NeKaR1779,2,1,3,historical,,2,NeKaR,Niederer-Kasthofer,Rosette,,,1779,-01-01 00:00:00,1779-01-01 00:00:00,,,1857,-01-01 00:00:00,1857-01-01 00:00:00,"Zürich, Switzerland","Bern, Switzerland",,,,4,VIAF,67596849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,397,397,397,397,NueD1792,1,1,2,contemporary,,1,NueD,Nüscheler ,David,,,1792,-01-01 00:00:00,1792-01-01 00:00:00,,,1871,-01-01 00:00:00,1871-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland",,Kaufmann im Baumwollhandel,,4,VIAF,80593224,,,,,Er betätigte sich auch als (Militär-)Historiker und Publizist. ,,,,,,1,"Ab 1815 Offizier im Generalstab. 1819 Geniekurs Thun. 1819-24 Instruktionsoffizier, 1829 Major, 1831 Oberstleutnant. , 1832 schied der ultrakonservative N. aus dem Militär aus, weil er sich weigerte, den Eid auf die kant. Verfassung zu leisten. Er entwarf 1845 und 1846 im Auftrag des Sonderbunds Verteidigungspläne gegen die Freischarenzüge. Als strenggläubiger Protestant sah er in den Katholiken ein Bollwerk gegen Liberalismus und Radikalismus.",1,,,0,,,,,,,,1829-37 Zürcher Stadtrat (Bauherr),,"1830-34, 1839-45 und 1859-66 Grossrat. "," 1818-71 Sekr. der Mathemat.-militär. Gesellschaft Zürich, Mitglied der Allg. Geschichtforschenden Gesellschaft der Schweiz.",,,3,5,,47,"Lateinschule, Collegium humanitatis, Polit. Institut, Mathematik- und Festungsbaukurs",5,protestant,,,,,ultra conservative,,,,,,,,,,,,
1,398,398,398,398,NueJC0000,1,1,6,undefined,,1,NueJC,Nüscheler ,Jakob Christoph,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,Pfarrer Grossmünster 1799,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,not aplicable,,4,protestant,,,,,,,,,,,,,,,,,
1,399,399,399,399,NueJC1826,1,1,2,contemporary,,1,NueJC,Nüscheler ,Johann Conrad,,,1826,-01-01 00:00:00,1826-01-01 00:00:00,,,1910,-01-01 00:00:00,1910-01-01 00:00:00,,,,,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,Schilder zum Schneggen,,,1,1,,13,,3,protestant,,,,,,,,,,,,,,,,,
1,400,400,400,400,OZxxxx,2,1,3,historical,,1,OZ,O.,Z.,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,warnt Hirzel M. obwohl er von der Opposition ist,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,401,401,401,401,OcP1752,4,1,4,biographer,,1,OcP,Ochs ,Peter,,,1752,-01-01 00:00:00,1752-01-01 00:00:00,Nantes/Basel,,1821,-01-01 00:00:00,1821-01-01 00:00:00,,,,"Politiker, Jurist, Historiker, Entwirft die Helvetische Republik nach franz. Vorbild",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,402,402,402,402,OcU0000,2,1,3,historical,,1,OcU,Ochsenbein,Ulrik,,,0,-01-01 00:00:00,,Bern,,0,-01-01 00:00:00,,,,,"radikaler Führer Bern (Freischärler), Advokat",,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,403,403,403,403,OeWxxxx,2,1,3,historical,,1,OeW,Oechsli,Wilhelm,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=,,,,,,,,,,,,,,,,,,,,
1,404,404,404,404,OeW1944,3,1,5,historiographer,,1,OeW,Oechslin,Werner,,,1944,-01-01 00:00:00,1944-01-01 00:00:00,,,0,-01-01 00:00:00,,,Einsiedeln,,,,4,VIAF,84636169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,405,405,405,405,OpM1913,2,1,3,historical,,2,OpM,Oppenheim,Meret,,,1913,-01-01 00:00:00,1913-01-01 00:00:00,,,1985,-01-01 00:00:00,1985-01-01 00:00:00,"Basel, Switzerland","Berlin, Germany",,,,4,VIAF,61550307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,406,406,406,406,vOrD1749,2,1,3,historical,,1,vOrD,Orell ,"David, von",,,1749,-01-01 00:00:00,1749-01-01 00:00:00,,,1812,-01-01 00:00:00,1812-01-01 00:00:00,,,,was married to Regula sister of H.Eschers father,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,407,407,407,407,vOrJC1787,2,1,2,contemporary,,1,vOrJC,Orelli,"Johann Caspar, von",,,1787,-01-01 00:00:00,1787-01-01 00:00:00,,,1849,-01-01 00:00:00,1849-01-01 00:00:00,,,,"Professor, Sohn von David von Orell",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,
1,408,408,408,408,OrJC1788,1,1,2,contemporary,,1,OrJC,Orelli,"Johann Conrad, von",,,1788,-01-01 00:00:00,1788-01-01 00:00:00,,,1854,-01-01 00:00:00,1854-01-01 00:00:00,,,,"Sohn von David von Orell, jüngerer Bruder von Johann Caspar, erhielt das griech. Ehrenbürgerrecht für seine Verdienste im Befreiungskrieg, war Gymnasiallehrer und Philologe (Romanistik Franz/Ital)",,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,Schachverein,,,1,1,,51,,4,protestant,,Fam. Aus dem Seidenhandel,,,radical-liberal,,,,,,,,,,,,
1,409,409,409,409,OrRiS1845,2,1,2,contemporary,,2,OrRiS,Orelli-Rinderknecht,Susanna,,,1845,-01-01 00:00:00,1845-01-01 00:00:00,,,1939,-01-01 00:00:00,1939-01-01 00:00:00,na,na,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,410,410,410,410,OrF1819,2,1,2,contemporary,,1,OrF,Orsini,Felice,,,1819,-01-01 00:00:00,1819-01-01 00:00:00,,,1858,-01-01 00:00:00,1858-01-01 00:00:00,"Paris, France","Meldola, Italy",,Orsini was an Italian freedom fighter. He was executed after a failed attack on Napoleon III.,,4,VIAF,62350712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,411,411,411,411,OtH0000,2,1,3,historical,,1,OtH,Ott,Heinrich,,,0,-01-01 00:00:00,,,,1811,-01-01 00:00:00,1811-01-01 00:00:00,,,,"Kaufmann, married to Elisabetha sister of H.Eschers father",,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,412,412,412,412,OtJ 0000,2,1,3,historical,,1,OtJ ,Ott,Jakob,,,0,-01-01 00:00:00,,Unterlangenhart,,0,-01-01 00:00:00,,,,,Gichteler (Neugläubiger),,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,413,413,413,413,OtJCxxxx,2,1,3,historical,,1,OtJC,Ott,Johann Caspar,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,1,,,,,,,,,,,,Oberamtmann auf Schloss Greifensee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,414,414,414,414,OtPeL1819,3,1,5,historiographer,,2,OtPeL,Otto-Peters,Louise,Otto Stern (pseudonym),,1819,-01-01 00:00:00,1819-01-01 00:00:00,,,1895,-01-01 00:00:00,1895-01-01 00:00:00,Leibzig,Meissen,,"[She] was a German writer, feminist, poet, journalist, and women's rights movement activist. She often wrote under the pseudonym of Otto Stern. She is widely acknowledged as the founder of the organized German women's movement. (Wikipedia) publisches in Dittmar’s Die sociale Reform (Wikipedia)",,4,VIAF,18014534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,415,415,415,415,PaL1854,3,1,5,historiographer,,1,PaL,Pastor,Ludwig,,,1854,-01-01 00:00:00,1854-01-01 00:00:00,,,1929,-01-01 00:00:00,1929-01-01 00:00:00,,,,"Geschichte der Päpste seit dem Ausgang des Mittelalters (Metzger, 2011) (p. 173)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,416,416,416,416,Pexxxx,2,1,3,historical,,1,Pe,Perregaux,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,Capitän aus Neuchatel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,417,417,417,417,PeA1738,2,1,3,historical,,2,PeA,Pestalozzi,Anna,,,1738,-01-01 00:00:00,1738-01-01 00:00:00,,,0,-01-01 00:00:00,,na,na,,,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,418,418,418,418,PeJH1746,1,1,3,historical,,1,PeJH,Pestalozzi,Johann Heinrich,,,1746,-01-01 00:00:00,1746-01-01 00:00:00,Zürich/Brugg,,1827,-01-01 00:00:00,1827-01-01 00:00:00,,,,"Diacon/Pfarrer in Höngg, Pädagoge, Philosoph, Schul-und Sozialreformer, vor allem sein Buch ""Emil"" wurde gelesen",,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,"Karl Wilhelm Fäsi, Fichte Immanuel Hermann",not aplicable,"Elementar- und die Lateinschule, Carolinum (Theologie und Jurisprudenz)",4,protestant,,die Fam. Pestalozzi hat eine Seidenfabrik im Thalhof,,,,,,,,,,,,,,,
1,419,419,419,419,Pexxxx,2,1,3,historical,,1,Pe,Pestalutz,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,"Oberst im Züriputsch, ev. Johann (Hans) Conrad Pestalozzi-Hirzel (1793-1860)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,420,420,420,420,PeFxxxx,2,1,3,historical,,1,PeF,Petavel,François,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,421,421,421,421,Pexxxx,2,1,3,historical,,1,Pe,Petitpierre,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,bekam später Graf Wesdehlen in Preussen,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,422,422,422,422,PeHCxxxx,3,1,5,historiographer,,1,PeHC,Peyer   ,Hans Conrad,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,"His article in Schweizer Monatshefte „Der St. Galler Reformator Vadian als Geschichtsschreiber : pragmatische und mythische Geschichtsauffassung in der Schweiz des 16. Jahrhunderts“ (1985) (Peyer, 1985)
„pragmatic and mythical conception of history“ in the 16th Century
",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,423,423,423,423,PeA0000,2,1,6,undefined,,1,PeA,Peyer (im Hof),Anton,,,0,-01-01 00:00:00,,Willisau,,0,-01-01 00:00:00,,,,,"Father of Heinrich Peyer and in-law of Katharina Peyer; Schultheiss of Willisau, saddler",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,424,424,424,424,PeH0000,2,1,6,undefined,,1,PeH,Peyer (im Hof),Heinrich,,,0,-01-01 00:00:00,,Willisau,,1837,-01-01 00:00:00,1837-01-01 00:00:00,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,425,425,425,425,PeJ 0000,2,1,6,undefined,,2,PeJ ,Peyer (im Hof),Josefine,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,na,na,,nice of Katharina Morel,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,426,426,426,426,PeK0000,2,1,6,undefined,,2,PeK,Peyer (im Hof),Katharina,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,na,na,,nice and step daughter of Katharina Morel,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,427,427,427,427,PeT0000,2,1,6,undefined,,1,PeT,Peyer (im Hof),Thomas,,,0,-01-01 00:00:00,,Willisau,,0,-01-01 00:00:00,,,,,older brother of Heinrich Peyer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,428,428,428,428,Pf1805,2,1,2,contemporary,,1,Pf,Pfenninger,,,,1805,-01-01 00:00:00,1805-01-01 00:00:00,,,0,-01-01 00:00:00,,,,,"Vikar, steht zur Wahl im Dreiervorschlag 1837",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,429,429,429,429,PfK1794,2,1,1,sample,,1,PfK,Pfyffer,Kasimir,,,1794,-01-01 00:00:00,1794-01-01 00:00:00,Rom/Luzern,,1875,-01-01 00:00:00,1875-01-01 00:00:00,,,,Jurist,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,430,430,430,430,PdRCxxxx,2,1,3,historical,,1,PdRC,Pictet de Rochement,Charles,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,Neutralitätsformulierung,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,431,431,431,431,PiReE1854,2,1,3,historical,,2,PiReE,Pieczynska-Reichenau,Emma,,,1854,-01-01 00:00:00,1854-01-01 00:00:00,,,1927,-01-01 00:00:00,1927-01-01 00:00:00,"Mont-Sur-Lausanne, Switzerland","Paris, France",,"[She]  was a Swiss abolitionist and feminist born in Paris, France. She was orphaned at 5 years old, and grew up with foster families in Geneva and Neuchâtel. When she was old enough, she travelled to Paris, where she met and married the intellectual Stanislas Pieczynski. In 1875 she followed him to Poland. Horrified by the lack of education of women there, she began at once to teach reading and writing. In 1881 she turned back to help people in Switzerland. In Leukerbad she learned from the American doctor and suffragette Harriet Clisby, who familiarized her with the women's rights movement. (Wikipedia)",,4,VIAF,67267456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,432,432,432,432,PiGBxxxx,2,1,3,historical,,1,PiGB,Pioda,Giovanni Battista,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,433,433,433,433,PlJ1798,2,1,2,contemporary,,1,PlJ,Platter,Johannes,,,1798,-01-01 00:00:00,1798-01-01 00:00:00,St. Gallen,,1857,-01-01 00:00:00,1857-01-01 00:00:00,,,,"Gichteler, bekehrt das Zürcher Oberland von 1834 bis 1843",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,434,434,434,434,PrA1697,3,1,5,historiographer,,1,PrA,Prévost,Antoine  ,,,1697,-01-01 00:00:00,1697-01-01 00:00:00,,,0,-01-01 00:00:00,,,1763,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,435,435,435,435,PrPJ1809,2,1,1,sample,,1,PrPJ,Proudhon,Pierre-Joseph,,,1809,-01-01 00:00:00,1809-01-01 00:00:00,,,1865,-01-01 00:00:00,1865-01-01 00:00:00,"Passy, Paris, France","Besançon, France",,,,4,VIAF,17228286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,436,436,436,436,PuS1632,2,1,3,historical,,1,PuS,Puffendorf,Samuel,,,1632,-01-01 00:00:00,1632-01-01 00:00:00,,,1694,-01-01 00:00:00,1694-01-01 00:00:00,"Berlin, Germany","Zwönitz, Germany",,"Baron Samuel von Pufendorf was a German jurist, political philosopher, economist, statesman, and historian. His name was just Samuel Pufendorf until he was ennobled in 1684; he was made a Freiherr a few months before his death at age 62 in 1694.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,437,437,437,437,Ra0000,2,1,3,historical,,1,Ra,Raabe,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,Professor,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,438,438,438,438,Ragusaxxxx,2,1,3,historical,,1,Ragusa,Ragusa,,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,,,,writer of the Herzogin von Ragusa,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,439,439,439,439,RaC0000,2,1,3,historical,,2,RaC,Rahn  ,Caroline,,,0,-01-01 00:00:00,,,,0,-01-01 00:00:00,,na,na,,Swiss feminist.,,2,VIAF,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,440,440,440,440,RaHK1802,1,1,1,sample,,1,RaHK,Rahn-Escher,Hans Conrad,,,1802,-01-01 00:00:00,1802-01-01 00:00:00,Zürich,,1881,-01-01 00:00:00,1881-01-01 00:00:00,,,,Arzt,,1,,,,,,,,,,,,,0,,0,,,0,,,,,,,,,,,,,,0,0,,37,,4,protestant,,,,,,,,,,,,,,,,,
1,441,441,441,441,ReA1765,2,1,3,historical,,1,ReA,Reding,Alois Josef Fridolin,,,1765,-01-01 00:00:00,1765-01-01 00:00:00,"Biberegg, Schwyz/Schwyz",,1818,-01-01 00:00:00,1818-01-01 00:00:00,,,,"einer der ersten, die Widerstand gegen die Helvetik bot, ging nach Paris um dort den Ersten Consul für das Föderative-System der Schweiz zu gewinnen",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
