Author,Biblio,Transcript,Sequence,Text,invivo,chronology,people,places,comments,footing (IM),footing (IM),encounter (Goffman),PC,StoryPoint,Character Building,MC Choices,Plot Choices,Theme Choices,Illustrating,Theme Development,Scene No.
645,532,14,1561,"Zuversicht: so könnten wir in diesen gesetzlichen, Bestimmungen kaum ",,,,,,,,,,,,,,,,,
645,532,14,1562,irgend eine Garantie finden für die Erhaltung eines lebendigen ,,,,,,,,,,,,,,,,,
645,532,14,1563,christlichen Glaubens. Wir können diesen Zugeständnissen des Gesetzgebers ,glaube;,,,,,,,,,,,,,,,,
645,532,14,1564,"um so weniger Werth beilegen, da wir aus seinen Verhandlungen zu unserm ",,,,,,,,,,,,,,,,,
645,532,14,1565,"großen Bedauern haben ersehen müssen, daß die Volkswünsche auf mancherlei ",volk;,,,,,,,,,,,,,,,,
645,532,14,1566,"Weise verdächtigt und mit beständigem Mißtrauen verfolgt worden sind, als ",,,,,,,,,,,,,,,,,
645,532,14,1567,"ob Ihr den Schild des Glaubens nur darum erhoben hattet, um politisch ",glaube;,,,,,,,,,,,,,,,,
645,532,14,1568,revolutionäre Absichten und ein Streben nach bloß irdischem Gewinn ,revolution;,,,,,,,,,,,,,,,,
645,532,14,1569,"darunter zu verbergen; als ob Ihr nicht fähig wäret, um Eueres ",,,,,,,,,,,,,,,,,
645,532,14,1570,"Seelenheils willen einen so ernsten Schritt zu thun, wie Ihr ihn gethan ",,,,see;,,,,,,,,,,,,,
645,532,14,1571,habet.,,,,,,,,,,,,,,,,,
645,532,14,1572,"Tief hat es Euch betrüben müssen, zu vernehmem, mit welcher Verachtung ",,,,,,,,,,,,,,,,,
645,532,14,1573,mehrere Mitglieder des Großen Rathes sich über unsere Glaubenslehre ,lehre; glaube; mitglied;,,,,,,,,,,,,,,,,
645,532,14,1574,"ausgesprochen haben. Euere ernsten Besorgnisse konnten nicht gehoben, ",,,,,,,,,,,,,,,,,
645,532,14,1575,"sondern mußten eher vermehrt werden, wenn ein Mitglied offen die ",mitglied;,,,,,,,,,,,,,,,,
645,532,14,1576,Frömmigkeit als etwas Werthloses von sich wies; wenn andere sich ,,,,,,,,,,,,,,,,,
645,532,14,1577,"erklärten, daß sie nicht nur für sich zu einem großen Theil unserer ",,,,,,,,,,,,,,,,,
645,532,14,1578,"Glaubenslehre sich nicht bekennen, sondern auch offen behaupteten, daß ",lehre; glaube;,,,,,,,,,,,,,,,,
645,532,14,1579,"diese Lehren unwahr, ja sogar, daß einzelne davon sittenverderblich und ",lehre;,,,,,,,,,,,,,,,,
645,532,14,1580,"staatsgefährlich seien, woraus ja nothwendig folgt, daß man solche Lehren ",lehre; noth;,,,,,,,,,,,,,,,,
645,532,14,1581,je eher je lieber beseitigen müsse. Wenn Euere Gegner es ,liebe;,,,,,,,,,,,,,,,,
645,532,14,1582,"wagen, sich so auszusprechen selbst in der Versammlung des großen ",,,,,,,,,,,,,,,,,
645,532,14,1583,"Rathes, wo sie mit Euerem Zutrauen bekleidet, im ernsten Aufblicke zu ",,,,,,,,,,,,,,,,,
645,532,14,1584,Gott das Heiligthum Euers Glaubens mit allen Kräften vertheidigen ,glaube; gott;,,,,,,,,,,,,,,,,
645,532,14,1585,"sollten, wie könntet Ihr dabei Euch beruhigen?",,,,,,,,,,,,,,,,,
645,532,14,1586,"Sehet Ihr aber auf die öffentlichen Blätter Euerer Gegner, auf die Art ",,,,,,,,,,,,,,,,,
645,532,14,1587,"und Weise, wie sie ihren Kampf gegen Euch führen, daß liegt offen am ",,,,,,,,,,,,,,,,,
645,532,14,1588,"Tage, daß sie das Volk, dem sie angehören und an dessen Heil zu arbeiten ",volk;,,,,,,,,,,,,,,,,
645,532,14,1589,"sie sich rühmen, mit Hohn und Schmach übersudeln. Während aus andern ",,,,,,,,,,,,,,,,,
645,532,14,1590,"Kantonen unsers Vaterlandes, während aus andern Ländern von einzelnen ",land;,,,,,,,,,,,,,,,,
645,532,14,1591,"Personen und ganzen Vereinen freudige Zeugnisse Euch zugesandt werden, ",,,,,,,,,,,,,,,,,
645,532,14,1592,Ihr habet durch Euere allgemeine Erhebung für den christlichen Glauben ,glaube;,,,,,,,,,,,,,,,,
645,532,14,1593,"nicht nur dem Vaterlande reichen Segen für die Zukunft gegründet , ",land;,,,,,,,,,,,,,,,,
645,532,14,1594,sondern es sei der Segen dieser großen Bewegung zu Gott hin auch bei ,gott;,,,,,,,,,,,,,,,,
645,532,14,1595,"ihnen so spürbar, daß alle wahrhaften Christen Gott danken für das, was ",gott;,,,,,,,,,,,,,,,,
645,532,14,1596,Gott durch Euch und in Euch gethan; wahrend weithin durch ganz Europa die ,gott;,,,,,,,,,,,,,,,,
645,532,14,1597,"Christen Euch zurufen, Ihr sollet das Licht des Glaubens, welches der ",glaube;,,,,,,,,,,,,,,,,
645,532,14,1598,"Herr selbst unter Euch angezündet habe, leuchten lassen und es bewahren ",,,,,,,,,,,,,,,,,
645,532,14,1599,vor aller Unreinigkeit oder vor dem Erlöschen: so thun Euere Gegner alles ,,,,,,,,,,,,,,,,,
645,532,14,1600,"Mögliche, dieses Licht entweder ganz auszulöschen oder es so zu ",,,,,,,,,,,,,,,,,
645,532,14,1601,"verunreinigen, daß Jedermann sich mit Abscheu von Euch abwende. Während ",,,,,,,,,,,,,,,,,
645,532,14,1602,"Alle, denen es mit dem christlichen Glauben Ernst ist, mit gespannter ",glaube;,,,,,,,,,,,,,,,,
645,532,14,1603,Erwartung auf den Fortgang Euers Kampfes hinschauen und mit und für Euch ,,,,,,,,,,,,,,,,,
645,532,14,1604,zu Gott beten. Er möge in Euch und durch Euch dem christlichen Glauben an ,glaube; gott;,,,,,,,,,,,,,,,,
645,532,14,1605,die Erlösung in Christo zum Siege helfen — kennt eine gewisse Partei ,,,,,,,,,,,,,,,,,
645,532,14,1606,"Euerer Gegner keinen sehnlicheren Wunsch, als: Christum und die an ihn ",,,,,,,,,,,,,,,,,
645,532,14,1607,"glauben und ihre Erlösung von ihm erwarten, zum Schemel ihrer Fuße ",glaube;,,,,,,,,,,,,,,,,
645,532,14,1608,"zumachen. Was Euch Licht ist, nennen sie Finsterniß; was Ihr für Euer ",,,,,,,,,,,,,,,,,
645,532,14,1609,"größtes Heiligthum haltet, treten sie in den Koth; wofür Ihr betet, das ",,,,,,,,,,,,,,,,,
645,532,14,1610,"verhöhnen und verspotten sie; was Euch ewiges Leben in Gott ist, ist ",gott;,,,,,,,,,,,,,,,,
645,532,14,1611,ihnen Tod und Verderben. So lange die Gegner solche Waffen gegen Euch ,,,,,,,,,,,,,,,,,
645,532,14,1612,"brauchen, so lange sie solche zu den Ihrigen zählen, die nicht nur gegen ",,,,,,,,,,,,,,,,,
645,532,14,1613,"Euch mit unehrlichen Waffen kämpfen, sondern Gottes deutliche Offenbarung ",gott;,,,,,,,,,,,,,,,,
645,532,14,1614,Unwahrheit nennen und also auch diese entschieden verwerfen; so lange ,,,,,,,,,,,,,,,,,
645,532,14,1615,kann von einer Beruhigung und einer aufrichtigen Versöhnung keine Rede ,,,,,,,,,,,,,,,,,
645,532,14,1616,"sein, und zu solchen Gegnern kann ein gläubiges Volk kein Zutrauen haben.",volk;,,,,,,,,,,,,,,,,
645,532,14,1617,"Darum glaubt das Centralcomité, es sei Eurem Wunsche nach genügenden ",comité;,,,,,,,,,,,,,,,,
645,532,14,1618,Garantien des christlichen Glaubens in Kirche und Schule noch nicht ,schule; glaube; kirche;,,,,,,,,,,,,,,,,
645,532,14,1619,"entsprochen; es liege also in seinem von Such erhaltenen Auftrage, auch ",,,,,,,,,,,,,,,,,
645,532,14,1620,fernerhin noch andere gesetzliche Mittel und Wege aufzusuchen und ,,,,,,,,,,,,,,,,,
645,532,14,1621,"anzurathen, um die gewünschten Garantien zu erhalten.",,,,,,,,,,,,,,,,,
645,532,14,1622,Wir werden uns deshalb mit Euern Bezirkscomites über solche Mittel ,,,,,,,,,,,,,,,,,
645,532,14,1623,"berathen, und wir erwarten von Euch, Ihr werdet mit eben so viel Ruhe ",ruhe;,,,,,,,,,,,,,,,,
645,532,14,1624,als entschieden festem Ernste Euern Zweck weiter ,,,,,,,,,,,,,,,,,
645,532,14,1625,verfolgen und Euere dießfälligen Wünsche den ,,,,,,,,,,,,,,,,,
645,532,14,1626,Mitgliedern Euerer Gemeinds- und Bezirkscomites ,mitglied;,,,,,,,,,,,,,,,,
645,532,14,1627,eröffnen.,,,,,,,,,,,,,,,,,
645,532,14,1628,"Wir geben Euch dabei zu bedenken, daß, so lange Ihr innerhalb der ",,,,,,,,,,,,,,,,,
645,532,14,1629,"Schranken der Gesetze in diesem Kampfe fest und einig zusammenhaltet, ",,,,,,,,,,,,,,,,,
645,532,14,1630,"Ihr, ungeachtet der Abweisung Euerer Petitionen und ungeachtet des ",,,,,,,,,,,,,,,,,
645,532,14,1631,"hartnäckigen Widerstrebens einzelner und wenn auch vieler Personen, ",,,,,,,,,,,,,,,,,
645,532,14,1632,"Nichts verlieren könnet, sondern daß, wenn auch nur langsam, doch um ",,,,,,,,,,,,,,,,,
645,532,14,1633,desto vollständiger Euer der Sieg werden muß.,,,,,,,,,,,,,,,,,
645,532,14,1634,"So lange Ihr im Herrn verbunden bleibet und beweiset ihm, und um ",,,,,,,,,,,,,,,,,
645,532,14,1635,"seinetwillen einander, immer mehrere Treue, so lange steht Ihr unter ",,,,,,,,,,,,,,,,,
645,532,14,1636,"seinem Schutze, und Er ist es, der Euch sicher zum schönen ,Ziele leitet. ",,,,,,,,,,,,,,,,,
645,532,14,1637,"Wir empfehlen Euch und uns seinem Schutze und seiner Leitung, und zu ",,,,,,,,,,,,,,,,,
645,532,14,1638,"seiner Ehre wollen wir aller Welt zeigen, daß wir weder ein getäuschtes, ",ehre;,,,,,,,,,,,,,,,,
645,532,14,1639,"thörichtes Volk sind, das von dieser oder jener Seite her ein ",volk;,,,,,,,,,,,,,,,,
645,532,14,1640,"schändliches Spiel mit sich treiben ließe, noch ein verworfenes Volk, das ",volk;,,,,,,,,,,,,,,,,
645,532,14,1641,den Glauben zum Deckmantel seiner Bosheit mißbrauchte.,glaube;,,,,,,,,,,,,,,,,
645,532,14,1642,Wir grüßen Euch im Namen des Herrn! ,,,,,,,,,,,,,,,,,
645,532,14,1643,Den 8. August I8ZS. ,,,,,,,,,,,,,,,,,
645,532,14,1644,Das Central-Comité. ,comité;,,,,,,,,,,,,,,,,
645,532,14,1645,     Der Präsident: ,,,,,,,,,,,,,,,,,
645,532,14,1646,  Hürlimann-Landis. ,land;,,,,,,,,,,,,,,,,
645,532,14,1647,       Der Aktuar: ,,,,,,,,,,,,,,,,,
645,532,14,1648,        Spöndlin. ,,,,,,,,,,,,,,,,,
645,532,14,1649," ) Man, und namentlich die versammelten Bezirks -Comités in ihrer ",comité;,,,,,,,,,,,,,,,,
645,532,14,1650,"gedruckten Adresse an den Reg. Rath, deren Datum mangelt, die aber am I. ",,,,,,,,,,,,,,,,,
645,532,14,1651,"Sept. abgefaßt ward, hat diesen Mißbrauch negiren wollen. Folgende ",,,,,,,,,,,,,,,,,
645,532,14,1652,"Actenstücke, denen noch andere beizufügen waren, mögen beweisen, was wahr ",,,,,,,,,,,,,,,,,
645,532,14,1653,an der Behauptung ist. ,,,,,,,,,,,,,,,,,
645,532,14,1654,Copia. An den Tit. Stillstand und Gemeinderath ,,,,,,,,,,,,,,,,,
645,532,14,1655,der E. Kirchgemeinde Fehraltorf.,,,,,,,,,,,,,,,,,
645,532,14,1656,Tit.,,,,,,,,,,,,,,,,,
645,532,14,1657,Die Kirchgemeinde Pfäffikon hat in heutiger Versammlung von 726 ,,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,1658,stimmfähigen Bürgern Einmüthig beschlossen: „zur Sicherstellung unseres ,bürger;,,,,,,,,,,,,,,,,
645,532,14,1659,kirchlichen Glaubens an den Petitionsvorschlag von Seite des Comité von ,comité; glaube;,,,,,,,,,,,,,,,,
645,532,14,1660,Richterschweil sich anzuschließen.”,,,,,,,,,,,,,,,,,
645,532,14,1661,"In Folg« dessen hat sie zwölf Männer aus ihrer Mitte erwählt, welchen sie ",,,,,,,,,,,,,,,,,
645,532,14,1662,zu näherer Entwicklung folgende 4 Wünsche überkragen hat:,,,,,,,,,,,,,,,,,
645,532,14,1663,a. Entfernung des Herrn Dr. Strauß.,,,strauss;,,,,,,,,,,,,,,
645,532,14,1664,b. Sicherstellung des kirchl. Glaubens vor Eingriffen von Seite des ,glaube;,,,,,,,,,,,,,,,,
645,532,14,1665,Staates.,,,,,,,,,,,,,,,,,
645,532,14,1666,c. Sicherstellung des kirchl. Glaubens vor Eingriffen von Seite der ,glaube;,,,,,,,,,,,,,,,,
645,532,14,1667,Schule.,schule;,,,,,,,,,,,,,,,,
645,532,14,1668,d. Freiere Stellung der Synode und .Zuzug von gesetzlich zu bestimmenden ,,,,,,,,,,,,,,,,,
645,532,14,1669,Kirchgemeindsgenossen. ,,,,,,,,,,,,,,,,,
645,532,14,1670,Diese Kommission hat am nämliche« Tage ihre Aufgabe zu lösen gesucht und ,,,,,,,,,,,,,,,,,
645,532,14,1671,am Schluß ihrer Sitzung 2 Deputirte gewählt in den projektirten ,,,,,,,,,,,,,,,,,
645,532,14,1672,"Bezirksverein mit dem Auftrage, daß dieselben sogleich die übrigen ",,,,,,,,,,,,,,,,,
645,532,14,1673,Kirchgemeinden unseres Bezirks zu schleuniger Absenkung ihrer Deputirten ,,,,,,,,,,,,,,,,,
645,532,14,1674,einladen möchten.,,,,,,,,,,,,,,,,,
645,532,14,1675,"Unterzeichneter hat hiemit die Ehre, Sie einzuladen, Ihre ",ehre;,,,,,,,,,,,,,,,,
645,532,14,1676,"Kommittirten auf nächsten Samstag den 23., Nachmittags l Uhr, mit ",,,,,,,,,,,,,,,,,
645,532,14,1677,bestimmten Wünschen aber in freiem Sinn ins Schulhaus Pfäffikon ,,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,1678,abzuordnen.,,,,,,,,,,,,,,,,,
645,532,14,1679,Namens der von der Gemeinde Pfäffikon niedergesetzten Commission:,commission;,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,1680,"Pfäffikon, 2l. Febr. 1839",,,,pfäffikon;,,,,,,,,,,,,,
645,532,14,1681,Sig. Pfr. Dr. B. Hirzel.,,,hirzel B.;,,,,,,,,,,,,,,
645,532,14,1682,Aus dem „Sendschreiben des Central-Ausschusses der 11 Bezirke des K. ,,,,,,,,,,,,,,,,,
645,532,14,1683,"Zürich an die Kirchgemeinden desselben” liefern wir bloß den Schluß: ,, ",zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,1684,Betreffend die Abfassung und Weiterleitung der Petitionen von Seite der ,,,,,,,,,,,,,,,,,
645,532,14,1685,"Kirchgemeinden, hat der Central-Ausschuß Folgendes beschlossen: ",,,,,,,,,,,,,,,,,
645,532,14,1686,"„l. Die Kirchgemeinden, oder, wo diese unvermutheterweise nicht besammelt ",,,,,,,,,,,,,,,,,
645,532,14,1687,"werden können, die Gemeindsvereine, werden sobald möglich, spätestens ",,,,,,,,,,,,,,,,,
645,532,14,1688,"Sonntags den 10. März, versammelt.",,,,,,,,,,,,,,,,,
645,532,14,1689,"2. Denselben wird das Schreiben des Central-Ausschusses vorgelesen und, ",,,,,,,,,,,,,,,,,
645,532,14,1690,"wo es nöthig sein sollte, durch die Mitglieder des Bezirks-Ausschusses ",mitglied;,,,,,,,,,,,,,,,,
645,532,14,1691,erläutert.,,,,,,,,,,,,,,,,,
645,532,14,1692,"3. Jeder Gemeinde wird, nebst dem Sendschreiben, ein auf Stempelpapier ",,,,,,,,,,,,,,,,,
645,532,14,1693,"gedrucktes Exemplar der Petition übersendet, welches nach der Abstimmung ",,,,,,,,,,,,,,,,,
645,532,14,1694,vom Präsidenten und Aktuar im Namen der Gemeinde ,,,,,,,,,,,,,,,,,
645,532,14,1695,unterzeichnet werden soll.,,,,,,,,,,,,,,,,,
645,532,14,1696,4. In dieser Petition ist am Schlusse ein Formular zu einem ,,,,,,,,,,,,,,,,,
645,532,14,1697,"Verbalprozesse beigedruckt, welches auszufüllen und ebenfalls zu ",,,,,,,,,,,,,,,,,
645,532,14,1698,"unterschreiben ist von dem Präsidenten, dem Aktuar und den ",,,,,,,,,,,,,,,,,
645,532,14,1699,Stimmenzählern.,,,,,,,,,,,,,,,,,
645,532,14,1700,5. Die Petition wird durch offenes Stimmenmehr ,,,,,,,,,,,,,,,,,
645,532,14,1701,einfach angenommen oder verworfen.,,,,,,,,,,,,,,,,,
645,532,14,1702,6. Die Bezirks-Ausschüsse sorgen durch Instruktion an die Gemeinds-,,,,,,,,,,,,,,,,,
645,532,14,1703,"Deputirten dafür, daß die Petitionen spätestens Sonntag Abends den 10. ",,,,,,,,,,,,,,,,,
645,532,14,1704,"März dem Präsidenten des Bezirks-Ausschusses eingegeben werden, welcher ",,,,,,,,,,,,,,,,,
645,532,14,1705,"dieselben bis spätestens Montags den 11. März, Mittags 12 Uhr einzusenden ",,,,,,,,,,,,,,,,,
645,532,14,1706,"hat, entweder an den Präsidenten des CentralAusschusses, Herrn Hürlimann-",,,,,,,,,,,,,,,,,
645,532,14,1707,"Landis in Richterschweil, oder an Herrn Escher, Aktuar des Ausschusses, ",land;,,escher;,,,,,,,,,,,,,,
645,532,14,1708,"wohnhaft in Zürich im Olivenbaum in Stadelhofen. Zürich, 2. März 1839.",zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,1709,Namens des Central-Ausschusses: ,,,,,,,,,,,,,,,,,
645,532,14,1710,"Der Präsident, J.J. Hürlimann-Landis. ",land;,,,,,,,,,,,,,,,,
645,532,14,1711,"Der Actuar, L. H. Escher.",,,escher;,,,,,,,,,,,,,,
645,532,14,1712,Einen weitern Beweis liefert das Inserat des Pfarrer Werdmüller von Uster ,pfarrer;,,,uster;,,,,,,,,,,,,,
645,532,14,1713,in der Beilage zur bürklischen Zeitung vom 27. Sept. — Nachdem er sich ,zeitung;,,bürkli;,,,,,,,,,,,,,,
645,532,14,1714,"wegen seines Austrittes aus dem Gemeindscomité und gegen den Vorwurf, als ",comité;,,,,,,,,,,,,,,,,
645,532,14,1715,ob er der guten Sache untreu geworden und er zur straußischen Partei ,,,strauss;,,,,,,,,,,,,,,
645,532,14,1716,"übergetreten sei, angelegentlich zu entschuldigen gesucht hat, sagt er ",,,,,,,,,,,,,,,,,
645,532,14,1717,weiter: „Wohl war der Zeitpunkt der Auflösung ein sehr unglücklicher; wer ,,,,,,,,,,,,,,,,,
645,532,14,1718,konnte die so plötzlich hereinbrechenden Ereignisse voraussehen? — Im ,,,,,,,,,,,,,,,,,
645,532,14,1719,Drange dieser Ereignisse war es voraus in der hiesigen sehr ausgedehnten ,,,,,,,,,,,,,,,,,
645,532,14,1720,"Gemeinde unmöglich, sogleich wieder ein besser (?) komponirtes Comité ",comité;,,,,,,,,,,,,,,,,
645,532,14,1721,"herzustellen, wenn schon den eilf [elf] Zivilgemeinden durch ihre ",,,,,,,,,,,,,,,,,
645,532,14,1722,Präsidenten von der Auflösung sogleich Anzeige geschah. Indessen übernahm ,,,,,,,,,,,,,,,,,
645,532,14,1723,"der Stillstand die Leitung der Angelegenheiten (?!), besorgte ",,,,,,,,,,,,,,,,,
645,532,14,1724,"die Mittheilung der Sendschreiben an die Bürger, ",bürger;,,,,,,,,,,,,,,,,
645,532,14,1725,ordnete 3Mitglieder aus seiner Mitte an die ,mitglied;,,,,,,,,,,,,,,,,
645,532,14,1726,Versammlung in Kloten ab und traf (welch aussergewöhnliche ,,,,,,,,,,,,,,,,,
645,532,14,1727,"amtliche Thätigkeit in Uster!) mit dem Gemeindrathe die Einleitung, ",,,,uster;,,,,,,,,,,,,,
645,532,14,1728,daß schon den 8. Sept. die Kirchgemeinde zur Erwählung ,,,,,,,,,,,,,,,,,
645,532,14,1729,eines neuen (doch besser komponirten?) Comité konnte versammelt werden. ,comité;,,,,,,,,,,,,,,,,
645,532,14,1730,In der Nacht vom 5. Zum 6. ließ der Stillstand und Gemeindrath es sich ,,,,,,,,,,,,,,,,,
645,532,14,1731,"zwar angelegen sein, die Gemeinde vor jeder Übbereilung zu verwahren und ",,,,,,,,,,,,,,,,,
645,532,14,1732,verhoffte (sollte wohl heißen: verschaffte?) sich noch in der Nacht durch ,,,,,,,,,,,,,,,,,
645,532,14,1733,reitende Boten bestimmten Aufschluß und Auftrag vom ,,,,,,,,,,,,,,,,,
645,532,14,1734,Centralcomite selbst. Sobald aber des Morgens noch vor 9 Uhr an ,,,,,,,,,,,,,,,,,
645,532,14,1735,uns der bestimmte Ruf zur Theilnahme an dem allgemeinen Auflaufe (von ,,,,,,,,,,,,,,,,,
645,532,14,1736,"wem?) gelangte, da ward auch ohne Zögern die Sturmglocke gezogen. — Ich ",,,,,,,,,,,,,,,,,
645,532,14,1737,"theile das Loos aller gemäßigten Männer [illegible, 3 sign]. Mag mich ",,,,,,,,,,,,,,,,,
645,532,14,1738,"auch Verkennung treffen, ich werde bis an mein Ende nur nach dem Einen ",,,,,,,,,,,,,,,,,
645,532,14,1739,"streben [illegible, 3 signs]” ",,,,,,,,,,,,,,,,,
645,532,14,1740,"Uster, den 22. Sept. 1839.",,,,uster;,,,,,,,,,,,,,
645,532,14,1741,Im Auftrag des Stillstandes Uster. ,,,,uster;,,,,,,,,,,,,,
645,532,14,1742,"   O.A. Werdmüller, Pfr. U. Dekan. ",,,,,,,,,,,,,,,,,
645,532,14,1743," )Hr. Hegetschweiler kannte doch gewiß auch die Organe der andern Partei, ",,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,1744,eine Bürkli,,,bürkli;,,,,,,,,,,,,,,
645,532,14,1745,"Zeitung, einen Beobachter, die Berner Allgemeine u.s.w. Las er nie, wie ",zeitung;,,,,,,,,,,,,,,,,
645,532,14,1746,"der Beobachter seit 6 Monaten voraus verkündete, wir jagen euch Alle in's ",,,,,,,,,,,,,,,,,
645,532,14,1747,"Weite? Nicht wer in diesem Sinne predigte, sondern wer von der Predigt ",,,,,,,,,,,,,,,,,
645,532,14,1748,"sprach, verdarb und trieb, nach H. Ansicht, auf die Spitze.",,,,,,,,,,,,,,,,,
645,532,14,1749, )Bei dieser Gelegenheit äußerte sich Hegetschweiler gegen mich — ,,,hegetschweiger;,,,,,,,,,,,,,,
645,532,14,1750,"ausserhalb der Berathung: ,,mein Gott, es wäre um ein geringes Opfer zu ",gott;,,,,,,,,,,,,,,,,
645,532,14,1751,"thun, Alles wieder in's Geleise zu bringen! Konnten sich diese drei, vier ",,,,,,,,,,,,,,,,,
645,532,14,1752,"Männer, um die es sich handelt, . denn nicht entschließen, das Opfer zu ",,,,,,,,,,,,,,,,,
645,532,14,1753,"bringen? Versprechen Sie wenigstens, Scherr fallen zu lassen.” Auf das ",,,,,,,,,,,,,,,,,
645,532,14,1754,"Erstere erwiederte ich ihm, es wäre eine Schande für Alles, was Mann ",,,,,,,,,,,,,,,,,
645,532,14,1755,"heiße im K. Zürich, wenn man mit Wahrheit sagen könnte, es wären ihrer ",zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,1756,"Dreie oder Viere, die im K. Zürich Sonnenschein und Regen, Glück oder ",zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,1757,"Unglück machen konnten und auf das Zweite, Hr. Scherr habe in meinen ",,,,,,,,,,,,,,,,,
645,532,14,1758,"Augen um unser Volksschulwesen so große Verdienste, daß ich nun und ",volk;,,,,,,,,,,,,,,,,
645,532,14,1759,"nimmermehr dazu Hand bieten werde, daß man ihm mit so schwarzem Undanke ",,,,,,,,,,,,,,,,,
645,532,14,1760,"lohne. „Nun, wenn man nicht will, in Gottes Nahmen” erwiederte er, zuckte ",gott;,,,,,,,,,,,,,,,,
645,532,14,1761,die Achseln und kehrte mir den Rücken. ,,,,,,,,,,,,,,,,,
645,532,14,1762, ) Erlaß des Reg. Rathes vom 23. August: ,,,,,,,,,,,,,,,,,
645,532,14,1763,"Der Regierungsrath, ",regierungsrath;,,,,,,,,,,,,,,,,
645,532,14,1764,"welchem zur Kenntniß gekommen, daß das sogenannte Central-Comité ",comité;,,,,,,,,,,,,,,,,
645,532,14,1765,"petitionirender Kirchgemeinden damit umgeht, sämmtlichen Kirchgemeinden ",,,,,,,,,,,,,,,,,
645,532,14,1766,"des Kantons Petitionen zur Unterschrift vorzulegen, deren Inhalt gegen ",,,,,,,,,,,,,,,,,
645,532,14,1767,"die obersten verfassungsmäßigen Behörden, gegen gesetzmäßige Institute ",,,,,,,,,,,,,,,,,
645,532,14,1768,"und gegen Besetzungen von Beamtungen gerichtet ist,",,,,,,,,,,,,,,,,,
645,532,14,1769,"in Betrachtung,",,,,,,,,,,,,,,,,,
645,532,14,1770,"daß, ungeachtet des Anstriches von Gesetzlichkeit, welcher den ",,,,,,,,,,,,,,,,,
645,532,14,1771,Aufforderungen des sogenannten Comité und den von demselben angebahnten ,comité;,,,,,,,,,,,,,,,,
645,532,14,1772,"Schritten gegeben wird, darin in der That und Wahrheit nichts anderes liegt, ",,,,,,,,,,,,,,,,,
645,532,14,1773,als eine Aufwiegelung gegen verfassungsmäßige Behörden und die von denselben ,,,,,,,,,,,,,,,,,
645,532,14,1774,"ausgegangenen Amtshandlungen, welche Bestrebungen um so weniger als mit der ",,,,,,,,,,,,,,,,,
645,532,14,1775,"Ordnung im Staate vertraglich erscheinen, als der Staatsorganismus selbst ",ordnung;,,,,,,,,,,,,,,,,
645,532,14,1776,"dazu mißbraucht wird, eine unrechtmäßige Gewalt den gesetzlichen Behörden ",,,,,,,,,,,,,,,,,
645,532,14,1777,"entgegenzustellen, und wenn auch nicht mit unmittelbarer wirklicher Gemalt ",,,,,,,,,,,,,,,,,
645,532,14,1778,"die Verfügungen derselben umzustoßen, doch durch Erregung von Furcht vor ",,,,,,,,,,,,,,,,,
645,532,14,1779,solcher sie gegen ihre Ueberzeugung zur Unterlassung oder Zurücknahme ,,,,,,,,,,,,,,,,,
645,532,14,1780,"derselben zu zwingen,",,,,,,,,,,,,,,,,,
645,532,14,1781,"und in der Absicht, ",,,,,,,,,,,,,,,,,
645,532,14,1782,jeden Mißbrauch organischer Institutionen zu verhüten und denjenigen ,,,,,,,,,,,,,,,,,
645,532,14,1783,"Bürgern des Landes, die solchen Umtrieben fremd bleiben wollen, Schutz ",land; fremde; bürger;,,,,,,,,,,,,,,,,
645,532,14,1784,"und Unterstützung zu verschaffen, ",,,,,,,,,,,,,,,,,
645,532,14,1785,beschließt:,,,,,,,,,,,,,,,,,
645,532,14,1786,"Die Statthalter der 11 Bezirke erhalten den Auftrag, an alle ihre ",,,,,,,,,,,,,,,,,
645,532,14,1787,"Gemeindammänner, Gemeindrathe, Pfarrer, Stillstände und Beamten sofort ",pfarrer;,,,,,,,,,,,,,,,,
645,532,14,1788,durch Expresse und unter Zustellung des gegenwärtigen gedruckten Erlasses ,,,,,,,,,,,,,,,,,
645,532,14,1789,"den ausdrücklichen Befehl zugehen zu lassen, bei Verantwortlichkeit keine ",wort;,,,,,,,,,,,,,,,,
645,532,14,1790,"Gemeindsversammlungen in Folge etwaiger, von jenem sogenannten Central- ",,,,,,,,,,,,,,,,,
645,532,14,1791,oder andern ähnlichen Comités ausgegangenen Aufträge zu veranstalten. ,comité;,,,,,,,,,,,,,,,,
645,532,14,1792,"Gegen Dawiderhandelnde sind die Statthalter angewiesen, gehörigen Ortes ",,,,,,,,,,,,,,,,,
645,532,14,1793,Klage einzuleiten.,,,,,,,,,,,,,,,,,
645,532,14,1794,Beschlossen Zürich am 23. Aug. 1839.,zürich;,,,zürich;,,,,,,,,,,,,,
645,532,14,1795,Vor dem Regierungsrathe: ,regierungsrath;,,,,,,,,,,,,,,,,
