Author,Biblio,Transcript,Sequence,Text
532,278,11,245,  Das sind nur so allgemeine Umrisse seiner Vorträge. 
532,278,11,246,"Wagner ging aber tief ins Einzelne des alten und neuen Testamentes ein, entkleidete das alte wie das neue alles Wunderbaren und Göttlichen, merzte die Persönlichkeit Gottes und die Offenbarung des persönlichen Gottes aus den Büchern des alten und neuen Testamentes aus, ließ denselben nur das Ansehen von Sagenbüchern u.s.w. "
532,278,11,247,"Auch die Ceremonieen und Sakramente der katholischen Kirche nahm er durch, prüfte sie an seinem philosophischen System, erklärte sie alle als bloße Sinnbilder, welche nach und nach verschwinden müssen. "
532,278,11,248,"Er hat seine Religionsideen in einem eigenen Werkchen, betitelt: „Religion, Wissenschaft, Kunst und Staat"", niedergelegt, welches er für sein Hauptwerk hielt. "
532,278,11,249,"Die Krone setzte er seinen Vorträgen durch die Lehre eines ewigen Fortschrittes auf. Obwohl er selbst das Werden, Blühen, Sinken und Untergehen, als das Gesetz der Geschichte sowohl der Einzelnen als der Völker anerkannte, so wußte er damit doch den Fortschritt der ganzen Menschheit, die doch aus Einzelnen und aus Völkern besteht, zu vereinigen."
532,278,11,250,"Obwohl Einzelne und Völker untergehen und die Nachkommen ihre körperliche und geistige Entwickelung immer von vorn anfangen müssen, wußte er doch uns die Ansicht beizubringen und in uns zu befestigen, daß gleichsam eine Generation auf die Schultern der andern steige, bis endlich der geistige Thurm Babels aufgethürmt und die Riesen den Himmel werden erstürmt haben, oder mit seinen Worten: "
532,278,11,251,bis der Geist der Menschheit der Beherrscher aller Dinge wird geworden sein. 
532,278,11,252,"Diese Meinung, welche der angeborene Stolz bald zur Ueberzeugung stempelte, schwellte die Brust des Jünglings hoch, schwang seinen Geistesflug in schwindelnde Höhen; er fühlte sich hochbeseligt, den Stein der Weisen gefunden zu haben, sich über alle Mitmenschen erhaben zu wissen, Vergangenheit und Zukunft zu durchschauen, aller Formen und Fesseln, wodurch die Religion den Geistesschwung gehemmt, sich befreit zu wissen. "
532,278,11,253,"In vollen Zügen sog ich diese Zauberlehre in mich ein und fühlte es als eine beseligende Pflicht, sie allen meinen Freunden, namentlich auch meinen Rütlibrüdern in der Schweiz in Briefen, in Aufsätzen und während der Ferien in der Heimath zu predigen. "
532,278,11,254,"Von Würzburg aus geschah dieses noch in einem anständigen Tone, später aber, von Heidelberg aus, wo der akademische Geist mehr herrschte, als in Würzburg, [21] geschah es in ungemessenen, rohen, den Studenten aber gangbaren Ausdrücken, so daß ich die Ceremonieen der Kirche, Prozessionen und dergleichen mit den unwürdigsten Namen, wie sie dem Akademiker gäng und gäbe sind, belegte und sie nur aus Menschenfurcht, also in heuchlerischer Weise mitmachte. "
532,278,11,255,"Die Freisinnigen haben solche Briefe gierig aufgefangen und veröffentlicht, um dadurch meinen Charakter zu verdächtigen. "
532,278,11,256,Ich betrachte dieses als eine gerechte Strafe für meinen Frevel am Heiligthume. 
532,278,11,257,"Aber ich könnte mehr als Ein Beispiel aufführen von Freisinnigen, welche vom gleichen Unglauben befangen waren, wie ich, und dennoch an öffentlichen Feierlichkeiten Theil nahmen, weil ihr Ansehen und ihr Amt es so zu fordern schienen. "
532,278,11,258,"Ich kannte sogar Einen, welcher die Seele nur einen potenzirten Organismus nannte und die Unsterblichkeit derselben ungescheut läugnete, er machte aber doch die Prozessionen im Mantel und Degen und mit der Kerze in der Hand mit. "
532,278,11,259,"Ich gehe noch weiter und behaupte, das innerste Wesen des radikalen Unglaubens und des ungläubigen Radikalismus ist Heuchelei. "
532,278,11,260,"„Freiheit“ ist das Feldgeschrei desselben, Freiheit des Gewissens, Freiheit des Glaubens, Freiheit des Unterrichts, politische Freiheit. "
532,278,11,261,"Und doch tyrannisirt er die Gewissen und den Glauben, indem er die Religion und die Kirche nach seinem System modeln will, indem er sich überall zwischen das Gewissen des Volkes und die Priester eindrängt, den Glauben des Volkes verhöhnt und das Lehramt der Priester beengt, kurz den Kirchenlehrer spielen und die Kirche vernichten will. "
532,278,11,262,Ebenso ist die Freiheit des Unterrichts und der Wissenschaft bei ihm nur eine Lüge und Heuchelei. 
532,278,11,263,"Denn er bevormundet die Familienväter und die Gemeinden, indem er ihnen mißbeliebige Lehrer aufdrängt, die Bildung und Erziehung zur Territorialsache macht, also Jeden von einem öffentlichen Wirkungskreise ausschließt, welcher nicht gerade die von ihm angewiesene Schule besucht, die von ihm vorgeschriebenen Fächer lernt, mag er dabei ein noch so fähiger Kopf sein und sein Fach noch so gründlich studirt haben; "
532,278,11,264,"er macht die Jugend verwildert und ausgelassen, statt sie zu veredeln und zu guten Gesinnungen zu begeistern. "
532,278,11,265,"Endlich die politische Freiheit, die er predigt, ist ein gewaltthätiger Despotismus, wovon in diesem Werke, sowie in dem vorausgegangenen „Rathsherr Joseph Leu von Ebersoll u.s.w. die handgreiflichsten Beweise sich finden. "
532,278,11,266,"Des Radikalismus innerster Kern ist Lüge und Heuchelei, und so lange ich von dem ungläubigen Radikalismus eingenommen und verblendet war, lag dieser Kern auch in mir. "
532,278,11,267,"Und von jeher bis auf den heutigen Tag war ich gewohnt, gegenüber meinen Freunden im Umgang und in Briefen mich unumwunden auszusprechen und ihnen zu sagen, was mich jeweilen bewegte. Diesem Zuge meines Charakters haben die Radikalen den Fund zu verdanken, welchen sie zum hundertsten Male durch schnöden [22] Mißbrauch von Freundesbriefen gegen mich ausbeuteten. Sie machten den Fang im Nachlasse verstorbener treuer, aber unbedachtsamer Freunde von mir. Doch genug hievon."
532,278,11,268,"  Nun will ich noch einen Umstand nicht verschweigen, welcher auf meine religiöse Umwandlung auch einige Einwirkung gehabt hat. "
532,278,11,269,"Längere Zeit meines Aufenthaltes in Würzburg empfing ich noch die heiligen Sakramente. Es begab sich aber, daß ich im Anfange einen rigorosen alten Dominikaner als Beichtvater traf, später aber im Gegentheile einen in der Stadt beliebten Priester, welcher die Beichte im Zimmer mit mir auf und ab spazierend abmachte. "
532,278,11,270,"Die Predigten, die ich anhörte, waren meistens trockene, vielleicht gelehrte Abhandlungen, wie man sie auch heut zu Tage an gar zu vielen Orten, wo die Wissenschaft höher steht als die Frömmigkeit, zu hören bekommt. "
532,278,11,271,"Da waren keine Nüßle, keine Weissenbach, keine Hänggi mehr. Das Beispiel der Priesterkandidaten war eben auch kein gar erbauliches. "
532,278,11,272,"Zudem war neben dem protestantischen Wagner noch ein katholischer Professor der Philosophie, ein Geistlicher, welcher aber mehr im Wirthshause, als in der Kirche zu finden war, das ganze Jahrkeine Messe las u.s.w. "
532,278,11,273,"Ueberdies pfropfte ich meinen Geist mit theologischen Zeitschriften, welche schon damals in Deutschland zwischen Papst und Kirche einen Unterschied machten und eine Menge Neuerungen und Abschaffungen anpriesen. "
532,278,11,274,Nicht geringen Eindruck machte auf mich Hirschers Schrift über das Verhältniß des Evangeliums zur Scholastik und seine Erklärung über das Meßopfer. 
532,278,11,275,"In Würzburg war kein Weissenbach, der mein Privatstudium geleitet hätte, was doch sehr nothwendig gewesen wäre. "
532,278,11,276,"Ueberhaupt kann ich den Tadel hier nicht zurückhalten, daß die Vorsteher der katholischen Kirche in Deutschland viel zu wenig Wache hielten über die Schulen, über die Jünglinge an den Universitäten. "
532,278,11,277,"Wohl weiß ich, daß die Kirche in Deutschland geknechtet war und mehr oder weniger noch ist, weil der Unglaube in den politischen Regionen waltete und noch waltet: allein dessen ungeachtet hätten die Bischöfe doch an den Universitäten Priester ohne offiziellen Charakter unterhalten können, welche es sich zur Lebensaufgabe gemacht hätten, unverdorbene Jünglinge an sich zu ziehen, sie vor dem Verderbnisse zu bewahren, ihre Studien zu leiten, ihren Wandel zu überwachen, sie zu allem Guten anzuspornen. "
532,278,11,278,"Welch ein herrlicher Beruf für einen Seelsorger, und welcher Trost für die Eltern wäre dieses gewesen! "
532,278,11,279,"Heute aber sollten die Bischöfe den von dem Piusvereine angeregten Gedanken der Stiftung einer katholischen Universität lebhaft aufgreifen und mit geistigen und materiellen Kräften unterstützen, nachdem durch gewissenlose und ungerechte Maßregeln der Regierungen selbst die katholischen Universitäten ihrem Zwecke entfremdet und theilweise zu Hochschulen des Protestantismus und des Unglaubens umgewandelt worden sind!"
532,278,11,280,"  [23] Alle diese Umstände zusammen machten mich zum Ungläubigen, zum hochmüthigen Weltverbesserer, der sich über positiven Glauben, über alle Autorität der Kirche und über den katholischen Kultus wegsetzte. "
532,278,11,281,"Als eine besondere Gnade sehe ich es an, daß ich die Irrwege, die ich in Bezug auf die Religion auf der Universität und eine Zeit lang noch in der Heimath gewandelt, erkannt und mich bemüht habe, sie wieder zu verlassen. "
532,278,11,282,"Die Höhnungen, welche ich um dieser Umkehr willen zu erdulden hatte und heute noch zu erdulden habe, betrachte ich als eine Art Sühnung für den von mir gegen Gott und die Kirche verübten Frevel, und ertrug und ertrage sie deswegen auch mit Geduld und einer Art von Beruhigung."
532,278,11,283,  Neben der Geschichte entsprachen mir Wagners Vorlesungen über die Staatswissenschaft am besten. Diesen legte er sein Buch „der Staat“ zum Grunde. 
532,278,11,284,"In diesem Buche hat Wagner den ganzen Schatz seines Wissens zusammengefaßt. Es ist in der That ein sehr reichhaltiges Buch, welches dem Staatsmann, abgesehen von dem Irrthum, welcher in Wagners System liegt, doch in Vielem zum Wegweiser dienen kann. "
532,278,11,285,Natürlich läuft auch durch Wagners Staatssystem der rothe Faden des beständigen Fortschrittes zur vollkommenen Geistesherrschaft. 
532,278,11,286,"Wie die Zeit ankommt, wo ein beständiger Sabbath dem Menschen gewährt wird, so wird auch die Zeit kommen, wo es weder Obrigkeit noch Unterthanen mehr geben und Jeder sich selbst regieren wird. "
532,278,11,287,"Die reine Demokratie, nämlich die Selbstherrschaft jedes Individuums in völligem Einklange mit allen andern Menschen, "
532,278,11,288,somit der ewige Friede ist das erreichbare Ziel des Staates. 
532,278,11,289,"Der heilige Thomas von Aquin sagt in seinem Buche von der „Regierung der Fürsten"": wenn die Menschen unschuldig wären, wie Adam vor seinem Falle, so wäre die Demokratie die beste Staatsform. "
532,278,11,290,"Wagner setzt voraus, daß die Menschen nur durch den Geist, durch die Vernunft sich werden beherrschen lassen. "
532,278,11,291,"Wäre das wahr, so würde dannzumal die reine Demokratie und der ewige Friede eine Wahrheit sein. "
532,278,11,292,"Das ist aber ein Ziel, welches nur durch die Religion erreichbar ist , von welcher die Philosophie mehr entfremdet, "
532,278,11,293,"so daß im Allgemeinen Spinozas Satz gilt: „die Menschen werden mehr von den Leidenschaften als von der Vernunft geleitet."" "
532,278,11,294,Auf der Universität dachte ich freilich nicht so: vielmehr staunte ich an die Erhabenheit des Staatsideals hinauf. 
532,278,11,295,"Dasselbe gefiel mir um so besser, da ich von Haus aus schon ein Verehrer der Demokratie war. "
532,278,11,296,"Dieses bin ich auch geblieben bis auf den heutigen Tag und es war, nebst der religiösen Umkehr, auch diese Vorliebe für eine ächte Demokratie ein Hauptgrund meiner Entzweiung mit den sogenannten Freisinnigen, wie sich dieses im Laufe dieser Geschichte zeigen wird. "
532,278,11,297,"Mein Abfall von der Kirche hatte aber zur Folge, daß ich die reformatorische und despotische Regiererei gegen ihre Anstalten und ihre Hierarchie [24] mit den Freisinnigen theilte und diese Regiererei noch lange beibehielt, nachdem ich in Glaubenssachen die Lehre der Kirche als unfehlbar wieder angenommen hatte. "
532,278,11,298,"Die Unterscheidung zwischen Papst und Kirche, zwischen Rom und Katholizismus, welche nicht blos von Rechtslehrern, sondern auch von katholischen Theologen in Deutschland und der Schweiz gezogen wurde, war auch mir eingeprägt und haftete sehr lange. "
532,278,11,299,Ebenso schien mir die strenge Ausscheidung von Glaubenslehre und Kirchenzucht (Disciplinarien) und die Berechtigung des Staates zur Einmischung in die letztere und zur Ueberwachung der Hierarchie gleichsam ein Pflichtgebot für die Regierungen zu sein.
532,278,11,300,"  In Würzburg noch begann ich das Rechtsstudium und setzte es in Heidelberg ein Jahr lang fort, hörte Thibaut, Mittermaier und Morstadt (Kirchenrecht) und Rau (Nationalökonomie). "
532,278,11,301,"Thibaut war ein ausgezeichneter Professor, ich hörte ihn lieber, als ich die trockenen Pandekten des römischen Rechtes studirte. "
532,278,11,302,Dagegen sagte mir das Studium des Criminalrechtes bei Mittermaier ganz besonders zu. 
532,278,11,303,"Ich gewann diesen vortrefflichen Mann vorzüglich lieb, war hie und da bei ihm. Er interessirte sich sehr um die Gesetzbücher der Urkantone und um die da geltende Rechtspraxis. "
532,278,11,304,"Nachdem ich in die Schweiz zurückgekehrt war, schickte ich ihm die gesammelten Rechtsquellen und widmete ihm eine von mir verfaßte Schrift: „das Strafrecht der demokratischen Kantone“, welche er mit einem sehr freundlichen Schreiben verdankte. "
532,278,11,305,"Eine große Anhänglichkeit hatte ich auch an Herrn Professor Rau, dessen Nationalökonomie ich mit Neigung studirte, "
532,278,11,306,"Morstadt trug ein ganz antikirchliches Kirchenrecht vor und würzte dasselbe in seiner stotternden Rede meistentheils mit groben Schimpfereien, in welchen er seine Hauptkraft besaß. "
532,278,11,307,In spätern Jahren soll er in Heidelberg die zahlreichste Zuhörerschaft gehabt haben. 
532,278,11,308,"Man studirte in Heidelberg weit mehr, als in Würzburg, weil man nicht so viele Anlässe der Zerstreuung fand. In Heidelberg waren Ludwig Imhof von Basel, ein Mediciner, und Franz Bernold von Wallenstadt, meine besten Freunde; wir waren im zweiten Halbjahre Tischgenossen. "
532,278,11,309,Viel ging ich auch mit Emil Frei von Basel um. Er war damals ein eigentlicher Bücherwurm und darum ein Liebling Mittermaiers. Niemand hätte in ihm den künftigen Revolutzer von Baselland geahnt. 
532,278,11,310,"Nicht selten kam ich mit Julian Schaller von Freiburg zusammen; er erlustigte gewöhnlich die Gesellschaft mit seinen, wenn auch nicht immer ganz anständigen Possen. "
532,278,11,311,Oefters bekam und erwiederte ich die Besuche von zwei Brüdern Munddorf aus Würtemberg. 
532,278,11,312,"Wie in Würzburg, so zählte ich auch in Heidelberg zu den Obscuranten, oder wie der noble Ausdruck von Heidelberg hieß, zu den Nachtstühlen, d.h.: ich gehörte keiner Landsmannschaft an. "
532,278,11,313,"Ueberhaupt führte ich in Heidelberg ein sehr nüchternes [25] Leben, speiste nur zweimal im Tage, nämlich zu Mittag, Abends ein Glas Bier, eine kleine Portion und Brod, und fand mich dabei sehr wohl und gesund. "
532,278,11,314,"Im ersten halben Jahre war mein Mitschüler von Altdorf und Solothurn Karl Emanuel Müller in Heidelberg, wir speisten mit einander auf meinem Zimmer zu Mittag und waren täglich in Freundschaft beisammen. Aber schon nach dem ersten Semester verließ er Heidelberg, um nach Wien zu ziehen."
532,278,11,315,"  Zwei und ein halbes Jahr war ich auf den Universitäten Würzburg und Heidelberg gewesen, als ich in die Schweiz in den Kanton Uri nach Altdorf zurückkehrte. "
532,278,11,316,"Eine Menge hochfliegender Pläne hatte ich aufgegeben und war bei demjenigen stehen geblieben, mir in Uri das Landrecht (Bürgerrecht) zu erwerben und da meinen Wirkungskreis, den ich mir nicht gering dachte, aufzuschlagen. "
532,278,11,317,"Ich hatte schon in Heidelberg eine kleine Schrift: „Wilhelm Tell der Urner“ verfaßt, "
532,278,11,318,die ich nach der Rückkehr bei Xaver Z'graggen in Altdorf drucken ließ. 
532,278,11,319,"Weil es in Ury Sitte war, wenn man vom Volke an der Landsgemeinde, welche der Landesfürst genannt wurde, etwas verlangte, in den Gemeinden umherzugehen und sein Verlangen zu empfehlen, "
532,278,11,320,so unterzog ich mich dieser Gewohnheit ebenfalls und theilte häufig jenes Schriftchen als Empfehlung aus. 
532,278,11,321,"Ich erwarb mir auch, nach der gesetzlichen Vorschrift, ein Siebengeschlecht, d.h. wenigstens sieben (ich hatte neun) ehrenhafte Männer aus sieben verschiedenen Familienstämmen, welche sowohl bei dem Landrathe als auch an der Landsgemeinde meine Aufnahme in das Landrecht durch öffentliches Auftreten unterstützen mußten. "
532,278,11,322,Der Landsrath entsprach meinem Begehren fast einstimmig. 
532,278,11,323,"Schwieriger ging es an der Landsgemeinde. Nachdem mein Kostherr, Landsfürsprech Valentin Curti, mein Landrechtsbegehren vorgebracht hatte, nachdem alle anwesenden Herren des Landraths dasselbe zur Gewährung empfohlen hatten, mit einziger Ausnahme des Löwenwirthes Landsfähndrich Franz Anton Arnold, trat Landsfürsprech Joseph Gisler mit maßloser Heftigkeit gegen dasselbe und gegen meine Person auf, schmähte das Siebengeschlecht und die Gemeinde Seelisberg und schloß mit dem Antrage, mir das Landrecht zu verweigern und das Siebengeschlecht abzuweisen. "
532,278,11,324,"Landsfähndrich Franz Anton Arnold stellte den verlockenden Antrag, mir das Landrecht zu ertheilen, aber mit der Bedingung, daß ich jedem stimmfähigen Landmanne 2 Schweizerfranken zahlen müsse. "
532,278,11,325,"Zur Ehre des Urner Volkes muß ich beifügen, daß dieser Antrag kaum zehn Stimmen für sich gewann. Nach dem Zornergusse des Landfürsprechs Gisler ergriff Herr Johann Joseph Gisler, Pfarrer von Nürgeln, mein früherer Kostherr und Gönner, das Wort und vertheidigte mich gegen Gislers Angriffe, erzählte meine Lebensgeschichte, lobte meinen Fleiß und meine Sittlichkeit, und sprach die Zuversicht aus, daß ich von [26] den Universitätsmeinungen schon zurückkommen werde u.s.w. "
532,278,11,326,Nach ihm unterstützte auch Herr Professor Albin Gnos von Silenen den Vortrag des Herrn Pfarrers auf eine eindringliche Weise. 
532,278,11,327,Lautlos und mit entblößtem Haupte horchte das sehr zahlreich versammelte Volk den beiden geistlichen Rednern zu. 
532,278,11,328,"Zuletzt sprach noch der regierende Landammann Joseph Z'graggen mit seiner überwältigenden Stimme und Beredtsamkeit für den Antrag des Landrathes, also für die Landrechtsertheilung an mich. "
532,278,11,329,"Dann wurde die Abstimmung vorgenommen. Dreimal mußte abgestimmt werden, weil die beeidigten Stimmenzähler sich nicht getrauten, zu erklären, welcher der beiden Anträge die Mehrheit habe. "
532,278,11,330,"Endlich rief der Großweibel auf die Anfrage des Landammanns, ob er ein Mehr habe, in den Landsgemeindekreis hinunter: „Ja, mein hochgeachteter Herr Landammann; wir wünschen dem Herrn Constantin Siegwart viel Glück und Heil zu seinem Landrecht.“ "
532,278,11,331,"Somit war ich nun nicht nur dem Wesen, sondern auch der Form nach ein Schweizerbürger geworden. Man stellte mir darüber folgende Urkunde in Pergament zu:"
532,278,11,332,"  „Wir der Landammann und die Landsgemeinde des Eidgenössischen Kantons und Freistaates Ury, zu Bötzlingen an der Gand ordentlich versammelt, urkunden hiemit: daß wir dem Herrn Constantin Siegwart, Gemeindeberechtigten von Seelisberg, gebürtig aus dem Schwarzwalde, in Betracht seines mehrjährigen Aufenthaltes in unserm Kanton, und in Ansehung seines sittlichen Charakters sowohl, als seiner geistigen Fähigkeiten und Kenntnisse, auf sein geziemendes Ansuchen, und gegen Erlegung einer Summe von vierzehnhundert Gulden an baarem Geld, oder Gulden fünfzehnhundert an guten, annehmbaren Capitalien "
532,278,11,333,"(welcher Fond und dessen Interessen unveräußerlich und eigenst für junge Studirende, sei es für den geistlich oder weltlichen Stand, gewiedmet sein solle) "
532,278,11,334,"unser Land- und Bürgerrecht ertheilt haben. Herr Constantin Siegwart, so wie alle seine Nachkommen, sollen somit von nun an und auf ewige Zeiten als wahre Landsleute unseres Kantons Ury betrachtet, als solche aller Freiheiten, Nutzen und Vortheile des hiesigen Landrechts theilhaft, und überhaupt in jeder Hinsicht ganz gleich wie andere Landleute gehalten und angesehen werden. "
532,278,11,335,"Derselbe und alle seine Nachkommen haben sich daher auch gleich allen andern unsern Mitlandleuten jederzeit unseres Schutzes zu erfreuen, wogegen derselbe, so wie seine Nachkommen, sich auch allzeit als getreue biedere Landleute zu betragen sich befleißen werden."
532,278,11,336,"  Zu wahrer feyerlicher Urkund und Bekräftigung dessen ist ihme Herrn Constantin Siegwart, für ihn und alle seine Nachkommen dieser Landrechtsbrief mit dem gewohnten großen Staatssiegel des Kantons Ury bewahrt [27] zugestellt worden. So gegeben zu Altorf, im Kanton Ury; den siebenten Man, nach der gnadenreichen Geburt unsres lieben Herrn und Heilands im eintausend achthundert zwanzigsten und sechsten Jahr. — 1826."
532,278,11,337,  Der Landammann des Kantons Urn
532,278,11,338,  Joseph Z'graggen.
532,278,11,339,  Der Landschreiber daselbst
532,278,11,340,    Karl Franz Schmid.“
532,278,11,341,"  Die Behörden von Ury vertheilen bis auf den heutigen Tag die Zinsen dieses Fondes an studirende Söhne des Landes, vorzüglich an solche, welche sich dem geistlichen Stande widmen, weil sich dürftige Schüler seltener zu einem andern, dem Lande nützlichen Berufe entschließen."
532,278,11,342,"  Bald nach der Landsgemeinde verreiste ich nach Genf, um die französische Sprache zu erlernen. Mein Universitätsfreund Franz Bernold von Wallenstadt kam zu gleichem Zwecke in die nämliche Wohnung und Kost auf dem Place du Molard, "
532,278,11,343,wo jetzt die von James Fazy eingeführte Landsgemeinde statt hat. 
532,278,11,344,"Damals war es der Marktplatz, wo die Savoyerweiber ihre Gemüse verkauften, die sie auf Wägelchen, mit einem Esel bespannt, auf den Markt gebracht hatten. Das Geschrei der vielen Esel auf dem Place du Molard war gräulich. "
532,278,11,345,"In Genf machte ich die Bekanntschaft mit Albert von Blumenau, einem liebenswürdigen jungen Manne aus Sachsen-Altenburg; er war mit uns beiden in Kost und Logis bei Madame Grosjean, einer siebzigjährigen feurigen Genfer Patriotin, welche mir half, mein Schriftchen „Withelm Tell der Urner“ ins Französische zu übersetzen. "
532,278,11,346,"Sie war ganz voll von Begeisterung für die „Nation Genèvoise“, wie die Genfer so gerne sich nannten. "
532,278,11,347,"Nach zwei Monaten ging ich nach Lausanne, blieb aber auch nur zwei Monate: Bernold folgte auch hieher mir wieder nach. "
532,278,11,348,"Die Kürze der Zeit und das stete Zusammensein mit Deutschen machte mir das Sprechen der französischen Sprache unmöglich, obwohl ich verstand, was ich las und hörte. Es war mir dieser Mangel im spätern Amtsleben von vielem Nachtheile. "
532,278,11,349,"Sowohl in Genf als in Lausanne kam ich öfter in die Versammlungen des Zofinger Vereins, zog mit den Waadtländern auch an die Jahresversammlung in das gemüthliche Zofingen und begeisterte mich da für das Vaterland. Mit Dr. Kaspar Haas, welcher eben von der Universität heimgekehrt war, machte ich eine Reise durch das ganze Walliser Land, welche eine der vergnügtesten meines Lebens war. "
532,278,11,350,"Wir durchzogen das Land in der glühendsten Hitze des August und erwärmten uns innerlich durch den feurigen Walliserwein und die Ergüsse einer treuen, herzlichen Freundschaft."
532,278,11,351,  Nach vier Monaten kehrte ich wieder in meine Heimath nach Altdorf zurück. 
532,278,11,352,An der Landsgemeinde von 1827 hielt ich um eine Landsfürsprechsstelle an. 
532,278,11,353,"Nach der damaligen Verfassung gab es sechs Landsfürsprecher, welche von der Landsgemeinde gewählt wurden und in den Räthen und Gerichten Sitz, aber nicht Stimmrecht hatten, jedoch wie die Räthe und Richter die Sitzgelder bezogen, nämlich für den Wochenrath, welcher vom Morgen bis Nachmittag 2—3 Uhr dauerte, fünf Batzen, für den Landrath einen Gulden, an den Gerichtstagen je nach Menge der ausgefällten Urtheile einige Batzen oder gar nur einige Schillinge. "
532,278,11,354,"Gewiß republikanische Sparsamkeit! Meine Beschäftigung bestund in der Rechtspraxis, welche sich nach und nach vermehrte, aber doch zum Jahre keine 1200 Franken eintrug, was man begreift, wenn man weiß, daß für einen Prozeß vor erster Instanz in der Regel höchstens 4 Franken und vor letzter Instanz (die aber im Jahr kaum 2—3 Mal einen Spruch zu geben hatte) ebenfalls 4 Franken dem Advokaten bezahlt wurden. "
532,278,11,355,"Neben diesen Berufsgeschäften befaßte ich mich mit schriftstellerischen Arbeiten, gab die Schrift „das Strafrecht der demokratischen Kantone Uri, Schwyz, Unterwalden, Zug, Glarus und Appenzell beider Rhoden“ heraus, "
532,278,11,356,sowie ein „Wort über Landsgemeinden“ 
532,278,11,357,"und ein Schriftchen „über die Aufrechthaltung der Ehe und Bestrafung der Unzucht im Staate“, ein sehr ernstes und von bester Gesinnung durchwehtes Schriftchen. "
532,278,11,358,"Ich sandte Artikel in verschiedene Blätter und critisirte hie und da die politischen Zustände und Personen in Uri, was mir einmal einen Verweis vom Herrn Landammann Joseph Leonz Lauener zuzog. "
532,278,11,359,"Im ächtdemokratischen Geiste bekämpfte ich in der Justiz- und Polizei-Fama von Stuttgart die Wagnersche Ansicht, daß der Staat Obereigenthümer sei u.s.w. "
532,278,11,360,"Ich war nicht müßig und kein Wirthshäusler, obwohl es damals unter den jungen Herren in Altdorf Gewohnheit war, schon nach der Messe ein Gläschen zu nehmen und am Abend sich wieder am Schöppli zu laben. "
532,278,11,361,"Von meiner Einbildung befangen, ich sei berufen, die Zustände in Uri nach meinen Universitätsideen umzugestalten, "
532,278,11,362,"stiftete ich einen „Verein für das Wahre und Gute“, dessen Mitglieder Dr. Karl Franz Lusser (der Geschichtschreiber von Uri), Pfarrhelfer Bumann, Professor Gnos, Karl Leonhard Müller, Dr. Franz Müller und ich waren. "
532,278,11,363,"Wir kamen zusammen, machten Aufsätze theils über allgemeine, theils über Gegenstände, welche den Kanton Uri berührten. "
532,278,11,364,"Als wir uns aber einmal hinauswagten, bei der Jahresversammlung der Centralarmenpflege den Antrag zu stellen und zu begründen, daß das aproische Fideicommis (eine Stiftung des Landammann a Pro zur Unterstützung armer Kinder zunächst aus seiner Familie, die aber längst ausgestorben war) in eine Erziehungsanstalt für arme Kinder verwandelt werden sollte, während die Zinsen der Stiftung zersplittert und an eine Menge [29] Kinder in den Gemeinden in ganz kleinen Gaben vertheilt wurden; "
532,278,11,365,"da wurden wir vom bischöflichen Commissar und Pfarrer Anton de Waya so abgeschult, daß wir für gut fanden, in Zukunft die Verbesserungsplane für uns zu behalten. "
532,278,11,366,"Die Verwaltungsweise der aproischen Stiftung besteht heute noch, wie sie damals bestanden hatte. "
532,278,11,367,"In Uebereinstimmung mit meinem Freunde Tschümperlin, damals Professor in Schwyz, stiftete ich eine gemeinnützige Gefellschaft der drei Urkantone, in welcher der damals noch lebende Landammann Hediger, Hirschenwirth in Schwyz, und Frühmesser Augustin Schibig von Schwyz, Herr Dr. Christen und Johann Baptist Deschwanden von Stanz u.A. thätige Mitglieder waren. "
532,278,11,368,Von Uri waren die Mitglieder des Vereins zur Beförderung des Wahren und Guten auch Glieder der urkantönlichen gemeinnützigen Gesellschaft. 
532,278,11,369,"Wir kamen, so viel mir in Erinnerung ist, zur Gründung der Gesellschaft ein einziges Mal in Schwyz zusammen. "
532,278,11,370,Dabei blieb es und die Gesellschaft zeigte sich nicht als lebensfähig. 
532,278,11,371,"Ich war im Jahr 1827 in Basel auch in die schweizerische gemeinnützige Gesellschaft getreten, hatte über die Strafrechtspflege und über Gründung einer schweizerischen Hochschule Aufsätze geliefert und machte die Bekanntschaft mit mehreren Staatsmännern und Häuptern der Gesellschaft,z.B. Paul Usteri, Melchior Hirzel, Criminalgerichtspräsident später Bürgermeister Burkhard von Basel. "
532,278,11,372,"Mit Usteri und Hirzel trat ich in Briefwechsel, "
532,278,11,373,"denn ich hatte den Plan, eine Gewerbsschule in Altdorf zu gründen und wollte zu diesem Zwecke ein paar Jünglinge zu Lehrern an derselben bilden lassen. "
532,278,11,374,"Meine Auswahl war aber so übel getroffen, daß aus dem Plane nichts wurde. "
532,278,11,375,Er war ohnedem für Uri damals noch ein Hirngespinnst. 
532,278,11,376,"Bis auf den heutigen Tag vermag sich eine Realschule einfachster Natur in Altdorf kaum zu halten. Glücklicher war ich in der Wahl eines jungen Schullehrers von Silenen, Joseph Maria Walker, Sohn des Schulmeisters daselbst. "
532,278,11,377,Ich bat für ihn um Aufnahme in die Anstalt von Hofwyl und Herr Emanuel von Fellenberg gewährte die Bitte sehr bereitwillig. 
532,278,11,378,"Ich ging den Zofinger Verein von Lausanne und Genf um Unterstützungen an, damit die Bildungskosten für ihn bezahlt werden könnten. "
