Author,Biblio,Transcript,Sequence,text,invivo,chronology,people,places,comment,footing (IM),encounter (Goffman),PC,StoryPoint,Character Building,MC Choices,Plot Choices,Theme Choices,Illustrating,Theme Development,scene_no
234,540,7,193,Hunderten möchte solches wohl sehr gleichgültig gewesen sein; mir aber mitmeinem nach Zärtlichkeit und Zufriedenheit durstenden Herzen war dies bitterer als tagtäglich Wermut Trinken. ,,,,,,,,,,,,,,,,23
234,540,7,194,"Nimmt man dazu den ewigen Mägde-Lärm und Wechsel, ",,,Magd;,,,,,,,,,,,,,23
234,540,7,195,"den Ärger, dass ich nach keiner Stellung trachten konnte, wo eine ruhig schaffende Hausfrau nötig war etc. etc., ",,,,,,,,,,,,,,,,23
234,540,7,196,"was du alles weisst, so ist es leicht zu begreifen, wie meine Verliebtheit, die wirklich zugleich mit mir zurückkehrte, bald schwinden musste. ",,,,,,,,,,,,,,,,23
234,540,7,197,"Auch meine Frau fand wiederum gleichen Anstoss an meiner Unordentlichkeit, meinem Leichtsinn, meiner Sinnlichkeit, letztes übrigens bloss mit Rücksicht auf sie selber, ",Leichtsinn;,,Elise Tobler (1811);,,,,,,,,,,,,,23
234,540,7,198,"und so kam es, dass wir von Jahr zu Jahr weiter auseinandergingen. ",,,,,,,,,,,,,,,,23
234,540,7,199,"Ja im Jahr 1837, als meine Frau einst bei einem ganz unbedeutenden Zwiste sich so weit vergessen hatte, dass sie mich in ihrer Wut mit einem Strumpfe über den Kopf schlug, ",,,Elise Tobler (1811);,,,,,,,,,,,,,23
234,540,7,200,"wollte ich mich scheiden, liess mich aber leider durch eine Komödie, welche meine Frau vor Stillstand auf führte, wieder davonzurückbringen[14].",,,Elise Tobler (1811);,,,,,,,,,,,,,23
234,540,7,201,"Bei diesem Anlass kam ein Umstand zum Vorschein, welcher in manchen Beziehungen von der grössten Wichtigkeit ist. ",,,,,,,,,,,,,,,,24
234,540,7,202,Ich hatte aus Gefälligkeit gegen den Kirchenrat nach dem Tode des Herrn Pfr. Vogel in Schwerzenbach auf kurze Zeit das Vikariat daselbst übernommen. ,,,Pfr. Vogel;,Schwerzenbach;,,,,,,,,,,,,24
234,540,7,203,"Die Witwe, eine ehemalige Fräulein Briel, war [256] eine Jugendbekannte von mir. Bald entspann sich, zumal sie meine unglückliche Ehe kannte, wieder ein vertraulicheres Verhältnis, welches allerdings weiter würde geführt haben, wenn ich nicht gewusst hätte, dass einer meiner Freunde jetzt wirklich der Gatte dieser Frau, bald um sie werben würde. ",,,Jugendbekannt Vogel-Briel; Freund Vogel;,,Speculation;,,,,,,,,,,,24
234,540,7,204,"Diesen Freund wollte ich nicht verraten, und mit nicht geringem Kampfe mit mir selber, gelang es mir in einer sehr gefährlichen Stunde, auch sie zum Siege über ihre Leidenschaftlichkeit zu bringen. ",,,Freund Vogel;,,,,,,,,,,,,,24
234,540,7,205,"Am folgenden Tage sah sie mich nicht mehr, sondern schickte mir durch die Magd einen Brief zu, worin sie mir herzlich dankte ",Dank erhalten;,,Magd;,,,,,,,,,,,,,24
234,540,7,206,"und zugleich beifügte, dass jener Kuss, (nämlich der letzte, der Rettungskuss) ihr ewig unvergesslich bleiben werde. ",,,,,,,,,,,,,,,,24
234,540,7,207,"Mein Freund, ich sage dir im Angesichte des Todes, dass die Sache ganz so sich verhielt, wie ich erzählte, ",,,Bluntschli;,,,,,,,,,,,,,24
234,540,7,208,und dass ich mich dieser Bekanntschaft eher zu rühmen als zu schämen habe. ,,,,,,,,,,,,,,,,24
234,540,7,209,"Nun aber kam jener Brief, als meine Frau wie gewöhnlich mir die Taschen erlas, in ihre Hände, gerade zur Zeit, als ich scheiden wollte, wurde sogleich zu ihrem Advokaten Eberhard getragen [18] und ein Lärm damit geschlagen zum Gotterbarmen. ",,,Elise Tobler (1811); Fürsprecher Eberhard;,,,,,,,,,,,,,24
234,540,7,210,"Ich weiss nicht, was mich nun, auch nach der scheinbaren Aussöhnung, mehr von meiner Frau trennte und mir gefährlicher und schädlicher war, ob die grosse Schändlichkeit, in meine Briefgeheimnisse sich einzudrängen, oder die noch grössere ihres damals noch ganz ungerechten Misstrauens oder die allergrösste, ein solch zartes Verhältnis dem Advokaten zum öffentlichen Gebrauche in die Hand zu geben. ",,,,,,,,,,,,,,,,24
234,540,7,211,"Kurz, von jetzt an war und blieb eine unübersteigliche Scheidewand zwischen meiner Frau und mir. ",,,,,,,,,,,,,,,,24
234,540,7,212,Bis auf diese Zeit war ich schuldlos und mit Ausnahme obiger 511 fl. auch schuldenlos. ,,,,,,,,,,,,,,,,24
234,540,7,213,Erst jetzt beginnt mein Elend. Höre wie.,,,,,,,,,,,,,,,,25
234,540,7,214,"Vorher jedoch muss ich noch, vorzüglich mit Rücksicht auf meinen Vetter Muralt, etwas nachholen und vorgreifen zugleich. ",,,Vetter Muralt;,,,,,,,,,,,,,25
234,540,7,215,"Im Jahr 1835, wenn ich nicht irre, bemerkte ich zu meinem Erstaunen und Schrecken, dass ich, wie ich nicht zweifelte, am Samenfluss leide, und doch hatte ich damals ausser mit meiner Frau keinerlei Umgang. ",,,Vetter Muralt;,,,,,,,,,,,,,25
234,540,7,216,"Nach Überwindung meiner Scham zeigte ich die Sach meinem Vetter an, welcher damals noch meinem Worte traute und ausdrücklich bemerkte, einerseits dass in der Tat die Farbe der Geschwüre, die sich inzwischen gebildet hatten, verschieden sei von den Siphilitischen, anderseits dass es allerdings möglich sei, dass das Zusammentreffen zweier Naturen, die körperlich und geistig einander so entgegen stehen wie diejenige meiner Frau und die meinige, ähnliche Wirkung hervorbringe, zumal ich ihm sagte, was meine Frau jetzt noch wird zugeben müssen, dass ich in jener Zeit, bis die Schmerzen es mir unmöglich machten, fortwährend bei ihr schlief, ohne die geringsten Folgen für sie. ",,,Elise Tobler (1811); Vetter Muralt;,,,,,,,,,,,,,25
234,540,7,217,"Ein paar Jahre später, ebenfalls noch in Zürich, ereignete sich das nämliche wie wohl bereits in viel milderer Form. ",,,,Zürich;,,,,,,,,,,,,25
234,540,7,218,"Noch schwächer zeigte sich die Krankheit im Jahre 1843,glaub ich, in Pfäffikon, wo mich Herr Dr. Ebneter behandelte und wo ich endlich auf den Grund des Übels kam. ",,,Dr. Ebneter;,Pfäffikon;,,,,,,,,,,,,25
234,540,7,219,Ich hatte nämlich seit mehreren Jahren Spuren der Hämorrhoiden. ,Krankheit;,,,,,,,,,,,,,,,25
234,540,7,220,"Nun bemerkte ich in Pfäffikon deutlich, dass jene leidige Geschichte unmittelbar eintrat, als jene mich verliessen und dass zu gleicher Zeit der Fussschweiss aufhörte, dem ich sonst besonders ausgesetzt bin. ",,,,Pfäffikon;,,,,,,,,,,,,25
234,540,7,221,"Ich teilte meine Beobachtung Herrn Dr. Ebneter mit, welcher den Zusammenhang dieser Übel für [19][257] nicht unmöglich hielt, namentlich da der Fluss [19] mit seinen Folgen immer geringer wurde, je stärker voher die Hämorrhoiden zum Vorschein kamen. ",,,Dr. Ebneter;,,,,,,,,,,,,,25
234,540,7,222,"Zur Gewissheit wurde mir endlich die Sache, und wenn alle Ärzte der Welt dagegen wären, in diesem Jahre, wo wiederum die Hämorrhoiden und zwar jetzt die fliessenden, eintrafen, wiederum der Fussschweiss etwa 8 Wochen lang wegblieb und wiederum das alte Übel sich zeigte, jedoch in so geringem Grade, dass ich keinen Arzt mehr beizog und die Sache in wenig Wochen von selbst vorüberging.  ",,,,,,,,,,,,,,,,25
234,540,7,223,"Muralt ist freilich zu leidenschaftlich, als dass er mir Glauben beimisst, ich schreibe aber auch nicht für den Leidenschaftlichen. ",,,,,,,,,,,,,,,,25
234,540,7,224,Doch vorwärts wieder auf den jähen Pfad zu meinem Abgrund. ,,,,,,,,,,,,,,,,25
234,540,7,225,Gegen Ende des Jahres 1837 meldete ich mich an die Pfarrstelle in Pfäffikon und wurde gewählt. ,,,,Pfäffikon;,,,,,,,,,,,,26
234,540,7,226,"Diese Meldung war die erste schwere Sünde, die ich beging, ",,,,,,,,,,,,,,,,26
234,540,7,227,"freilich vielleicht verzeihlicher, weil ich sie damals nicht für eine solche hielt und gerade ein gutes Werk zu tun glaubte, ",,,,,,,,,,,,,,,,26
234,540,7,228,aber darum nicht weniger furchtbar in ihren Folgen. ,,,,,,,,,,,,,,,,26
234,540,7,229,"Sie war ein Verrat an der Wissenschaft und meinem eigentlichen Berufe, war eine Profanation des Heiligsten, war das Resultat einer gemeinen ökonomischen Berechnung. ",,,,,,,,,,,,,,,,26
234,540,7,230,"Ich weiss nicht vieles, was ich auch jetzt noch zu meiner Verteidigung sagen könnte; ",,,,,,,,,,,,,,,,26
234,540,7,231,"allein für Schwächlinge möchte das gelten, nicht für mich. ",,,,,,,,,,,,,,,,26
234,540,7,232,"Das einzige, was ich vielleicht anführen könnte, dass es offenbar im Plane der Vorsehung lag, gilt wohl ebenfalls nicht viel; denn auch Schlechtes wird von Gott zum Guten gewendet.",,,,,,,,,,,,,,,,26
234,540,7,233,"Ach, ich muss zur Sache!",,,,,,,,,,,,,,,,26
234,540,7,234,"Ich habe oben gesagt, dass der Vorwurf an meine Frau wegen zu kostspieligen Putzsachen ungerecht war, ich dachte nämlich dabei an ihre Kleidung. ",,,Elise Tobler (1811);,,,,,,,,,,,,,27
234,540,7,235,Gerechter war er indessen mit Rücksicht auf die häusliche Einrichtung. ,,,,,,,,,,,,,,,,27
234,540,7,236,"So entstand nun, als es sich noch in Zürich um die Ausmöblierung des Pfarrhauses handelte, ein hässlicher Zwist zwischen meinen Eltern und ihr betreffend die Vorhänge. ",,,Eltern;,Zürich;,,,,,,,,,,,,27
234,540,7,237,"Nichts war ihr schön, nichts köstlich genug. Ja wie es daran ging, die Person, welche jene besorgte, in unserer Chaise nach Pfäffikon zu fahren, so erklärte meine Frau in ihrer hässlichen Launenhaftigkeit, dass sie dieselbe nicht begleiten werde. ",Launenhaftigkeit; Schönheit;,,Elise Tobler (1811);,Pfäffikon;,,,,,,,,,,,,27
234,540,7,238,"Ergrimmt hierüber, ich wollte sie nicht um Gnade anflehen, und ohne alle andere Absicht, denn ich kannte jene Person nur gar nicht, ging ich nun mit. ",,,,,,,,,,,,,,,,27
234,540,7,239,"Es war einige Tage nach Neujahr. Ach, Gott, welche Folgen hatte die Laune [20] meiner Frau.",Launenhaftigkeit;,,,,,,,,,,,,,,,27
234,540,7,240,"Meine Begleiterin war ein ausnehmend hübsches junges Mädchen. Die Heimreiselief ganz glücklich ab, bei der Herreise blies der Sturm uns die Schneeflocken so entsetzlich ins Gesicht, dass wir gezwungen waren, die Fenster zu schliessen. ",,,,,,disclaiming;,,,,,,,,,,27
234,540,7,241,"So in dunkler Nacht in der Nähe des reizendsten Geschöpfchens mit einer Art von Rachegefühl im Herzen gegen meine Frau, wagte ich einige Liebkosungen. ",,,Elise Tobler (1811);,,Verhältnisse und Schönheit als Ausrede;,disclaiming;,,,,,,,,,,27
234,540,7,242,"Sie wurden geduldet bis auf einen gewissen Grad, dann prall abgebrochen, wiedergeduldet, wieder abgebrochen - kurz, die kleine Coquette bekam mich ganz in ihr Netz. ",,,,,seduction;,excuse;,,,,,,,,,,27
234,540,7,243,"Sie erlaubte mir, sie zu besuchen und liess die Hoffnung durchschimmern, dass ich noch grössere Gunst erlangen könnte. – ",,,,,seduction;,,,,,,,,,,,27
234,540,7,244,"Vergeblich machte ich mir zu Hause die heftigsten Vorwürfe, vergeblich nahm ich fest mir vor, die Sirene zu [258] fliehen – ",,,,,"""ich konnte nicht anders""",sandbagging;,,,,,,,,,,27
234,540,7,245,sozusagen gegen meinen Willen flog ich ins Netz der Spinne. ,,,,,,excuse;,,,,,,,,,,27
234,540,7,246,"Meine Sinnenlust wurde gestillt, jedoch nur ein einziges Mal. Wie ich daraus erwachte, machte ich mir die heftigsten Vorwürfe und nahm mir heilig vor, in Zukunft liesser auf mich selber zu achten und überhaupt keinen ersten Schritt zu tun. ",Sinnlichkeit;,,,,,apologize?;,,,,,,,,,,27
234,540,7,247,"Ich hätte auch mein Gelübde bei Gott! gehalten, ",,,,,Speculation;,,,,,,,,,,,27
234,540,7,248,wenn nicht mein ganzes Leben durch die Folgen dieses ersten und bisher einzigen Fehlschrittes wäre im Fundamente gestört und nach allen Seiten hin verwirrt worden.,Verhältnisse; einziger Fehlschritt;,,,,,excuse;,,,,,,,,,,27
234,540,7,249,Etwa einen Monat später fand meine Abreise und mein Einsatz statt.,,,,,,,,,,,,,,,,28
234,540,7,250,"Bei meiner Abreise bat ich meinen Vater, mir etwas Geld zu geben an meine Kosten bei der Entfernung von Zürich, beim Zuge, bei der Einrichtung der neuen Wohnung, z. B. Ankauf von Holz, Torf, dem gewöhnlichen Auskauf des abziehenden Pfarrers (circa. 250 fl) und namentlich zum Durchbringen meiner Haushaltung während des ersten Halbjahres, nach dessen Ablauf erst die Besoldung einging. ",Geld;,,Johannes Hirzel (1776);,Zürich;,,,,,,,,,,,,28
234,540,7,251,Mein Vater strengte sich an und gab mir für alles dieses zusammen -400 fl!,,,Johannes Hirzel (1776);,,,belitteling;,,,,,,,,,,28
234,540,7,252,"Doch, gab? nein, er lieh mir diese Summe und schrieb den Posten in sein Schuldbuch ein. ",,,,,,belitteling;,,,,,,,,,,28
234,540,7,253,"Dass ich wiederum nach Geld mich umsehen musste, wirst du begreifen.",Geld;,,,,,,,,,,,,,,,28
234,540,7,254,Der Einsatz machte einen gewaltigen Eindruck auf mich. ,,,,,,,,,,,,,,,,28
234,540,7,255,"Nie in meinem Leben war ich reiner, [liesser], nie in meinen Vorsätzen zum Guten stärker. ",Lebenslust; ,,,,Hoffnung; ,,,,,,,,,,,28
234,540,7,256,"Aber der Mensch denkt, Gott lenkt.","""der Mensch denkt Gott lenkt; Schicksal;",,,,,,,,,,,,,,,28
234,540,7,257,"Du weisst, dass ich übel die rauchenden Trümmer des halben Dorfes in meinem neuen Wirkungskreis einzog. Mit beinah übermenschlichen Körper- wie Geisteskraft bemächtigte ich mich aller Verhältnisse, leitete alles, sorgte für alles. ",Verhälnisse (+);,22.11.1832,,,responsibility; Brand of Uster;,,,,,,,,,,,29
234,540,7,258,Täglich gingen über 20 - 30 Briefe ein und die doppelte Zahl sendete ich fort. ,,,,,,,,,,,,,,,,29
234,540,7,259,"Eines Abends, als ich „äusserst ermüdet, aber eben in dieser Ermüdung glücklicher als je in meinem früheren Leben, ",Glück; Leben;,,,,"meaning; ""alles oder nichts""",,,,,,,,,,,29
234,540,7,260,"die so eben von der Post zugeschickten Briefe eröffnete, traf wie ein Blitzstrahl die Unterschrift “M. H.“, der Name jener Vorhangmacherin, mein Auge. Todesblass eilte ich in mein Zimmer und fand meine Ahndung bestätigt. Es war die Anzeige, dass sie sich in andern Umständen befinde. ",,,M. H.;,,,,,,,,,,,,,30
234,540,7,261,"Gott, welch ein Moment! Welche Folgen! ",,,,,,,,,,,,,,,,30
234,540,7,262,"Wie innig würde ich dem gedankt [21] haben, der mir den Todesstoss gegeben hätte! ",Todessehnsucht?,,,,wollte er denn nicht noch einen Erben?; Tod als Flucht vor Verantwortung!!!,,,,,,,,,,,30
234,540,7,263,"Ja, wäre die Liebe zu meiner Gemeinde nicht gewesen, so hätte ich selber ihn mir gegeben. ",Liebe;,,,,"""warum hat er sich nicht früher umgebracht?""",excuse;,,,,,,,,,,30
234,540,7,264,"Wenn nicht meine Geisteskraft, so war doch meine moralische gebrochen; von jener Stunde an gehörte ich nicht mehr ungeteilt meiner Gemeinde, ",Moral; Geist;,,,,Focus;,,,,,,,,,,,30
234,540,7,265,"ich fühlte wieder lief das Unpassende meines Berufes, die musterhafte Ordnung, die ich zum ersten Mal in meinem Leben hier beobachtet, litt mannigfaltig; ",Ordung;,,,,"""unpassender Beruf""; Leiden an eigenen Fehlern;",excuse;,,,,,,,,,,30
234,540,7,266,"ich war nicht mehr bloss einem, sondern zweien Herren untertan, der satanische Geist, den ich glücklich überwunden hatte, erhob sich wieder hohnlachend: ",Satan;,,,,seduction;,,,,,,,,,,,30
234,540,7,267,"Ich hörte wieder deutlich die Stimme, die in meiner frühen Jugend mir zugerufen: „Der Fluch von den Eltern her drückt dich zu Boden; du bist bestimmt zum Untergang!“ ",Untergang; Fluch der Sünde;,,Eltern;,,Erbsünde;,,,,,,,,,,,30
234,540,7,268,"Indessen konnte ich doch noch beten und betete, nicht um Leben und Glück, sondern um Gelegenheit, durch Tod oder Unglück andern noch nützlich zu werden. – ",Beten; nützen;,,,,Hoffnung auf nützlich sein;,,,,,,,,,,,30
234,540,7,269,Du kennst grossenteils den Verlauf und Ausgang der Sache. ,,,,,,supplication?;,,,,,,,,,,30
234,540,7,270,"Jenes schlechte Geschöpf, wie ich bald erfuhr, eine öffentliche Hure, benutzte schon für sich, mehr noch auf Anstiften meiner [259] politischen Gegner, ihrer Freunde, die Unvorsichtigkeit, womit ich, in solchen Sachen ganz unerfahren, ihr schriftlich geantwortet hatte, um öffentlichen Skandal zu erregen, und obschon ich gewiss nicht der Vater ihres Kindes war, musste ich doch dafür herhalten. ",Leichtsinn;,,Johannes Hirzel (1776); 1. unehel. Kind; Freunde der Kindesmutter; Hure;,,intrigues;,justification;,,,,,,,,,,30
234,540,7,271,"Mein Vater, und dafür bin ich ihm dankbar, ",Dankbarkeit;,,Johannes Hirzel (1776);,,,,,,,,,,,,,30
234,540,7,272,"obschon er dies nur seinetwegen tat, um nicht, wie er offen sagte, die Haushaltung auf den Hals zu bekommen, gab ihr 800 fl, und sie schwieg und lieferte die Briefe aus.",,,,,,burying;,,,,,,,,,,30
234,540,7,273,"Soviel weisst du, nicht aber das, dass der Fürsprech Eberhard unter dem Vorwande, dass noch eine Summe nötig sei, um das Kind in Lenzburg[15] einzubürgern, mir dazu noch 500 fl abpresste, ",Geld; Erpressung;,,Fürsprecher Eberhard; 2. unehel. Kind mit M.H.,,,justification;,,,,,,,,,,30
234,540,7,274,"die ich ihm verschrieb und die er so lange stehen liess, bis sie mit den Zinsen sich auf 600 fl anstiegen, wo er dann im letzten Jahr sie rechtlich von mir eintrieb. – ",Leichtsinn;,,,,,,,,,,,,,,,30
234,540,7,275,"Hier ist am besten einzuschalten, dass meine Besoldung, nicht einmal 700 fl, natürlich lange nicht hinreichte, um meine Familie und ein grosses Haus samt Garten und von der Gemeinde gemietetem Pflanzland gehörig zu besorgen. ",Geld;,,,,,justification,,,,,,,,,,30
234,540,7,276,An meinen Vater durfte ich mich natürlich jetzt noch vielweniger wenden. ,,,Johannes Hirzel (1776);,,,justification,,,,,,,,,,30
234,540,7,277,"Also neue Schulden, wenn auch nur in kleineren Posten doch zusammen immer lastender werdend. ",,,,,,justification,,,,,,,,,,30
234,540,7,278,"Um jene Zeit war es auch und wenn auch etwas später, kann ich es doch hier beifügen, dass mein Bruder, plötzlich aus Russland zurückgekehrt, in Neapolitanische Dienste treten sollte und zwar nach dem Willen meines Vaters als Gemeiner. ",,,Johannes Hirzel (1803); Johannes Hirzel (1776); Schweizerregimenter;,Russland; Neaple;,,blaring;,,,,,,,,,,31
234,540,7,279,"Dieses wollte ich nicht zugeben und nahm, um ihm eine Offizier-Stelle zu kaufen, bei H. Oberrichter Stocker 600 fl auf. ",,,Oberrichter Stocker;,,responsibility;,,,,,,,,,,,31
234,540,7,280,"Allein mein Bruder kehrte, nachdem er das ihm mitgegebene Geld verbraucht, zurück und ich verwendete nun auch dieses Geld allmählich zu Bestreitung meiner zwar nicht kargen, aber auch durchaus nicht verschwenderischen Ausgaben, ",Geld;,,Johannes Hirzel,,"??? Wenn verbrauch, was blieb dann noch?",excuse;,,,,,,,,,,31
234,540,7,281,sodass ich namentlich mehrere andere Posten z. B. 300 fl an Pfr. Kramer in Fehraltorf wieder einlöste. ,,,Pfr. Kramer;,,responsibility;,,,,,,,,,,,31
234,540,7,282,"Die Gemeindegelder griff ich niemals an, selbst nicht in der äussersten Not.",Geld;,,,,responsibility;,self-enhancement;,,,,,,,,,,32
234,540,7,283,"Inzwischen suchte ich mich moralisch wieder aufzuraffen, und es wäre mir dieses einerseits bei der Treue und Sorgfalt und dem Segen, die sich im Jugendunterrichte, dem Predigtamte und der Seelsorge zeigten, anderseits bei meinen wissenschaftlichen Anstrengungen vielleicht ganz geglückt, ",,,,,,,,,,,,,,,,32
234,540,7,284,"hätten nicht die fortwährenden Drohbriefe in bezug auf die M. H. mich in solche Unruhe und Angsterhalten, dass wenigstens meine [22] mit grosser Anstrengung erzwungene Ordentlichkeit in den Geschäften unrettbar wieder verloren ging. ",Drohbriefe; Ordnung;,,M. H.;,,,excuse;,,,,,,,,,,32
234,540,7,285,"Da kam das Jahr 1839. Hierüber nur so viel, dass alles, was ich tat und wie manches auch fehlerhaft gewesen, immerhin aus den ernsten Beweggründen hervorging, ",,1839,,,,apoligizing;,,,,,,,,,,33
234,540,7,286,"einerseits aus der Liebe zum Volke und der festen Überzeugung, dass dasselbe einzig auf der Grundlage des positiven Christentums Heil und Frieden finde, ","""Liebe zum Volk""",,,,,apoligizing;,,,,,,,,,,33
234,540,7,287,"anderseits aus der Sehnsucht, bei diesem wichtigen Anlass vielleicht als Opfer für meine früheren Fehler büssen zu dürfen. ",Opfer;,,,,death as redeption;,apoligizing;,,,,,,,,,,33
234,540,7,288,"Von Eitelkeit, merk dir das [260] wohl, mein Freund, war bei Gott dabei keine Spur. – ",Eitelkeit;,,Bluntschli;,,,,,,,,,,,,,33
234,540,7,289,"Doch etwas muss ich, so ungern ich es tue, dir mitteilen. ",,,,,,,,,,,,,,,,33
234,540,7,290,"In jener Periode verwendete ich, um die Gegner, namentlich den jetzigen Grossrat Zimmermann, mit denselben Waffen zu schlagen, gewiss nicht selber damit anfangend, eine ziemlich beträchtliche Summe Gelder auf mannigfachste Weise. ",Geld;,,Grossrat Zimmermann,,,,,,,,,,,,,33
234,540,7,291,Dieses gilt noch in höherem Grade für das Jahr 1842. ,,1842,,,,,,,,,,,,,,33
234,540,7,292,"Mögen andere dies ansehen, wie sie wollen, ich bin ganz ruhig, denn ich weiss, dass ein solches Handeln nötig war. ",,,,,Notwendigkeit;,excuse;,,,,,,,,,,33
234,540,7,293,"Freilich stellt sich vielleicht die Sache anders, wenn man frägt, ob ich dabei als Hausvater auch meine Kräfte berücksicht habe. ",,,,,responsibility;,,,,,,,,,,,33
234,540,7,294,"Wenn man aber sein Leben einsetzt, wird man auch sein Geld einsetzen. ",Geld;,,,,"""alles oder nichts""",,,,,,,,,,,33
234,540,7,295,Alles ging seinen dir bekannten Weg – ,,,,,,,,,,,,,,,,33
234,540,7,296,"ich kehrte immer mehr zur Wissenschaft zurück, ",,,,,,,,,,,,,,,,34
234,540,7,297,"ohne aber mit Ausnahme der Skripturen, d. h. nicht etwa der Protokolle, sondern des Briefwechsels meinen Pfarrerpflichten im geringsten untreu zu werden – ",,,,,,,,,,,,,,,,34
234,540,7,298,"bis zum Jahr 1842, wo ich eine der grössten Schändlichkeiten erfahren musste, die sich nur denken liessen. ",,-1842,,,,,,,,,,,,,,35
234,540,7,299,"Zur Herbstzeit etwa kam unsere damalige Magd, welche eher hässlich als schön war und oftmals so entsetzlich stank, dass bald meine Frau, bald ich sie aus dem Zimmer gehen hiessen, auf mein Studierzimmer und machte mir die Anzeige, dass sie seit einem bestimmten Tage, wo der Knecht aus dem Gute während der Kinderlehre in dem und dem Gemach, wie schon früher, wieder mit ihr Umgang gehabt, schwanger sei. ",Schönheit;,,Knecht; Elise Tobler (1811); 3. unehel. Kind mit hässlicher Magd;,,,,,,,,,,,,,35
234,540,7,300,Mir ahndete Unglück. ,Unglück;,,,,,,,,,,,,,,,35
234,540,7,301,"Ich schrieb ihre Anzeige doppelt nieder, liess sie von ihr unterzeichnen und schickte sie selber zum Gemeindeammann zur Legalisierung ihrer Handschrift. ",,,,,,,,,,,,,,,,35
234,540,7,302,"An ihr Pfarramt schickte ich die Sache noch nicht ab, weil sie sagte, dass jener wahrscheinlich sie doch heiraten werde, wenn ich die Güte hätte mit ihm zu reden. ",,,,,Speculation;,,,,,,,,,,,35
234,540,7,303,Es war auch noch keinerlei Gefahr im Verzuge. ,,,,,,,,,,,,,,,,35
234,540,7,304,"Wie ich nun das erste Mal nach Zürich kam, sprach ich mit dem Menschen, der auch keinerlei Einwendungen machte. So schien alles in der Ordnung vor sich zu gehen. ",,,,Zürich;,,,,,,,,,,,,35
234,540,7,305,Aber höre und staune über das Übermass menschlicher Bosheit und Niederträchtigkeit. ,Niederers;,,,,intrigue;,,,,,,,,,,,35
234,540,7,306,"Kaum hatte ich mich von Zürich entfernt, so reizte mein Bruder (wie der Knecht selbst vor mehreren Zeugen, z. B. dem Hechtwirt und meinem Gartenarbeiter Jak. Gubler, selber ausgesagt) sowohl selber als durch das dortige [schlechte] Mägdegesindel den betreffenden Menschen auf, er solle doch kein Narr sein und für mich herhalten, ich habe ja schon ein Hurenkind in Zürich etc. etc., ",,,Johannes Hirzel (1803); Knecht; 3. unehel. Kind mit hässlicher Magd; Hechtwirt; Gartenarbeiter Jakob Gubler;,Zürich;,betrayal,,,,,,,,,,,35
234,540,7,307,"so dass derselbe wirklich Feuer fasste und einst, als ich gerade auf der Synode war, nach Pfäffikon kam, um die Magd zu handhaben. ",,,Magd;,Pfäffikon;,,,,,,,,,,,,35
234,540,7,308,"Was da eigentlich vorfiel, kann ich mir nichtdeutlich erklären, bloss Vermutungen darüber haben. ",,,,,,,,,,,,,,,,35
234,540,7,309,"Kurz, wie ich einst aus der Synode ins Gut zum Essen ging, [23] kam mir Jgf. Hügli (beiläufig gesagt, meines Bruders Maitresse und meines Vaters Hausdiebin, beides weiss ich!) mit den Worten entgegen: „Gehen sie geschwind ins Strohhüttchen; Jakob ist wie rasend!“ ",Stehlen;,,Johannes Hirzel (1803); Jgf. Hügli; Jakob Freund von Magd;,,,,,,,,,,,,,35
234,540,7,310,"Nun, ich ging, um zu hören, was es gebe. Wie erstaunte ich nicht, als derselbe, ob in er künstelter oder natürlicher Wut, habe ich nicht erkennen können, mir mitteilte, die Magd habe ihm nun selber gesagt, ich sei der Vater ihres Kindes und habe schon lange mit ihr im vertrautesten Umgange gelebt! ",,,Johannes Hirzel (1776); Magd; 3. unehel. Kind mit hässlicher Magd;,,,,,,,,,,,,,35
234,540,7,311,"Ich antwortete ihm kurz, er sei entweder ein Narr oder ein Schurke, und kehrte noch selbigen Tages nach Pfäffikon zurück, um die Sache näher zu untersuchen. ",,,,Pfäffikon;,,,,,,,,,,,,35
234,540,7,312,"Hier bekannte mir die [261] Magd weinend und schluchzend, der Jakob habe ihr zuerst gedroht, wenn sie nicht bekenne, dass ich Vater ihres Kindes sei, und als sie sich dessen geweigert, beigefügt, sie solle mit ihm sich verbinden und solches dennoch aussagen, denn alle Welt werde es glauben, da ich schon im Geschwätze sei wegen eines unehelichen Kindes, das ich in Zürich habe und wegen meiner vielen Feinde usw. ",,,Johannes Hirzel (1776); Magd; 3. unehel. Kind mit hässlicher Magd; Jakob Freund von Magd;,Zürich;,,,,,,,,,,,,35
234,540,7,313,"Sogleich schrieb ich ihre Aussage wörtlich nieder, liess sie von ihr unterzeichnen und wiederum, wenn ich nicht sehr irre, durch den Gemeindeammann die Unterschriftbestätigen. ",,,,,,,,,,,,,,,,35
234,540,7,314,"Dass ich meiner Frau Von dieser Geschichte nichts sagte, wirst du, wiewohl du es wahrscheinlich für einen Fehler hältst, doch bei unsern gegenseitigen Stellungen begreifen. ",,,,,,excuse;,,,,,,,,,,35
234,540,7,315,"Dagegen sendete ich sogleich sowohl die frühere als diese letztere Aussage an das Pfarramt der Betreffenden ab, welches ich einlud, die nötigen Schritte gegen jenen Menschen zu tun. ",,,,,,,,,,,,,,,,35
234,540,7,316,"Ich selber wusste gar nicht, wo eingreifen. Hatte er sie oder sie ihn betrogen, oder waren beide schlecht? ",,,,,,,,,,,,,,,,35
