"id","author_id","bibliography","transcript","token_sequence","token","author_name"
"3754","645","532","14","2173","Dieser Zustand eines Landes aber, wo das. Volk an seiner Regierung ",NULL
"3755","645","532","14","2174","zweifelt, ist zu ernst, zu bedauerlich, als daß es nicht Pflicht der ",NULL
"3756","645","532","14","2175","Bürger wäre, die geeigneten Mittel zu dessen Beseitigung aufzusuchen und ",NULL
"3757","645","532","14","2176","auszusprechen, auch auf die Gefahr hin, mißkannt oder mißbilligt zu ",NULL
"3758","645","532","14","2177","werden, um dem Lande den Frieden zu retten. Denn das Volk ist fest ",NULL
"3759","645","532","14","2178","entschlossen, seine bürgerlichen und seine kirchlichen Rechte unverletzt ",NULL
"3760","645","532","14","2179","und unangetastet zu erhalten und zu schirmen. Es ehrt Verfassung und ",NULL
"3761","645","532","14","2180","Gesetz und bleibt ihnen treu, aber es weiß, daß sie ihm gehören.",NULL
"3762","645","532","14","2181","Wir legen Ihnen, Tit.! die folgenden drei Bitten ehrerbietig vor. Ihre ",NULL
"3763","645","532","14","2182","Erfüllung wird unendliche Wohlthat für das Land sein: denn sie wird den ",NULL
"3764","645","532","14","2183","Bürgern Gewährung geben, daß die h. Regierung Eintracht mit dem Volke und ",NULL
"3765","645","532","14","2184","Frieden im Lande wünscht, und am meisten wird sie dieß, wenn die frohe ",NULL
"3766","645","532","14","2185","Kunde einer schnellen Erledigung noch heute von den nach Hause ",NULL
"3767","645","532","14","2186","zurückkehrenden Bürgern allenthalben hin verbreitet werden könnte. Die ",NULL
"3768","645","532","14","2187","Folgen ihrer Versagung zu ermessen, überlassen wir der h. Regierung ",NULL
"3769","645","532","14","2188","selbst.",NULL
"3770","645","532","14","2189","Unsere Bitten sind:",NULL
"3771","645","532","14","2190","1) Es wolle die h. Regierung die dem Central- und den Comités im ",NULL
"3772","645","532","14","2191","Allgemeinen im Erlaß vom 23. August gemachten Beschuldigungen der ",NULL
"3773","645","532","14","2192","Aufwiegelung und des Mißbrauches des Staatsorganismus zu ungesetzlichen ",NULL
"3774","645","532","14","2193","Zwecken als gänzlich grundlos erklären.",NULL
"3775","645","532","14","2194","2) Es wolle die h. Regierung die von der Staatsanwaltschaft gegen den ",NULL
"3776","645","532","14","2195","engern Ausschuß des Central-Comités eingeleitete Klage auf Versuch zum ",NULL
"3777","645","532","14","2196","Aufruhr als unstatthaft unterdrücken, und",NULL
"3778","645","532","14","2197","3) Es wolle die h. Regierung die Staatsanwaltschaft wegen Verletzung des ",NULL
"3779","645","532","14","2198","§. 5 der Verfassung zur Rechenschaft ziehen und Vorsorge treffen, daß ",NULL
"3780","645","532","14","2199","jener Paragraph, die Preßfreiheit enthaltend, nicht nur zum Vortheil der ",NULL
"3781","645","532","14","2200","Gegner des Volks gehandhabt, sondern allen Theilen gleiches Recht ",NULL
"3782","645","532","14","2201","gehalten werde.",NULL
"3783","645","532","14","2202","Und diesen Bitten schließen wir im Namen der vielen Tausend Mitbürger, ",NULL
"3784","645","532","14","2203","die jetzt um uns versammelt sind, die Bitte an, es wolle die h. Regierung ",NULL
"3785","645","532","14","2204","die Bürger ihr Petitionsrecht frei und ungehindert üben lassen, die ",NULL
"3786","645","532","14","2205","hemmenden Befehle der Statthalterämter entkräften und die Herren ",NULL
"3787","645","532","14","2206","Statthalter zur Rechenschaft ziehen.",NULL
"3788","645","532","14","2207","Ihrer ernsten Erwägung die Lage des Vaterlandes und die Stellung der ",NULL
"3789","645","532","14","2208","Bürger dringend empfehlend und Sie im Namen derselben um schnelle und ",NULL
"3790","645","532","14","2209","befriedigende Antwort bittend, versichern wir Sie, Tit.! unserer ",NULL
"3791","645","532","14","2210","schuldigen Hochachtung und Treue.",NULL
"3792","645","532","14","2211","Die Bezirks-Comités der vereinigt petitionirenden ",NULL
"3793","645","532","14","2212","                  Gemeinden. ",NULL
"3794","645","532","14","2213","    Der Präsident, Hürlimann-Landis. ",NULL
"3795","645","532","14","2214","  Der Vice-Präsident, Dr. Rahn-Escher. ",NULL
"3796","645","532","14","2215","      Der Aktuar, Spöndlin, Prok. ",NULL
"3797","645","532","14","2216","13b) Der Bescheid des Regierungsraths lautet wörtlich: ",NULL
"3798","645","532","14","2217","Der Regierungsrath ",NULL
"3799","645","532","14","2218","nach Anhörung einer aus Kloten vom heutigen Tag datirten Petition, ",NULL
"3800","645","532","14","2219","unterzeichnet die Bezirks-Comités der vereinigt petitionirenden Gemeinden ",NULL
"3801","645","532","14","2220","[illegible, 3 signs]",NULL
"3802","645","532","14","2221","hat",NULL
"3803","645","532","14","2222","mit Rücksicht auf die Bitte baldiger Erledigung ",NULL
"3804","645","532","14","2223","                     beschlossen: ",NULL
"3805","645","532","14","2224","        folgenden Bescheid zu ertheilen: ",NULL
"3806","645","532","14","2225","Der Beschluß des Regierungsraths vom 23. V. M., welcher vielfach auf ",NULL
"3807","645","532","14","2226","irrige Weise ausgelegt worden, hat durch die Kundmachung vom 31. in Bezug ",NULL
"3808","645","532","14","2227","auf das Ganze seines Inhaltes ein vollständige Erläuterung erhalten, ",NULL
"3809","645","532","14","2228","welche hinreichende Zusicherungen gibt, daß den verfassungsmäßigen ",NULL
"3810","645","532","14","2229","Rechten der Bürger, hinsichtlich ihres Petitionsrechtes und der ",NULL
"3811","645","532","14","2230","Preßfreiheit, keinerlei Eintrag geschehen solle; — es findet sich der ",NULL
"3812","645","532","14","2231","Regierungsrath daher nicht im Falle, darüber weiters sich auszusprechen , ",NULL
"3813","645","532","14","2232","wird hingegen dem großen Rathe, als seiner vorgesetzten Behörde, bei ",NULL
"3814","645","532","14","2233","deren nahem Zusammentritte sowohl über Veranlassung als Inhalt jenes ",NULL
"3815","645","532","14","2234","Beschlusses Bericht erstatten.",NULL
"3816","645","532","14","2235","Was die von der Staatsanwaltschaft nach ihrer Stellung von sich aus ",NULL
"3817","645","532","14","2236","eingeleitete Klage betrifft, welche ohne Auftrag des Regierungsrathes ",NULL
"3818","645","532","14","2237","angehoben worden und bereits in den Händen des betreffenden Gerichtes ",NULL
"3819","645","532","14","2238","liegt, so steht dem Regierungsrathe verfassungsgemäß keine Einwirkung auf ",NULL
"3820","645","532","14","2239","die Verhandlungen des Tribunals zu.",NULL
"3821","645","532","14","2240","In Betreff der Verfügung der Staatsanwaltschaft, gegen welche unter ",NULL
"3822","645","532","14","2241","Berufung auf Art. 5 der Verfassung Klage geführt wird, hat der ",NULL
"3823","645","532","14","2242","Regierungsrath in Folge einer eingekommenen Beschwerde dieselbe schon ",NULL
"3824","645","532","14","2243","früher zur Berichterstattung aufgefordert.",NULL
"3825","645","532","14","2244","Endlich findet der Regierungsrath, es haben die Beamteten, hinsichtlich ",NULL
"3826","645","532","14","2245","der Vollziehung dieses Beschlusses vom 23. V. M. durch die Kundmachung ",NULL
"3827","645","532","14","2246","vom 31. bereits die nöthigen Belehrungen erhalten.",NULL
"3828","645","532","14","2247","13c) Der engere Ausschuß des Central-Comité an die ",NULL
"3829","645","532","14","2248","Bezirks-Committenten. ",NULL
"3830","645","532","14","2249","Theure Freunde und Brüder!",NULL
"3831","645","532","14","2250","Wir haben so eben die nachstehende Antwort von der h. Regierung auf die ",NULL
"3832","645","532","14","2251","von den vereinigten Bezirks-Comités an sie erlassene Adresse erhalten: ",NULL
"3833","645","532","14","2252","(folgt obiger Bescheid.)",NULL
"3834","645","532","14","2253","Daß dieselbe keineswegs befriedigend, noch den Wünschen der Versammlung ",NULL
"3835","645","532","14","2254","entsprechend ist, liegt außer Zweifel. Nicht allein sind die ungerechten ",NULL
"3836","645","532","14","2255","Beschuldigungen gegen uns nicht zurückgenommen, nicht allein die Klage ",NULL
"3837","645","532","14","2256","nicht zurückgezogen, und ist die durch die Staatsanwaltschaft begangene ",NULL
"3838","645","532","14","2257","Verfassungs-Verletzung bloß zu einer Aufforderung zur Berichterstattung ",NULL
"3839","645","532","14","2258","gekommen, sondern die verfassungswidrigen Erlasse vieler Statthalterämter ",NULL
"3840","645","532","14","2259","(?) werden als durch die Proklamation vom 31. Aug. hinreichend beseitigt ",NULL
"3841","645","532","14","2260","betrachtet. Dieß kann aber den Männern, welchen das Volk heute aufs Neue ",NULL
"3842","645","532","14","2261","die Leitung und Führung der heiligen Sache auf der gesetzlichen Bahn (!) ",NULL
"3843","645","532","14","2262","mit einem Vertrauen und einer Freude übertrug, die sie demselben aufs ",NULL
"3844","645","532","14","2263","Festeste verpflichtet, nicht genügen. Ueberdieß dauert der Aufenthalt der ",NULL
"3845","645","532","14","2264","Truppen in Zürich noch fort, und ist ihre Zahl auch heute Abend noch ",NULL
"3846","645","532","14","2265","vermehrt worden.",NULL
"3847","645","532","14","2266","Womit das Volk, womit dessen Abgeordnete diese neue Kränkung verdienten, ",NULL
"3848","645","532","14","2267","wissen wir nicht. Aber wie wir in Kloten einander, wie wir es dem Volke ",NULL
"3849","645","532","14","2268","feierlich versprochen haben, fest und ruhig der heiligen Sache treu zu ",NULL
"3850","645","532","14","2269","dienen, so bleiben wir es auch jetzt. Der engere Ausschuß erachtet es ",NULL
"3851","645","532","14","2270","daher in seiner Pflicht, die sämmtlichen Bezirks- und Gemeinds-Comités ",NULL
"3852","645","532","14","2271","zur ernsten und sorgfältigsten Wachsamkeit aufzufordern, damit die Güter, ",NULL
"3853","645","532","14","2272","für welche sich unsere Mitbürger heute feierlich und freudig erklärten ",NULL
"3854","645","532","14","2273","und deren Wegehrung sie uns auftrugen, demselben gesichert sein.",NULL
"3855","645","532","14","2274","Wir grüßen euch mit Treue und Hochachtung.",NULL
"3856","645","532","14","2275","Zürich den 2. Sept. l839.",NULL
"3857","645","532","14","2276","Der engere Ausschuß des Central-Comité: ",NULL
"3858","645","532","14","2277","            Für denselben: ",NULL
"3859","645","532","14","2278","   Der Vizepräsident: Rahn-Escher. ",NULL
"3860","645","532","14","2279","     Der Aktuar: Spöndli, Prok. ",NULL
"3861","645","532","14","2280","So eben vernehmen wir, daß die Truppen abgedankt werden sollen.",NULL
"3862","645","532","14","2281"," ) Bei dieser Gelegenheit erzählte man, ein gewisses Mitglied des ",NULL
"3863","645","532","14","2282","Regierungsraths habe sich geäußert, es sei sicher, auch in einer neuen ",NULL
"3864","645","532","14","2283","Regierung wieder seinen Platz zu finden. Man [illegible, 1 sign] bien zu ",NULL
"3865","645","532","14","2284","glauben, diese Äußerung komme von Hegetschweiler. Sein anwesender Sohn, ",NULL
"3866","645","532","14","2285","dieses vermuthlich wahrnehmend, erhob sich und sagte laut: wenn so etwas ",NULL
"3867","645","532","14","2286","von einem Mitgliede geäußert worden ist, so muß es wenigstens ein sehr ",NULL
"3868","645","532","14","2287","hinkendes gewesen sein. Eben so wurde auch laut bemerkt, ein gewisses ",NULL
"3869","645","532","14","2288","Regierungsmitglied habe gestern bis Mitternacht mit Hürlimann im Casino ",NULL
"3870","645","532","14","2289","zugebracht. Darauf ward aber nichts entgegnet.",NULL
"3871","645","532","14","2290"," ) Das wäre mithin der Handstreich, den die Radikalen nach dem in ",NULL
"3872","645","532","14","2291","Nr. 20 beigefügten Handschreiben von Rahn",NULL
"3873","645","532","14","2292","Escher beabsichtigten und der, wie es scheine, von dem Landsturmee ",NULL
"3874","645","532","14","2293","[sic] von Pfäffikon glücklich abgeschlagen worden war. Vorwände!",NULL
"3875","645","532","14","2294"," ) Ich muß hier auch noch eines Gerüchtes erwähnen, das damals schon ",NULL
"3876","645","532","14","2295","herumgeboten, geglaubt wurde und jetzt noch geglaubt wird. Die Radikalen ",NULL
"3877","645","532","14","2296","haben, sagte man, ein Register derjenigen Köpfe entworfen, die fallen ",NULL
"3878","645","532","14","2297","müssen und zu dem Ende einen Scharfrichter aus Colmar und zwei ",NULL
"3879","645","532","14","2298","Guillotinen, weil die vorhandene nicht hingereicht hätte, aus Cöln ",NULL
"3880","645","532","14","2299","verschrieben. Zur Stunde, wo ich dieses schreibe, den 17. Okt., wäre man ",NULL
"3881","645","532","14","2300","nicht im Stande, das den Leuten einer gewissen Gegend aus den Köpfen zu ",NULL
"3882","645","532","14","2301","bringen. Als Gegenstück zu diesem Gerüchte Folgendes: 3 Abtheilungen von ",NULL
"3883","645","532","14","2302","Studenten kamen am 6. ans den Volksmassen von Oberstraß heraus zu einem ",NULL
"3884","645","532","14","2303","von ihnen geliebten und geachteten Lehrer, ihn dringend bittend, das Haus ",NULL
"3885","645","532","14","2304","zu verlassen, das als eines derjenigen genannt worden sei, auf welche es ",NULL
"3886","645","532","14","2305","nach Eroberung des, Zeughauses abgesehen wäre. *)",NULL
"3887","645","532","14","2306","*) Was will man sagen! Noch am 5. Nov. waren einige Mitglieder des neuen ",NULL
"3888","645","532","14","2307","großen Rothes christlich genug, die Radikalen oder die Abgetretenen ",NULL
"3889","645","532","14","2308","überhaupt zu verdächtigen, als ob sie im Plane gehabt, die Guillotine ",NULL
"3890","645","532","14","2309","arbeiten zu lassen und hauptsächlich auf dieses hin die Nothwendigkeit ",NULL
"3891","645","532","14","2310","ihrer Abschaffung zu demonstriren. Schändliche Verläumdung!",NULL
"3892","645","532","14","2311"," ) Schon in der Bürklischen Zeitung ist mir, wie oben bemerkt, zur Last ",NULL
"3893","645","532","14","2312","gelegt worden, ich hatte absichtlich und um Schrecken zu erregen, die ",NULL
"3894","645","532","14","2313","Lüge verbreitet, es seien eidgen. Truppen im Anmarsch. Pfr. Bernh. Hirzel ",NULL
"3895","645","532","14","2314","gab in seinem „Antheil am 6ten September” die Sache zweideutiger, indem ",NULL
"3896","645","532","14","2315","er im Text sagt, ich hätte zu jenem Zwecke absichtlich diese Unwahrheit ",NULL
"3897","645","532","14","2316","verbreitet, in der Note aber beifügt, es sei leider diese Einberufung nur ",NULL
"3898","645","532","14","2317","zu wahr gewesen. Auf beides habe ich im Republ., der Bürklizeitung und ",NULL
"3899","645","532","14","2318","dem Landboten geantwortet und das eine, wie das andere, als erlogen ",NULL
"3900","645","532","14","2319","erklärt.",NULL
"3901","645","532","14","2320"," ) Ich begnüge mich, diese Ansicht hier ausgesprochen zu haben und will ",NULL
"3902","645","532","14","2321","die Frage, was die übrigen Stände, welche alle, Uri im Laufe der ",NULL
"3903","645","532","14","2322","dießjährigen Tagsatzung! die Verfassung des Kantons Zürich garantirt ",NULL
"3904","645","532","14","2323","haben, zu thun gehabt hätten, anderweitiger Erörterung anheimstellen und ",NULL
"3905","645","532","14","2324","derselben bloß eine zweite beifügen: was würden sie gethan haben, wenn ",NULL
"3906","645","532","14","2325","ein Kanton Schaffhausen oder Glarus [illegible, 3 sings] in die Lage ",NULL
"3907","645","532","14","2326","unseres Kantons gekommen wäre?",NULL
"3908","645","532","14","2327","4 [page number in original]",NULL
"3909","645","532","14","2328"," ) So weit und nicht weiter ist die Frage um Intervention vor dem Reg. ",NULL
"3910","645","532","14","2329","Rathe erörtert worden. Hingegen bin ich der Wahrheit und den betreffenden ",NULL
"3911","645","532","14","2330","Mitgliedern der ehemaligen Regierung schuldig, zu bemerken, daß unser 7 ",NULL
"3912","645","532","14","2331","darüber einverstanden waren, im Nothfalle uns um eidgenössische oder ",NULL
"3913","645","532","14","2332","Concordatshilfe umzusehen. Allein bis zu dem Augenblicke, zu dem unsre ",NULL
"3914","645","532","14","2333","Erzählung gelangt ist, hatten sich bereits drei derselben förmlich von ",NULL
"3915","645","532","14","2334","dieser Ansicht zurückgezogen und es wäre demnach höchst zweifelhaft ",NULL
"3916","645","532","14","2335","gewesen, ob eine Minorität von auch nur 4 Mitgliedern sich am Ende für ",NULL
"3917","645","532","14","2336","eine solche Maßregel würde ergeben haben. Man wird mir sagen: wer sie für ",NULL
"3918","645","532","14","2337","pflichtgemäß hielt, hätte sich durch die Aussicht, in der Minorität zu ",NULL
"3919","645","532","14","2338","bleiben, nicht abschrecken lassen sollen. In einer Beziehung gebe ich ",NULL
"3920","645","532","14","2339","dieses zu: diese Minorität hätte dadurch wenigstens den ehrenvollsten Weg ",NULL
"3921","645","532","14","2340","finden können, abzutreten und das wäre vielleicht das Beste für sie ",NULL
"3922","645","532","14","2341","selbst gewesen. Andere Rücksichten, die ohne .Zweifel genommen worden ",NULL
"3923","645","532","14","2342","sind, wollen wir einer spätern, ruhigern ,Zeit, wo man wieder nicht bloß ",NULL
"3924","645","532","14","2343","Facta erzählen, sondern auch darüber urtheilen darf, zu würdigen ",NULL
"3925","645","532","14","2344","überlassen.",NULL
"3926","645","532","14","2345","Hürlimann-Landis hat an die an diesem Abend stattgehabte Sitzung des Reg. ",NULL
"3927","645","532","14","2346","Rathes einen Aufruf zum Sturme im Bezirk Andelfingen geknüpft, der durch ",NULL
"3928","645","532","14","2347","Amtsrichter Merz dort verbreitet worden ist. Derselbe lautet:",NULL
"3929","645","532","14","2348","„An das Gemeinds-Comité N., Bezirk ",NULL
"3930","645","532","14","2349","             Andelfingen.[missing quote char]",NULL
"3931","645","532","14","2350","„Gestern, den 5. Herbstm. hatte der hohe Regierungsrath nach ",NULL
"3932","645","532","14","2351","glaubwürdiger Nachricht Sitzung, um darüber zu debattiren, ob nicht das ",NULL
"3933","645","532","14","2352","Siebner Concordat gegen das eigene Volk in Anwendung zu bringen sei. Es ",NULL
"3934","645","532","14","2353","wurde bis Nachts 9 Uhr gestritten, und zuletzt ergab sich nur eine ",NULL
"3935","645","532","14","2354","Minorität für diese Maßregel, aber nach dem 7ner Concordat kann auch eine ",NULL
"3936","645","532","14","2355","Minderheit den Schutz desselben ansprechen.”",NULL
"3937","645","532","14","2356","„Hierauf aufmerksam gemacht, und in der Meinung, daß die Häupter der ",NULL
"3938","645","532","14","2357","Radikalen einen verzweifelten Streich beabsichtigen, — erhob sich der ",NULL
"3939","645","532","14","2358","ganze Bezirk Pfäffikon, ließ Sturm läuten und befindet sich mit 2500 Mann ",NULL
"3940","645","532","14","2359","vor den Thoren Zürichs.”",NULL
"3941","645","532","14","2360","„Inzwischen besitzt die volksthümliche und für das Volksinteresse warm ",NULL
"3942","645","532","14","2361","schlagende Stadt alle Posten zur Aufrechthaltung guter Ordnung des ",NULL
"3943","645","532","14","2362","Eigenthums. (!) Die Bezirke Horgen, Meilen und Zürich fangen jetzt an ",NULL
"3944","645","532","14","2363","Sturm zu läuten und heranzukommen, Das Centralcomité wird sich berathen, ",NULL
"3945","645","532","14","2364","was zu thun sei.”",NULL
"3946","645","532","14","2365","„Eine provisorische Regierung wird gebildet werden müssen, da die alte ",NULL
"3947","645","532","14","2366","das Zutrauen nicht mehr besitzt.”",NULL
"3948","645","532","14","2367","„Die Grundsätze der Verfassung, unbedingte Rechtsgleichheit, werden ",NULL
"3949","645","532","14","2368","festgestellt, so wie die Volksrechte im Allgemeinen als das heiligste Gut ",NULL
"3950","645","532","14","2369","betrachtet.”",NULL
"3951","645","532","14","2370","„Morgen wird eine ungeheure Volksversammlung die nähern Beschlüsse ",NULL
"3952","645","532","14","2371","fassen.”",NULL
"3953","645","532","14","2372","„Laßt Sturm läuten Brüder! vereinigt Euch zum Schutze der ",NULL
"3954","645","532","14","2373","verletzten Religion, der verletzten Verfassung, der Grundlage einer ",NULL
"3955","645","532","14","2374","bessern Zukunft! — Gott mit Euch und uns!”",NULL
"3956","645","532","14","2375","„Zürich den 6. Sept. 1839.",NULL
"3957","645","532","14","2376","Der Präsident des Central-Comité: ",NULL
"3958","645","532","14","2377","     I. Hürlimann-Landis. ",NULL
"3959","645","532","14","2378","   Dem Original gleichlautend: ",NULL
"3960","645","532","14","2379","   Joh. Merz, Bezirksrichter.” ",NULL
"3961","645","532","14","2380","Man sieht, Hr. Hürlimann hat die Napoleonschen Armeebülletins gelesen, ",NULL
"3962","645","532","14","2381","allein wenn ihn seine Schüler Rahn und Spöndli nicht secundiren, ",NULL
"3963","645","532","14","2382","happert's mit der Redaktion. — Von dem Vielen, was sich sagen ließe nur ",NULL
"3964","645","532","14","2383","folgendes Wenige:",NULL
"3965","645","532","14","2384","Im ersten Satze ist jedes Wort eine Lüge. Auf diese Unwahrheiten und auf ",NULL
"3966","645","532","14","2385","eine Meinung, die Meinung hin, die Häupter der Radikalen beabsichtigen ",NULL
"3967","645","532","14","2386","einen verzweifelten Streich, konnte dieser Mann der Religion, dieser Mann ",NULL
"3968","645","532","14","2387","der Verfassung und Gesetze einen ganzen Bezirk zum Sturmläuten ",NULL
"3969","645","532","14","2388","auffordern: — Und wie reimt sich die Angabe, bis Nachts 9 Uhr wurde ",NULL
"3970","645","532","14","2389","gestritten, mit der Thatsache, daß die Sitzung schon vor 7 Uhr vorbei war ",NULL
"3971","645","532","14","2390","und in Pfäffikon, 4 Stunden entfernt — schon um 7 Uhr gestürmt wurde! Wie ",NULL
"3972","645","532","14","2391","konnte H. spätestens um 9 Uhr Vormittags am 6. — (denn um 11 Uhr war der ",NULL
"3973","645","532","14","2392","Aufruf schon in Einbrach!) schon sagen: eine provisorische Regierung ",NULL
"3974","645","532","14","2393","werde gebildet werden müssen! Das sind Fäden, spürte man ihnen nach, sie ",NULL
"3975","645","532","14","2394","würden durch's Labyrinth zur Wahrheit führen!",NULL
"3976","645","532","14","2395","Es ist hier der Ort, auch Rahn-Eschers Brief vom 5. Morgens 10 Uhr ",NULL
"3977","645","532","14","2396","aufzunehmen, den er an alle Präsidenten der Bezirks-Comité versandte:",NULL
"3978","645","532","14","2397","„Freunde und Brüder!”",NULL
"3979","645","532","14","2398","«Die Feinde drohen das Vaterland mit fremden Truppen zu überziehen, ",NULL
"3980","645","532","14","2399","Neuhaus bietet Bern auf und Baselland rüstet sich. Ich ersuche Euch, Euch ",NULL
"3981","645","532","14","2400","in Bereitschaft zu halten, damit, wenn die Glocken gehen, Alles zum ",NULL
"3982","645","532","14","2401","Sturme bereit sei. Ein guter Theil kommt dann nach Zürich und ein anderer ",NULL
"3983","645","532","14","2402","Theil bleibt bei Hause zur Bewachung des eigenen Herdes.",NULL
"3984","645","532","14","2403","Rahn-Escher.",NULL
"3985","645","532","14","2404"," a) Dieser Eine ist Hr. Cant. Rath Studer in Wipkingen, der Mann, der ",NULL
"3986","645","532","14","2405","über den 6. wohl den meisten Much bewiesen hat, der Morgens früh durch ",NULL
"3987","645","532","14","2406","den Gewaltshaufen in Oberstraß ritt, auf dem Posthause 100 gute Dragoner ",NULL
"3988","645","532","14","2407","verlangte, Freiwillige im Limatthale auf die Beine brachte und erst gegen ",NULL
"3989","645","532","14","2408","Abend durchs Gedränge in der Stadt sich Luft machte und sich nach Hause ",NULL
"3990","645","532","14","2409","begab.",NULL
"3991","645","532","14","2410"," a) Diesem Manne übergab ein Bote von Rahn",NULL
"3992","645","532","14","2411","Escher zur Weiterbeförderung in der Gegend von Dübendorf folgenden Brief: ",NULL
"3993","645","532","14","2412","„An die Männer des Bezirkes Pfäffikon.„ Zürich den 5. Sept. 39. [?] ",NULL
"3994","645","532","14","2413","Mitternacht”. „Theure Freunde! Ich eile Euch zu bitten, ruhig zu bleiben. ",NULL
"3995","645","532","14","2414","In der Stadt ist Alles ruhig aber bereit gegen die Radikalen, die, wie es ",NULL
"3996","645","532","14","2415","sich heraus stellt, einen Handstreich im Sinne hatten, der aber durch ",NULL
"3997","645","532","14","2416","Euch glücklich abgewendet scheint. Ich bitte Euch daher entweder ruhig zu ",NULL
"3998","645","532","14","2417","bleiben und nach Hause zu gehen, oder, wenn Ihr nach der Stadt kommt, ",NULL
"3999","645","532","14","2418","nichts anderes als zu sagen, Ihr kommt, um zu wissen, ob Spöndli und ich ",NULL
"4000","645","532","14","2419","wohl seien.",NULL
"4001","645","532","14","2420","Mit Treue und Freundschaft Euer ",NULL
"4002","645","532","14","2421","Escher.” ",NULL
"4003","645","532","14","2422","21b) Den speciellen Auftrag hiezu «hielt er Nachts 12 Uhr von Herrn ",NULL
"4004","645","532","14","2423","Bürgermeister Heß.",NULL
"4005","645","532","14","2424"," a) Gar christlich und menschenfreundlich wurde in einem Pfarrhause, ",NULL
"4006","645","532","14","2425","nach dem ich im Oktbr. zwei Kinder durch den Tod verloren hatte, gesagt: ",NULL
"4007","645","532","14","2426","„Das ist der Lohn für seine Absicht, die Studenten zu bewaffnen und ",NULL
"4008","645","532","14","2427","manchem Vaterherzen den Schmerz über den Verlust eines geliebten Sohnes ",NULL
"4009","645","532","14","2428","zu bereiten,” In den „Betrachtungen über die Revolution im Kant.",NULL
"4010","645","532","14","2429","Zürich in Briefen eines Zürchers an einen Basler” heißt es mir Recht: „Da ",NULL
"4011","645","532","14","2430","ist kein Nahme, keine Verdächtigung gemein genug, mit Freuden wird sie ",NULL
"4012","645","532","14","2431","angenommen. Das ist ein schlimmes Leichen; das beweist nur, daß viel ",NULL
"4013","645","532","14","2432","Gefühl aus dem Volke gewichen ist, denn sonst fühlte es, daß es damit ",NULL
"4014","645","532","14","2433","sich selbst besudelt. Ueberhaupt nur kein Wort der Ruhe und Vernunft ",NULL
"4015","645","532","14","2434","durfte nach dem 6. Sept. gesprochen werden. Es lag eine furchtbare ",NULL
"4016","645","532","14","2435","Inquisition auf dem Lande, und daß so wenig Unheil geschah, kommt daher, ",NULL
"4017","645","532","14","2436","daß die Gegenparthei kaum wagte zu athmen. Der Name „Strauß” war dem ",NULL
"4018","645","532","14","2437","Volke jetzt mehr als Dieb, Hurer und Mörder; und mit diesem Namen ",NULL
"4019","645","532","14","2438","brandmarkte man bald jeden Ruhigen,” Zur Bestätigung dessen füge ich noch ",NULL
"4020","645","532","14","2439","bei, daß man in vielen Dörfern die sogenannten „Straußen” nicht bloß mit ",NULL
"4021","645","532","14","2440","einer Verachtung ansieht und behandelt wie gewöhnliche Verbrecher', in ",NULL
"4022","645","532","14","2441","solche Verachtung mischt sich doch immer ein Gefühl von Mitleid und ",NULL
"4023","645","532","14","2442","Barmherzigkeit und die Voraussicht, solche Unglückliche seien doch nur ",NULL
"4024","645","532","14","2443","zeitlich, nicht ewig verloren. Mit Abscheu, mit Graus hingegen wendet man ",NULL
"4025","645","532","14","2444","sich von einem „Strauß”, der ja mit seinem Unglauben die Seligkeit ",NULL
"4026","645","532","14","2445","verwirkt hat. Jeden Augenblick sollte sich, nach solcher Meinung, der ",NULL
"4027","645","532","14","2446","Boden aufthun und einen Strauß verschlingen und wer einen „Strauß” ",NULL
"4028","645","532","14","2447","beschimpft, mißhandelt, schädigt — begeht ein Gott gefälliges Werk. — ",NULL
"4029","645","532","14","2448","Mein »jähriger Knabe ging jüngst durch seinen Heimathsort: „Bist du da, ",NULL
"4030","645","532","14","2449","du Antichrist”, rief man ihm nach ! —",NULL
"4031","645","532","14","2450","22b) Auch der Staatsanwaltschaft ist der Vorwurf gemacht worden, sie habe ",NULL
"4032","645","532","14","2451","die Studenten aufgefordert sich zu bewaffnen. Ich habe mich genau hienach ",NULL
"4033","645","532","14","2452","erkundigt und von Hr. Benz Auskunft erhalten über Folgendes, wovon ich ",NULL
"4034","645","532","14","2453","zum Theil Augenzeuge war: Um 10 Uhr Abends verlangte Jemand vom Kaffee ",NULL
"4035","645","532","14","2454","Widder auf der Hauptwache, daß man bei den dort versammelten Studenten, ",NULL
"4036","645","532","14","2455","die ungebührlich lärmten, Ruhe schaffe. Die beiden Polizeisoldaten kamen ",NULL
"4037","645","532","14","2456","mit der Nachricht zurück, dieselben seien allerdings sehr laut und ",NULL
"4038","645","532","14","2457","verlangen Waffen zum Schutz der Regierung. Bald kam ein zweiter ähnlicher ",NULL
"4039","645","532","14","2458","Bericht, dann ein dritter, nach welchem Hr, Benz sich hin begab. Es ",NULL
"4040","645","532","14","2459","gelang ihm sie durch das Versprechen, von ihrem Anerbieten gehörigen ",NULL
"4041","645","532","14","2460","Ortes Anzeige zu machen und sie zu berichten, sobald die Regierung ihrer ",NULL
"4042","645","532","14","2461","Dienste begehre, wenigstens in so weit zu beruhigen, daß sie die ",NULL
"4043","645","532","14","2462","anwesenden Musikanten fortschikten und der Senior ihm versprach, daß sie ",NULL
