"Transcript","Author","Bibliography","Sequence_no","Text","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet",
14,645,532,1379,"gepredigt hätte, nach deren Wahrheit man nicht forschen dürfe; ich ",,,,,,,
14,645,532,1380,"glaubte im Gegentheil, je tiefer man in seine Lehre eindringe, je näher ","lehre;",,,,,,
14,645,532,1381,"man ihrer Quelle komme, je mehr man sie prüfe und erforsche, desto ",,,,,,,
14,645,532,1382,"glänzender werde sie sich in ihrer Wahrheit, Reinheit und Göttlichkeit ","gott;",,,,,,
14,645,532,1383,"bewähren. Was konnte ein Mann, der, nach meiner Ansicht, diesen Weg ",,,,,,,
14,645,532,1384,"verfolgte, ihr schaden? —",,,,,,,
14,645,532,1385,"Und wenn nun Strauß Dinge erforschte, die er für Wahrheit hielt, die auch ",,,"strauss;",,,,
14,645,532,1386,"ich für Wahrheit hielt, war ich denn nicht glücklich, daran glauben zu ","glaube;",,,,,,
14,645,532,1387,"können? Konnte ich sie nicht für wahr halten, wer zwang mich denn, wer ",,,,,,,
14,645,532,1388,"zwang Andere, unsern Christus aufzugeben und an den zu glauben, den ","glaube;",,,,,,
14,645,532,1389,"Strauß lehrte? — Mir scheinen auch in Glaubenssachen die nicht die ","lehre; glaube;",,"strauss;",,,,
14,645,532,1390,"Verführten zu sein, die zum Bewußtsein, zur Ueberzeugung von der Wahrheit ",,,,,,,
14,645,532,1391,"ihres Glaubens gebracht' werden können.","glaube;",,,,,,
14,645,532,1392,"Ueberdem — wer hatte glauben können, daß von einem Professoren an der ","glaube;",,,,,,
14,645,532,1393,"Hochschule aus sich sofort neue, den bisherigen kirchlichen Dogmen ","schule;",,,,,,
14,645,532,1394,"gefährliche Lehrsätze unangefochten oder selbst ohne Erfolg angefochten, ","lehre;",,,,,,
14,645,532,1395,"unter dem Volke verbreiten würden? ","volk;",,,,,,
14,645,532,1396,"[-96—] Was weiß denn das Volk von den Ansichten und Behauptungen der ","volk;",,,,,,
14,645,532,1397,"bisherigen altern und neuern Bibelforscher, von Philo und Origenes an bis ",,,,,,,
14,645,532,1398,"auf Lessing, Schulz, Seiffert, Schneckenburg, George, Eichhorn, ",,,,,,,
14,645,532,1399,"Rosenkranz, Griesbach, Schultheß, Usteri, Horst, Gabler, Krug, Bauer, ",,,,"uster;",,,
14,645,532,1400,"Wegscheider, Schelling, Neander, Bretschneider, Hegel, Schleiermacher, ",,,,,,,
14,645,532,1401,"Paulus und A. herunter, welche alle in der Bibel forschten, und in dieser ",,,,,,,
14,645,532,1402,"oder jener Richtung zu übereinstimmenden oder zu abweichenden Resultaten ",,,,,,,
14,645,532,1403,"gelangten! Kommt doch gerade jetzt von den gewiß nicht immer im Einklang ",,,,,,,
14,645,532,1404,"mit den herrschenden Volksbegriffen stehenden Ansichten der ","volk;",,,,,,
14,645,532,1405,"ausgezeichnetern unter uns lebenden Theologen wenig oder nichts unter das ",,,,,,,
14,645,532,1406,"Volk.","volk;",,,,,,
14,645,532,1407,"Wenn es daher uns als Vergehen angerechnet werden wollte, zur Berufung ",,,,,,,
14,645,532,1408,"von Strauß mitgewirkt zu haben, so könnte ich mir wenigstens dieses ",,,"strauss;",,,,
14,645,532,1409,"Urtheil nur in dem Falle gefallen lassen, wenn vorauszusetzen war, das ",,,,,,,
14,645,532,1410,"Volk habe darüber zu entscheiden. Daran aber konnte zu jener Zeit Niemand ","volk;",,,,,,
14,645,532,1411,"denken, der nicht unser —- geistliche oder politische Gegner war. Hätte ",,,,,,,
14,645,532,1412,"man aus der Wahl von Strauß das Aufheben nicht gemacht, sie ",,,"strauss;",,,,
14,645,532,1413,"stillschweigend hingenommen und die befürchtete Gefährlichkeit seiner ",,,,,,,
14,645,532,1414,"Vorträge durch die geeigneten Mittel, deren so viele zu Gebote standen, ",,,,,,,
14,645,532,1415,"zu parallysiren gesucht, — wäre, so möchte ich fragen, des Unglückes so ",,,,,,,
14,645,532,1416,"viel entstanden wie jetzt, da man die Frage zu einer religiösen und ",,,,,,,
14,645,532,1417,"politischen Lebensfrage für das ganze Volk gemacht hat? ","volk;",,,,,,
14,645,532,1418,"Indem ich hierauf entschieden mit Nein antworte — fällt die größere ","wort;",,,,,,
14,645,532,1419,"Schuld, was ich von Anfang immer gegen Feind und [-97—] Freund behauptet ","freund; feind;",,,,,,
14,645,532,1420,"habe, auf die, die das letztere gethan haben.",,,,,,,
14,645,532,1421,"Von all' dem entstandenen Unglück ist der Sturz der Regierung bei weitem ","regierung;",,,,,,
14,645,532,1422,"nicht das größte. Eine Regierung, die in sich selbst so uneinig und ","regierung;",,,,,,
14,645,532,1423,"zerrissen ist, muß fallen, 34)[ ] sie verdient nichts Besseres. ",,,,,,,
14,645,532,1424,"Ihr Sturz ist übrigens nicht so wohl ein Werk der Nemesis für ihre ",,,,,,,
14,645,532,1425,"frühern Handlungen — wäre er dies, hätte sie ganz und nicht bloß zu 5/6 ",,,,,,,
14,645,532,1426,"stürzen müssen, als ein Werk der Allianz zwischen Clerus und ",,,,,,,
14,645,532,1427,"Aristokratie. Ein Bund, dem alle Garantien eines glücklichen Gelingens ",,,,,,,
14,645,532,1428,"inwohnten: Talent, Geld, Gelegenheit, Fanatismus. — 35)[ ] ",,,,,,,
14,645,532,1429,"[-98—]Das größte Unglück ist die Auflösung aller Bande der Ordnung und ","ordnung;",,,,,,
14,645,532,1430,"Disziplin, der Unfriede, der Gemeinden und Familien entzweit, das ","friede;",,,,,,
14,645,532,1431,"Beispiel von gewaltsamer Zernichtung des Paktes, den das Volk vor Gottes ","volk; gott;",,,,,,
14,645,532,1432,"Angesicht unter sich abschloß und beschwor, und das, glaube man es ","glaube;",,,,,,
14,645,532,1433,"sicherlich, seine furchtbaren Folgen haben wird. ",,,,,,,
14,645,532,1434,"So wenig als eine in sich selbst zerrissene Regierung bestehen kann, eben ","regierung;",,,,,,
14,645,532,1435,"so wenig wird ein Volk bestehen, das eine selbst geschaffene, auf den ","volk;",,,,,,
14,645,532,1436,"Grundsätzen der Gerechtigkeit und der Vernunft beruhende [-99-] ","ruhe;",,,,,,
14,645,532,1437,"Verfassung, welche ausdrücklich die Mittel angibt, Gesetzgeber, Richter, ",,,,,,,
14,645,532,1438,"Verwalter seiner wichtigsten Interessen, nach seinem Herzen über sich zu ",,,,,,,
14,645,532,1439,"setzen, nach zwei Jahren über den Haufen wirft und den Staatsorganismus ",,,,,,,
14,645,532,1440,"zerstört. Auch dieser Weg führt zur Auflösung. Und wie der Kanton Zürich ","zürich;",,,"zürich;",,,
14,645,532,1441,"in den jüngsten Tagen sich neben die letzten der Schweizerkantone ",,,,,,,
14,645,532,1442,"zurückgestellt hat, so befürchte ich, hat er damit zugleich den ersten ",,,,,,,
14,645,532,1443,"Schritt gethan, der auf den Abgrund zugeht, über welchem unsre ",,,,,,,
14,645,532,1444,"Nationalität schwebt. ",,,,,,,
14,645,532,1445,"— Wenn es einzelnen Personen möglich war, auf diesen Zustand ",,,,,,,
14,645,532,1446,"hinzuarbeiten, ihn herbeizuführen, wie sich dieses von einem sich zum ",,,,,,,
14,645,532,1447,"Fanatismus hinneigenden, dabei eiteln und desto leichter vorzuschiebenden ",,,,,,,
14,645,532,1448,"Hürlimann und von ehrgeizigen Aristokraten, wie Bluntschli, Spöndli und ",,,,,,,
14,645,532,1449,"Rahn-Escher leicht erklären läßt, ",,,"escher;",,,,
14,645,532,1450,"so ist [-100—]hingegen weniger zu begreifen und weniger zu entschuldigen, ",,,,,,,
14,645,532,1451,"wie Zürich, die Stadt, sich gegen die bisherige Regierung und den großen ","zürich; regierung;",,,"zürich;",,,
14,645,532,1452,"Rath, während derer Wirksamkeit sie sich so ungemein verschönerte, ",,,,,,,
14,645,532,1453,"vergrößerte, aufblühte, an die Bewegung anschließen und ihren Sturz ",,,,,,,
14,645,532,1454,"befördern helfen konnte! —",,,,,,,
14,645,532,1455,"Am Schlusse meiner Betrachtungen noch einen Blick auf unsre Volksschule! ","volk; schule;",,,,,,
14,645,532,1456,"Abgesehen von dem Undanke, dem Unrechte, das dem Mann widerführt, der mit ",,,,,,,
14,645,532,1457,"einer der thätigsten Beförderer einer Schulverbesserung, und zugleich die ",,,,,,,
14,645,532,1458,"festeste Stütze der verbesserten Schule war, — die Nachwelt wird ihn ","schule;",,,,,,
14,645,532,1459,"darum segnen und seinen Namen wieder zu Ehren bringen!","ehre;",,,,,,
14,645,532,1460," — scheint es nach allen neuen Vorgängen ausgemacht, daß vorerst der ",,,,,,,
14,645,532,1461,"ganze Volksschullehrerstand im Personellen wesentlichen Veränderungen ","volk; schule; lehre;",,,,,,
14,645,532,1462,"unterliegen wird. Die thätigen, geschickten Köpfe ziehen sich zurück, ",,,,,,,
14,645,532,1463,"wiedmen sich andern Berufsarten oder gehen in andere Kantone; die, welche ",,,,,,,
14,645,532,1464,"sich eine eigene Meinung in der bekannten Angelegenheit erlaubten, werden ",,,,,,,
14,645,532,1465,"beleidigt, verstoßen, von oben ohne Schutz gelassen, und die, welche sich ",,,,,,,
14,645,532,1466,"unter den geistlichen Pantoffel bequemen, vorgezogen. ",,,,,,,
14,645,532,1467,"Kaum wird der Erziehungsrath, wenn auch seine Mehrheit es wollte, den ",,,,,,,
14,645,532,1468,"gegen die Schule heraufgerufenen Geist zu beschwören im Stande sein: das ","schule;",,,,,,
14,645,532,1469,"Volk ist nicht bloß souverän, es steht über Behörden und Gesetzen das hat ","volk;",,,,,,
14,645,532,1470,"man ihm neulich zugegeben, und wenn eine Gemeinde ihren Lehrer oder die ","lehre;",,,,,,
14,645,532,1471,"Lehrmittel abgeschworen hat, sie nicht will, wer kann sie dazu zwingen? ","lehre;",,,,,,
14,645,532,1472,"Wie gerne wird meine Besorgniß verstummen, wenn es den neuen Behörden ",,,,,,,
14,645,532,1473,"gelingt, [-101—]das Wort zu lösen, das der jetzige Großrathspräsident am ","wort;",,,,,,
14,645,532,1474,"Schlusse seiner Eröffnungsrede in der Sitzung vom 1. Oktober letzthin ",,,,,,,
14,645,532,1475,"gegeben hat! ",,,,,,,
14,645,532,1476,"— Zwar fällt es mir schwer, diese Worte mit den Worten das vom ","wort;",,,,,,
14,645,532,1477,"Erziehungrathe unterm 16. Oktober erlassenen Manifestes in Einklang zu ",,,,,,,
14,645,532,1478,"bringen, welcher der bisherigen Volksschule den Vorwurf macht, ob der ","volk; schule;",,,,,,
14,645,532,1479,"Verstandesbildung die religiöse Bildung vernachläßigt zu haben. Sowohl in ",,,,,,,
14,645,532,1480,"diesem in meinen Augen höchst unverdienten Vorwurfe ",,,,,,,
14,645,532,1481,"— man prüfe doch auch über religiöse Dinge die Zöglinge der alten und die ",,,,,,,
14,645,532,1482,"der neuen Schule! — man betrachte die Lehrmittel und ihre ","schule; lehre;",,,,,,
14,645,532,1483,"Zweckmäßigkeit! ",,,,,,,
14,645,532,1484,"als in später folgenden Andeutungen sehe ich die Richtung vorgezeichnet, ",,,,,,,
14,645,532,1485,"die der Erziehungsrath von nun an unserm Volksschulwesen zu geben ","volk;",,,,,,
14,645,532,1486,"gedenkt, und ich befürchte, unter dieser Leitung und mit Lehren, wie ","lehre;",,,,,,
14,645,532,1487,"sie sein oder werden müssen, wenn sie ihr kümmerlich Brod haben wollen, ",,,,,,,
14,645,532,1488,"wird die schöne Aufgabe der Volksschule: Ausbildung der (vom gütigen ","volk; schule;",,,,,,
14,645,532,1489,"Schöpfer auch in das Innere des ärmsten Kindes gelegten) ",,,,,,,
14,645,532,1490,"Verstandeskräfte gestrichen und die junge Welt zum blinden, ",,,,,,,
14,645,532,1491,"bewußtloßen Glauben und Gehorchen angeführt. ","glaube;",,,,,,
14,645,532,1492,"Mir ist, als ob eine kalte, unfreundliche Luft über den schönen Garten ","freund;",,,,,,
14,645,532,1493,"Gottes, das Feld der Volksbildung, auf welchem auch ich seit vielen ","volk; gott;",,,,,,
14,645,532,1494,"Jahren mit Liebe, mit Eifer, mit vieler Hoffnung — und nicht ohne Erfolg ","liebe;",,,,,,
14,645,532,1495,"— gearbeitet habe, hereinzuströmen und den kräftigen Wachsthum der ",,,,,,,
14,645,532,1496,"Pflanzen zu behindern drohte, deren Reife wir bald hätten entgegen sehen ",,,,,,,
14,645,532,1497,"können.",,,,,,,
14,645,532,1498,"[-102—] Gedruckt in Hegners Buchdruckerei.",,,,,,,
14,645,532,1499," ) So brachte ein Bülletin der Bürklischen Zeitung vom 11. oder 12, die ","zeitung;",,"bürkli;",,,,
14,645,532,1500,"Nachricht, ich habe, um Schrecken zu erregen, geflissentlich die Lüge ",,,,,,,
14,645,532,1501,"verbreitet, es seien fremde Truppen im Anmarsch.","fremde;",,,,,,
14,645,532,1502,"(Siehe auch noch Anmerkung 17.)",,,,,,,
14,645,532,1503,"Von den krassen, tollen Zulagen, die man mir in der Stadt, in meinem ",,,,,,,
14,645,532,1504,"Wahlkreis, in meinem Heimathsorte machte, schweige ich; die unedle ",,,,,,,
14,645,532,1505,"Absicht, die dabei vorwaltete, ist kein Geheimniß: es war darum zu thun, ",,,,,,,
14,645,532,1506,"zu verläumden.",,,,,,,
14,645,532,1507," ) Das Central-Comité an die Bürger der vereinigt petitionirenden ","comité; bürger;",,,,,,
14,645,532,1508,"Kirchgemeinden.",,,,,,,
14,645,532,1509,"Liebe Mitbürger! Theure Freunde!","liebe; freund; bürger;",,,,,,
14,645,532,1510,"Ihr habt uns den Auftrag gegeben, auf dem Wege der Petition an den Großen ",,,,,,,
14,645,532,1511,"Rath zu gelangen, und sowohl in einzelnen Bestimmungen der betreffenden ",,,,,,,
14,645,532,1512,"Gesetze als in der Wahlart der betreffenden Behörden Garantien zu ",,,,,,,
14,645,532,1513,"begehren für die Erhaltung eines lebendigen, christlichen Glaubens in ","glaube; begehren;",,,,,,
14,645,532,1514,"Kirche und Schule.","schule; kirche;",,,,,,
14,645,532,1515,"Wir haben Euere Petition dem großen Rathe seiner Zeit eingegeben, und ",,,,,,,
14,645,532,1516,"derselbe hat in seiner letzten Sitzung vom 24. bis 27. Juni dieses Jahres ",,,,,,,
14,645,532,1517,"über dieselbe definitiv entschieden. Euern Wünschen hat derselbe so weit ",,,,,,,
14,645,532,1518,"Rechnung getragen, daß:",,,,,,,
14,645,532,1519,"1) die religiösen Lehrmittel der Schule durch eine gemeinsame Kommission ","schule; lehre;",,,,,,
14,645,532,1520,"des Kirchenrathes geprüft — nicht aber von dem erstem auch genehmigt ","kirche;",,,,,,
14,645,532,1521,"werden sollen;",,,,,,,
14,645,532,1522,"2) daß in den untern Volksschulen in jeder Klasse wöchentlich 3 Stunden ","volk; schule;",,,,,,
14,645,532,1523,"dem Religionsunterrichte gewidmet werden; ",,,,,,,
14,645,532,1524,"3) daß die Religionslehrer am Seminar und an der Kantonsschule aus den ","schule; lehre;",,,,,,
14,645,532,1525,"durch den Kirchenrath ordinirten Geistlichen gewählt werden — nicht aber, ","kirche;",,,,,,
14,645,532,1526,"daß der Kirchenrath auch an der Wahl einen Antheil habe;","kirche;",,,,,,
14,645,532,1527,"4) daß im Seminar auf religiöse Bildung und Besuch des öffentlichen ",,,,,,,
14,645,532,1528,"Gottesdienstes der Zöglinge gehalten, daß auch in ihrer Erziehung auf ","gott;",,,,,,
14,645,532,1529,"Religion und Sittlichkeit hingestrebt werden solle — nicht aber, daß das ",,,,,,,
14,645,532,1530,"Seminar durch eine Totalrevision in entschieden christlichem Geiste, wie ",,,,,,,
14,645,532,1531,"Ihr sie wünschtet, die Pflanzschule evangelisch-christlicher Jugendlehrer ","schule; lehre;",,,,,,
14,645,532,1532,"und das sicherste Bollwerk gegen den Unglauben werde, und daß also der ","glaube;",,,,,,
14,645,532,1533,"Direktor selbst durch sein Wirken und sein Bekenntniß dem Volke die ","volk;",,,,,,
14,645,532,1534,"Garantie für das Seelenheil seiner Jugend gebe, die dasselbe in der ",,,,"see;",,,
14,645,532,1535,"Person des jetzigen schmerzlich vermißt; ",,,,,,,
14,645,532,1536,"5) daß in der Repetirschule der Religionsunterricht vom Pfarrer ertheilt ","schule; pfarrer;",,,,,,
14,645,532,1537,"und nur mit Vorwissen des Kirchen-und des Erziehungsrathes an Schullehrer ","lehre; kirche;",,,,,,
14,645,532,1538,"übertragen werden solle;",,,,,,,
14,645,532,1539,"Endlich ist der Regierungsrath beauftragt, Bericht und Antrag zu bringen ","regierungsrath;",,,,,,
14,645,532,1540,"über die Wünschbarkeit eines Konviktes im Seminar (d. h. einer solchen ",,,,,,,
14,645,532,1541,"Einrichtung des Seminars, daß die Zöglinge im Seminar selbst unter ",,,,,,,
14,645,532,1542,"unmittelbarer Leitung des Direktors Wohnung, Kost und Erziehung erhalten) ",,,,,,,
14,645,532,1543,"und über die Wünschbarkeit eines eigenen Referenten, der unabhängig vom ",,,,,,,
14,645,532,1544,"Seminardirektor über die Leistungen der Volksschule regelmäßigen Bericht ","volk; schule;",,,,,,
14,645,532,1545,"erstatten soll. ",,,,,,,
14,645,532,1546,"Euere Wünsche, betreffend die freie Repräsentation der Kirche in einer ","kirche;",,,,,,
14,645,532,1547,"gemischten Synode oder auch nur die Oeffentlichkeit der bisherigen ",,,,,,,
14,645,532,1548,"Synode, der verlangte Antheil für den Kirchenrath an der Wahl der ","kirche;",,,,,,
14,645,532,1549,"theologischen Professoren und des Religionslehrers am Seminar, der ","lehre;",,,,,,
14,645,532,1550,"Antheil einer gemischten Synode an der Wahl einiger Erziehungsräthe, die ",,,,,,,
14,645,532,1551,"gewünschte Einführung eines Lehrbuchs in die Real» und Repetirschule, ","schule; lehre;",,,,,,
14,645,532,1552,"welches die Hauptpunkte unserer Glaubenslehre enthalte, und die ","lehre; glaube;",,,,,,
14,645,532,1553,"Entfernung eines jeweiligen Seminardirektors aus dem Erziehungsräthe ",,,,,,,
14,645,532,1554,"wurden entschieden verworfen. ",,,,,,,
14,645,532,1555,"Wenn wir nun in diesen Beschlüssen allerdings einige Berücksichtigung der ",,,,,,,
14,645,532,1556,"Volkswünsche finden, so gestehen wir dagegen offen, daß unsere ","volk;",,,,,,
14,645,532,1557,"Besorgnisse keineswegs gehoben sind, und hätten wir nicht mehr ",,,,,,,
14,645,532,1558,"Vertrauen auf Euern ernsten Willen, in all' Euerem Leben ",,,,,,,
14,645,532,1559,"eine auf den christlichen Glauben gegründete Sittlichkeit zu offenbaren; ","glaube;",,,,,,
14,645,532,1560,"wäre nicht vor Allem der Herr, welcher fein Reich behütet, unsere ",,,,,,,
14,645,532,1561,"Zuversicht: so könnten wir in diesen gesetzlichen, Bestimmungen kaum ",,,,,,,
14,645,532,1562,"irgend eine Garantie finden für die Erhaltung eines lebendigen ",,,,,,,
14,645,532,1563,"christlichen Glaubens. Wir können diesen Zugeständnissen des Gesetzgebers ","glaube;",,,,,,
14,645,532,1564,"um so weniger Werth beilegen, da wir aus seinen Verhandlungen zu unserm ",,,,,,,
14,645,532,1565,"großen Bedauern haben ersehen müssen, daß die Volkswünsche auf mancherlei ","volk;",,,,,,
14,645,532,1566,"Weise verdächtigt und mit beständigem Mißtrauen verfolgt worden sind, als ",,,,,,,
14,645,532,1567,"ob Ihr den Schild des Glaubens nur darum erhoben hattet, um politisch ","glaube;",,,,,,
14,645,532,1568,"revolutionäre Absichten und ein Streben nach bloß irdischem Gewinn ","revolution;",,,,,,
14,645,532,1569,"darunter zu verbergen; als ob Ihr nicht fähig wäret, um Eueres ",,,,,,,
14,645,532,1570,"Seelenheils willen einen so ernsten Schritt zu thun, wie Ihr ihn gethan ",,,,"see;",,,
14,645,532,1571,"habet.",,,,,,,
14,645,532,1572,"Tief hat es Euch betrüben müssen, zu vernehmem, mit welcher Verachtung ",,,,,,,
14,645,532,1573,"mehrere Mitglieder des Großen Rathes sich über unsere Glaubenslehre ","lehre; glaube; mitglied;",,,,,,
14,645,532,1574,"ausgesprochen haben. Euere ernsten Besorgnisse konnten nicht gehoben, ",,,,,,,
14,645,532,1575,"sondern mußten eher vermehrt werden, wenn ein Mitglied offen die ","mitglied;",,,,,,
14,645,532,1576,"Frömmigkeit als etwas Werthloses von sich wies; wenn andere sich ",,,,,,,
14,645,532,1577,"erklärten, daß sie nicht nur für sich zu einem großen Theil unserer ",,,,,,,
14,645,532,1578,"Glaubenslehre sich nicht bekennen, sondern auch offen behaupteten, daß ","lehre; glaube;",,,,,,
14,645,532,1579,"diese Lehren unwahr, ja sogar, daß einzelne davon sittenverderblich und ","lehre;",,,,,,
14,645,532,1580,"staatsgefährlich seien, woraus ja nothwendig folgt, daß man solche Lehren ","lehre; noth;",,,,,,
14,645,532,1581,"je eher je lieber beseitigen müsse. Wenn Euere Gegner es ","liebe;",,,,,,
14,645,532,1582,"wagen, sich so auszusprechen selbst in der Versammlung des großen ",,,,,,,
14,645,532,1583,"Rathes, wo sie mit Euerem Zutrauen bekleidet, im ernsten Aufblicke zu ",,,,,,,
14,645,532,1584,"Gott das Heiligthum Euers Glaubens mit allen Kräften vertheidigen ","glaube; gott;",,,,,,
14,645,532,1585,"sollten, wie könntet Ihr dabei Euch beruhigen?",,,,,,,
14,645,532,1586,"Sehet Ihr aber auf die öffentlichen Blätter Euerer Gegner, auf die Art ",,,,,,,
14,645,532,1587,"und Weise, wie sie ihren Kampf gegen Euch führen, daß liegt offen am ",,,,,,,
14,645,532,1588,"Tage, daß sie das Volk, dem sie angehören und an dessen Heil zu arbeiten ","volk;",,,,,,
14,645,532,1589,"sie sich rühmen, mit Hohn und Schmach übersudeln. Während aus andern ",,,,,,,
14,645,532,1590,"Kantonen unsers Vaterlandes, während aus andern Ländern von einzelnen ","land;",,,,,,
14,645,532,1591,"Personen und ganzen Vereinen freudige Zeugnisse Euch zugesandt werden, ",,,,,,,
14,645,532,1592,"Ihr habet durch Euere allgemeine Erhebung für den christlichen Glauben ","glaube;",,,,,,
14,645,532,1593,"nicht nur dem Vaterlande reichen Segen für die Zukunft gegründet , ","land;",,,,,,
14,645,532,1594,"sondern es sei der Segen dieser großen Bewegung zu Gott hin auch bei ","gott;",,,,,,
14,645,532,1595,"ihnen so spürbar, daß alle wahrhaften Christen Gott danken für das, was ","gott;",,,,,,
14,645,532,1596,"Gott durch Euch und in Euch gethan; wahrend weithin durch ganz Europa die ","gott;",,,,,,
14,645,532,1597,"Christen Euch zurufen, Ihr sollet das Licht des Glaubens, welches der ","glaube;",,,,,,
14,645,532,1598,"Herr selbst unter Euch angezündet habe, leuchten lassen und es bewahren ",,,,,,,
14,645,532,1599,"vor aller Unreinigkeit oder vor dem Erlöschen: so thun Euere Gegner alles ",,,,,,,
14,645,532,1600,"Mögliche, dieses Licht entweder ganz auszulöschen oder es so zu ",,,,,,,
14,645,532,1601,"verunreinigen, daß Jedermann sich mit Abscheu von Euch abwende. Während ",,,,,,,
14,645,532,1602,"Alle, denen es mit dem christlichen Glauben Ernst ist, mit gespannter ","glaube;",,,,,,
14,645,532,1603,"Erwartung auf den Fortgang Euers Kampfes hinschauen und mit und für Euch ",,,,,,,
14,645,532,1604,"zu Gott beten. Er möge in Euch und durch Euch dem christlichen Glauben an ","glaube; gott;",,,,,,
14,645,532,1605,"die Erlösung in Christo zum Siege helfen — kennt eine gewisse Partei ",,,,,,,
14,645,532,1606,"Euerer Gegner keinen sehnlicheren Wunsch, als: Christum und die an ihn ",,,,,,,
14,645,532,1607,"glauben und ihre Erlösung von ihm erwarten, zum Schemel ihrer Fuße ","glaube;",,,,,,
14,645,532,1608,"zumachen. Was Euch Licht ist, nennen sie Finsterniß; was Ihr für Euer ",,,,,,,
14,645,532,1609,"größtes Heiligthum haltet, treten sie in den Koth; wofür Ihr betet, das ",,,,,,,
14,645,532,1610,"verhöhnen und verspotten sie; was Euch ewiges Leben in Gott ist, ist ","gott;",,,,,,
14,645,532,1611,"ihnen Tod und Verderben. So lange die Gegner solche Waffen gegen Euch ",,,,,,,
14,645,532,1612,"brauchen, so lange sie solche zu den Ihrigen zählen, die nicht nur gegen ",,,,,,,
14,645,532,1613,"Euch mit unehrlichen Waffen kämpfen, sondern Gottes deutliche Offenbarung ","gott;",,,,,,
14,645,532,1614,"Unwahrheit nennen und also auch diese entschieden verwerfen; so lange ",,,,,,,
14,645,532,1615,"kann von einer Beruhigung und einer aufrichtigen Versöhnung keine Rede ",,,,,,,
14,645,532,1616,"sein, und zu solchen Gegnern kann ein gläubiges Volk kein Zutrauen haben.","volk;",,,,,,
14,645,532,1617,"Darum glaubt das Centralcomité, es sei Eurem Wunsche nach genügenden ","comité;",,,,,,
14,645,532,1618,"Garantien des christlichen Glaubens in Kirche und Schule noch nicht ","schule; glaube; kirche;",,,,,,
14,645,532,1619,"entsprochen; es liege also in seinem von Such erhaltenen Auftrage, auch ",,,,,,,
14,645,532,1620,"fernerhin noch andere gesetzliche Mittel und Wege aufzusuchen und ",,,,,,,
14,645,532,1621,"anzurathen, um die gewünschten Garantien zu erhalten.",,,,,,,
14,645,532,1622,"Wir werden uns deshalb mit Euern Bezirkscomites über solche Mittel ",,,,,,,
14,645,532,1623,"berathen, und wir erwarten von Euch, Ihr werdet mit eben so viel Ruhe ","ruhe;",,,,,,
14,645,532,1624,"als entschieden festem Ernste Euern Zweck weiter ",,,,,,,
14,645,532,1625,"verfolgen und Euere dießfälligen Wünsche den ",,,,,,,
14,645,532,1626,"Mitgliedern Euerer Gemeinds- und Bezirkscomites ","mitglied;",,,,,,
14,645,532,1627,"eröffnen.",,,,,,,
14,645,532,1628,"Wir geben Euch dabei zu bedenken, daß, so lange Ihr innerhalb der ",,,,,,,
14,645,532,1629,"Schranken der Gesetze in diesem Kampfe fest und einig zusammenhaltet, ",,,,,,,
14,645,532,1630,"Ihr, ungeachtet der Abweisung Euerer Petitionen und ungeachtet des ",,,,,,,
14,645,532,1631,"hartnäckigen Widerstrebens einzelner und wenn auch vieler Personen, ",,,,,,,
14,645,532,1632,"Nichts verlieren könnet, sondern daß, wenn auch nur langsam, doch um ",,,,,,,
14,645,532,1633,"desto vollständiger Euer der Sieg werden muß.",,,,,,,
14,645,532,1634,"So lange Ihr im Herrn verbunden bleibet und beweiset ihm, und um ",,,,,,,
14,645,532,1635,"seinetwillen einander, immer mehrere Treue, so lange steht Ihr unter ",,,,,,,
14,645,532,1636,"seinem Schutze, und Er ist es, der Euch sicher zum schönen ,Ziele leitet. ",,,,,,,
14,645,532,1637,"Wir empfehlen Euch und uns seinem Schutze und seiner Leitung, und zu ",,,,,,,
14,645,532,1638,"seiner Ehre wollen wir aller Welt zeigen, daß wir weder ein getäuschtes, ","ehre;",,,,,,
14,645,532,1639,"thörichtes Volk sind, das von dieser oder jener Seite her ein ","volk;",,,,,,
14,645,532,1640,"schändliches Spiel mit sich treiben ließe, noch ein verworfenes Volk, das ","volk;",,,,,,
14,645,532,1641,"den Glauben zum Deckmantel seiner Bosheit mißbrauchte.","glaube;",,,,,,
14,645,532,1642,"Wir grüßen Euch im Namen des Herrn! ",,,,,,,
14,645,532,1643,"Den 8. August I8ZS. ",,,,,,,
14,645,532,1644,"Das Central-Comité. ","comité;",,,,,,
14,645,532,1645,"     Der Präsident: ",,,,,,,
14,645,532,1646,"  Hürlimann-Landis. ","land;",,,,,,
14,645,532,1647,"       Der Aktuar: ",,,,,,,
14,645,532,1648,"        Spöndlin. ",,,,,,,
14,645,532,1649," ) Man, und namentlich die versammelten Bezirks -Comités in ihrer ","comité;",,,,,,
14,645,532,1650,"gedruckten Adresse an den Reg. Rath, deren Datum mangelt, die aber am I. ",,,,,,,
14,645,532,1651,"Sept. abgefaßt ward, hat diesen Mißbrauch negiren wollen. Folgende ",,,,,,,
14,645,532,1652,"Actenstücke, denen noch andere beizufügen waren, mögen beweisen, was wahr ",,,,,,,
14,645,532,1653,"an der Behauptung ist. ",,,,,,,
14,645,532,1654,"Copia. An den Tit. Stillstand und Gemeinderath ",,,,,,,
