"Transcript","Author","Bibliography","no","text","scene","invivo","chronology","people","places","footing (IM)","encounter (Goffman)","PC","comment","Story elemet"
12,532,279,2595,"Ferner wild jedem gewissenhaften und rechtskundigen Manne auffallen, daß die Wegnahme und Bekanntmachung der zum Zwecke eines gerichtlichen Untersuches in einem andern Kantone weggenommenen Schriften nicht nur im Urtheile keine Mißbilligung erfährt, sondern daß sogar untersucht wird, ob diese Schriften nicht Strafgründe für den Eigenthümer enthalten, und wenigstens in einem vertraulichen Freundesbriefe, welcher ein Unheil über die Handlung einer Behörde enthält, das ohne die unbefugte Bekaunlmachung des Kleinen Rathes von NJemanden weiter wäre in Erfahrung gebracht worden, ein solcher Strafgrund will gefunden werden.",,,,,,,,,,
12,532,279,2596,"Das Appellationsgericht hob das erstinstanzliche Freisprechungsvrtheil auf, verurtheilte den Herrn Professor Schlnmpf als der Vergehen der Verletzung schuldiger Ehrerbietung gegen die Obrigkeit schuldig"" und verfällte ihn in eine Strafe von 200 Franken und in die Prozeßkosten.",,,,,,,,,,
12,532,279,2597,"Dieses Urtheil war dem Kleinen Rathe ein erwünschter Vorwand, Herrn Schlnmpf auch von der Professur zu verdrängen.",,,,,,,,,,
12,532,279,2598,"Derselbe war vierzehn Jahre lang Professor am Gymnafium gewesen, neun Jahre lang mit einem Iahrgehalte von tausend Franken, fünf Jahre lang mit einem solchen von zwölfhundert Franken.",,,,,,,,,,
12,532,279,2599,"Mehrere Jahre lang hatte er die Stelle eines Religionslehrers versehen, im Jahre 1834 aber war er bereits von dieser Stelle entlassen und auf die Grammatik zurückversetzt worden.",,,,,,,,,,
12,532,279,2600,"Im daherigen Berichte des Erziehungsrathes hieß es von ihm unterm 5.",,,,,,,,,,
12,532,279,2601,"Herbstmonat 1834: Vorerst sind wir bei dem über Herrn Schlnmpf gefaßten Urtheile fest stehen geblieben.",,,,,,,,,,
12,532,279,2602,"Er taugt nicht zum Religionslehrer, Catecheten und Prediger der Stndirendeu an der höhern Centraltehranstalt des Kantons.",,,,,,,,,,
12,532,279,2603,"Er ist der Mann nicht, der, seine hohe Aufgabe erfafsend, durch ausschließliche Hingebung an diesen seineu Beruf und durch Erhabenheit seines Charakters die Achtung der Stndirendeu sich zu gewinnen wüßte: der Mann nicht, der durch reine Gemüthlichkeit und innere Ruhe das Gemüth und religiöse Gefühl der Stndirenden zu erwärmen vermöchte.",,,,,,,,,,
12,532,279,2604,"Ia, was noch mehr ist, der Antheil, den Herr Professor Schlumpf an dem Treiben des Parteigeistes nahm und noch nimmt, sein Mitwirken an leidenschaftlichen, der bestehenden Ordnung abholden Tagblättern, ist den Stndirendeu nicht verborgen geblieben, und deshalb hat sich deren Abneigung gegen Herrn Schlnmpf offen ausgesprochen.",,,,,,,,,,
12,532,279,2605,"Derselbe kann also nach unserer Ueberzeugung nicht mehr Professor des Religionsvnterrichtes, Catechet und Prediger der Stndirenden sein.",,,,,,,,,,
12,532,279,2606,"Er muß entsetzt werden.",,,,,,,,,,
12,532,279,2607,""" Man hatte die Hoffnung im Kleinen Rathe, er würde, durch diese Zurücksetzung gekränkt, der Lehranstalt von selbst den Abschied geben.",,,,,,,,,,
12,532,279,2608,"Allein Herr Schlnmpf war nicht der Mann, welcher freiwillig von der Stelle wich.",,,,,,,,,,
12,532,279,2609,"Mit jenem oberrichterlichen Urtheile in der Hand faßte nun der Kleine Rath seine Absetzungsschlußnahme, in welcher der merkwürdige Erwägungsgrund vorkommt: in Betrachtung: daß  wenn ein Professor sich grobe Injurien gegen die Landesbehörden, mit wohl überlegtem Vorbedacht und offenbar böser Absicht erlaubt, und nebenbei mit Leuten in Verbindung steht, welche die oerfafsungs- und gesetzmäßige Wirksamkeit der Staatsbehörden zu lähmen und zu entkräften bereits versucht haben,  daß ein solcher dem ersten Staatsgrundsatze,  nämlich der Aufrechthaltung der verfassungs- und gesetzmäßigen Ordnung entgegentritt, und nicht ferners bei seiner einflußreichen Anstellung im Staate, ohne das Prinzip desselben zu gefährden und den Kleinen Rath selbst dem Vorwurfe pflichtvergessener Sorglosigkeit auszusetzen, belassen werden kann, in Betrachtung: daß einem Manne, auf welchem solche strafbare Handlungen ruhen, die ösfentliche Erziehung nicht mehr anvertraut werden darf.",,,,,,,,,,
12,532,279,2610,""" Steiger selbst verfaßte diese Schlußnahme.",,,,,,,,,,
12,532,279,2611,"Allein auch damit war er noch nicht befriedigt.",,,,,,,,,,
12,532,279,2612,"Herr Schlnmpf hatte es gewagt, Herrn Steiger durch Zeitungserklärungen öffentlich zu beleidigen;",,,,,,,,,,
12,532,279,2613,"das war geung, ihm seine persönliche und amtliche Verfolgung zuzuziehen.",,,,,,,,,,
12,532,279,2614,"Die Behörden aber ließen ihn gern gewähren, indem er ihnen die Beweggründe und Maßnahmen zur Beseitigung eines Gegners lieh, welcher als Seele desjenigen Widerstandes in der Presse galt, welchen die Regierung immerfort in der Luzerner Zeitung, in der Kircheuzeitung und im Waldstätterboien zu bestehen hatte.",,,,,,,,,,
12,532,279,2615,"Auch stand er bei der Kantonsgeistlichkeit in ziemlichem Ansehen und hatte bei ihr nicht geringen Einfluß.",,,,,,,,,,
12,532,279,2616,"Wieder auf den Antrag der Iustiz- und Polizeieommission faßte also schon am 18.",,,,,,,,,,
12,532,279,2617,"Herbstmonat der Kleine Rath den Beschluß: daß Herr Schlumpf in Zeit von acht Tagen den Kanton verlassen solle.",,,,,,,,,,
12,532,279,2618,""" Zug, welchem Herr Schlumpf angehörte, war mit Luzern in Niederlassungssachen vergegenrechlet, wenn auch nicht in einem förmlichen Coneordate.",,,,,,,,,,
12,532,279,2619,"Nach dem Gegenrechte hatten Angehörige des Kantons Zng das Recht auf eine Niederlassung im Kanton Luzern, wenn sie einen Heimathschein und ein Zeugniß, daß sie eigenen Rechtes und guten Leumundes seien, vorwiesen und die gegenrechtliche Niederlafsungsgebühr bezahlten.",,,,,,,,,,
12,532,279,2620,"Natürlich konnte Herr Schlumpf dieser Vorschrift leicht ein Genugen leisten.",,,,,,,,,,
12,532,279,2621,"Betreffend die Ausweisung Niedergelassener, sagte ein Coneordat: »Der Regierung des Kantons, in dem der Niedergelassene wohnt, steht das Recht zu, denselben in seine Heimath zurückzuweisen, wenn er sich eines unsittlichen Lebenswandels schuldig macht, sowie auch, wenn er durch Verarmung der Gemeinde zur Last fällt.",,,,,,,,,,
12,532,279,2622,""" Den ersten Fall nahm der Kleine Rath an, weil Ehrenbeleidigungen gegen die Behörden von Seite eines Professors unsittlich seien.",,,,,,,,,,
12,532,279,2623,"Der Kleine Rath hätte allerdings lieber gesehen, daß schon das Appellationsgericht die Strafe der Landesverweisung gegen Herrn Schlumpf ausgesprochen hätte, der Staatsanwalt hatte darauf angetragen und Steiger ließ seinen Aerger über Appellationsrichter Adolph Hertenstein im Eidgenossen aus, weil der Waldstätterbote gemeldet hatte, dieser hätte im Appellatiunsgerichte die Landesverweisung verhindert.",,,,,,,,,,
12,532,279,2624,"Herr Schlumpf unterzog sich der kleinräthlichen Fortweisungsschlußnahme und ging in feine Heimathgemeinde Steinhaufen im Kantou Zug, von wo aus er unterm 27.",,,,,,,,,,
12,532,279,2625,"Weinm'onat 1835 eine Beschwerdeschrift an den Großen Rath des Kantons Luzern sandte.",,,,,,,,,,
12,532,279,2626,"Steiger gab im Eidgenossen folgenden Bericht: Die Hauptbeschwerden sind folgende: Erstens glaubt Herr Schlumvf, die von der Polizeidireetion gegen ihn verhängte und später vom kleinen Rathe gebilligte Hausdurchsuchung sei ein unbefugter und ungesetzlicher Net, eine Ueberschreitnng der Amtsgewalt gewesen.",,,,,,,,,,
12,532,279,2627,"Zweitens: die Polizeibehörde habe ihn zur Leidenschaft gereizt und daher kommen jene beiden Ausdrücke, die er in seiner amtlichen Corresoondenz geführt habe;",,,,,,,,,,
12,532,279,2628,"böser Wille habe nie obgewaltet.",,,,,,,,,,
12,532,279,2629,"Drittens: durch Verösfentlichung des Berichts der Iustizund Polizeieommission habe die Polizei einen wahren Preßunfug begangen.",,,,,,,,,,
12,532,279,2630,"Viertens: die Abberufung von seiner Professur durch den Kleinen Rath stütze sich auf gar keinen Untersuch, als das gerichtliche Urtheil, welches indessen seine Leistungen als Professor nicht beschlage.",,,,,,,,,,
12,532,279,2631,"Fünftens: die Forrweisung aus dem Kanton Luzern entspreche dem eidgenössischen Coneordate nicht, wenn man auch nur Gegenrecht gegen Zug übe, welches zwar dem Coneordate nicht beigetreten sei.",,,,,,,,,,
12,532,279,2632,"Man trug darauf an, diese Beschwerdeschrift an eine schon früher über den Bericht wegen der vaterländischen Angelegenheiten niedergesetzte Commission zu überweisen, Staat?rath Steiger bemerkte aber, daß diese Com füllung einer gesetzlichen Nothwendigkeit, sondern die Tendenz erblicken wollte, das Volt zu reizen, und dasselbe in der Unbesonnenheit der Leidenschaft zur Befreiung der Gefangenen, zum Widerstand gegen die Obrigkeit, zur Störung der öffentlichen Ruhe zu verleiten?  Die Tendenz, eine gesetzwidrige strafbare Handlung durch alle dazu dienlichen Mittel erst zu provoziren, dann das ruhige Land mit Heeresmacht zu überziehen, und bei dem erhaltenen Stoff zu einer ernsthaften Untersuchung seine politischen Gegner ein für allemal zur Ruhr zu bringen? oder, wenn dieses nicht gelingen wollte, die Tendenz zu schrecken, die Tendenz eine Phantasmagorie zu benutzen, um wenigstens drei Geistliche und sechs Mitglieder des Großen Raches, denen man seit langem nicht wohl an ist, von ihren Stellen zu bringen?  Wie würde sich endlich das Bezirksgericht nicht dagegen erheben, und mit Recht über die Kränkung beschweren, wenn man das Verdienst seiner amtlichen Thätigkeit nicht nach dem Gesetz und seinen Handlungen, welche geschehen, sondern nach den Tendenzen, und bei der Mannigfaltigkeit dieser Tendenzen, nicht besser, uls nach der Tendenz eines Freisinnigkeitsspeeulanten zu beurtheilen wüßte?"" Zu der letzt:u Frage setzt Dr.",,,,,,,,,,
12,532,279,2633,"Feer (zur Bezeichnung des Präsidenten Müller) noch folgende Stelle von Kornmanns Iahrbüchlein des Republikaners: In jedem freien Staate gibt es, nebst redlichen Freisinnigen, auch Freisinnigkeilsspeeulanten, die immer mit den Worten: Freiheit und Recht! im Munde, für eine Stelle jede Meinung, jede Partei unterdrücken, welche die herrschenden Machthaber unterdrückt wissen wollen;",,,,,,,,,,
12,532,279,2634,"das sind nichts als Rauchfaßträger der Gewalt, Anbeter jeder aufgehenden Sonne.",,,,,,,,,,
12,532,279,2635,""" So sehr war übrigeus das Recht im Kanton Aargau im Dienste der herrschenden Gewalt, daß sogar das Obergericht, an dessen Spitze Rudolph Tauner, ein erbitterter Gegner der Katholiken, stand, die beiirksgerichtliche Erkamtuiß von Muri betreffend den Vertheidigungsverein bestätigte.",,,,,,,,,,
12,532,279,2636,"So bestätigten alle' aargauischen Behörden den Gewaltspruch, welchen das Bezirksgericht Muri erlassen hatte.",,,,,,,,,,
12,532,279,2637,"Gerechtigkeit erhohet ein Volk, sagt die heilige Schrift, es folgt wohl daraus, daß Ungerechtigkeit ein Volk erniedrige.",,,,,,,,,,
12,532,279,2638,"In der Thal ist es eine der größten Schmach der Dreißigerjahre, daß das Recht in vielen Kantonen der Schweiz nur eine Magd einer kirchen- und freiheitsfeindlichen Gewalt war, ein Werkzeug zur Unterdrückung derjenigen Partei, welche der herrschenden Partei Widerstand leistete.",,,,,,,,,,
12,532,279,2639,"So sehr ist durch die zehnjährige Periode dieser Rechtswillkür, oder dieser in Rechtsformen gehüllten Gewaltthätigkeit, der Rechtssinn des Volkes verkehrt worden, daß man auch auf entgegengesetzter Partei nicht mehr gewohnt ist, die Sache allein, sondern mehr die Person anzusehen.",,,,,,,,,,
12,532,279,2640,"Dieser Abschnitt könnte noch weit mehr ausgedehnt werden.",,,,,,,,,,
12,532,279,2641,"Nachdem die Bundesreoision gescheitert war, wendeten die neu eonstituirten Regierungen sich überall auf das kirchliche Gebiet, wollten die Geistlichkeit, welche ihnen den meisten und grundsätzlichsten Widerstand leistete, unterjochen und das Volk protestantisiren.",,,,,,,,,,
12,532,279,2642,"Von Aargau aus giug der Anstoß zu allen Kirchenstürmereien.",,,,,,,,,,
12,532,279,2643,"In Glarus übertraf man sogar die Lehrmeister, denn hier wurden nicht nur die von den Ständen besiegelten seit der Reformation bestandenen Paritätsverträge durch eine neue Verfassung von den Protestanten über den Haufen geworfen, sondern es wurde sogar ein Gesetz erlassen, durch welches die katholischen Geistlichen wollten verpflichtet werden, in der Beicht vernommene Pläne zu Verbrechen gegen den Staat, der Obrigkeit anzuzeigen, und die Geistlichen sollten jene Verfassung, so wie dieses Gesetz eidlich beschwören.",,,,,,,,,,
12,532,279,2644,"Als sie sich dessen weigerten, wurden sie ans dem Lande verbannt.",,,,,,,,,,
12,532,279,2645,"Dieses wie alle andern Verfolgungen der Kirche findet man in Dr.",,,,,,,,,,
12,532,279,2646,"Hurters eingangs genannter Schrift einläßlich und urkundlich dargestellt.",,,,,,,,,,
12,532,279,2647,"Was mich selbst anbetrifft, so hatte ich über das Verhältniß von Staat und Kirche diejenigen Grundsätze, welche damals unter den sogenannten Freisinnigen im Gang waren.",,,,,,,,,,
12,532,279,2648,"Vorzugsweise war ich von dem Irrthum befangen, daß Katholizismus und Romanismus nicht nur getrennt werden können, sondern auch getrennt werden sollen.",,,,,,,,,,
12,532,279,2649,"Wie alle Radikalen war ich von der Meinung befangen, die Geistlichkeit sei der Rechtsgleichheit feindselig, der Aristokratie geneigt.",,,,,,,,,,
12,532,279,2650,"Es war eine arge Täuschung.",,,,,,,,,,
12,532,279,2651,"Denn die Geistlichkeit war von der Aristokratie von jeher sehr beschränkt worden, sie hatte keine Ursache diese zu lieben.",,,,,,,,,,
12,532,279,2652,"Allerdings gab es Geistliche, welche die Volkssouveräuität als einen falschen, gefährlichen und verderblichen politischen Grundsatz ansahen.",,,,,,,,,,
12,532,279,2653,"Allein die meisten waren der demokratischen Verfassung ergebener, als der früheren aristokratischen, was sich schon ganz natürlich daraus erklärt, daß die meisten Geistlichen Landbürger waren, welche keiu Interesse hatten, daß Söhue aristokratischer Familien die besten Pfründen und Chorherreien wegnehmen.",,,,,,,,,,
12,532,279,2654,"Sie haßten nicht die demokratischen Formen und Grundsätze, sondern die kirchenfeindlichen Bestrebungen, welche sich in jene nur einhüllten, gegen die Priester aber die drückendste Aristokratie einführteu und begünstigten.",,,,,,,,,,
12,532,279,2655,"Lächerlich mußte sich vollends im Kanton Aargau der von den radikalen Häuptern bis zum Eckel wiederholte Vorwurf ausnehmen, als wollte die Geistlichkeit der Aristokratie wieder auf die Beine helfen.",,,,,,,,,,
12,532,279,2656,"Denn seit Aargaus allerdings jungem Bestande (1893) hatte' mau dort keine Aristokratie gesehen.",,,,,,,,,,
12,532,279,2657,"Die Hauptstadt war ein Ort, in welchem die Kleingeisterei und Freigeisterei sich gleichzeitig ausbildeten, wo weder Patriziat noch andere Vornehmheit zu finden war, als etwa die, welche der Reichthum einem Fabrikanten, einem Spinner lieh.",,,,,,,,,,
12,532,279,2658,"Im Aargau wäre eine andere Aristokratie als die von Advocaten nicht denkbar gewesen.",,,,,,,,,,
12,532,279,2659,"Advocaten gab es freilich eine Unzahl, welche in allen Behörden die Oberhand hatten, aber dennoch nicht Stellen, Prozesse und Gelder genug bekommen konnten, und darum auch um so lieber und häusiger gesetzliche Veränderungen vornahmen, die Gesetze häuften und verwirrten, Streitigkeiten mit der Kirche ansingen und nach dem Kirchengute lüstern griffen.",,,,,,,,,,
12,532,279,2660,"Wohl merkte ich auch schon damals, obwohl in radikalen Meinungen und Bestrebungen verstrickt, daß es im Aargau nicht um Verbesserungen, sondern um ein eigentliches Schisma sich handelte, welchem ich keineswegs geneigt war.",,,,,,,,,,
12,532,279,2661,"Auch sonst war ich nicht mit Allem einverstanden, was auf dem kirchlichen Gebiete wollte aufgeräumt oder verändert werden.",,,,,,,,,,
12,532,279,2662,"Zum Beweise führe ich noch Folgendes an.",,,,,,,,,,
12,532,279,2663,"In Folge der Badener Confereuzbeschlüsse ging die Absicht der Regierung von Luzern immer dahin, alle Collaturen für geistliche Pfründen an sich zu bringen.",,,,,,,,,,
12,532,279,2664,"Sie ließ sich hiefür einen Auftrag vom Großen Rathe geben.",,,,,,,,,,
12,532,279,2665,"Johann Bapt.",,,,,,,,,,
12,532,279,2666,"Sidler von Hohenrain, damals Präsident der Commission in kirchlichen und geistlichen Angelegenheiten, nachmals Administrator der eidgen.",,,,,,,,,,
12,532,279,2667,"Kriegsfonds, war diesem Gedanken vorzüglich hold.",,,,,,,,,,
12,532,279,2668,"Mir wurde aufgetragen, die Collaturverhältnisse alle zu untersuchen, ich mittelte in Folge dessen aus, welche Collaturen der Regierung, welche Stiften und Klöstern, welche weltlichen Corporationen oder Privaten, welche den Gemeinden zuständen.",,,,,,,,,,
12,532,279,2669,"Die Regierung ließ mehrere Pfründen, deren Collatur ihr nicht zustund, unbesetzt, unter dem eiteln Vorwande, es würde eine allgemeine Norm über die Ausübung der Collaturrechte vom Großen Rathe festgesetzt werden.",,,,,,,,,,
12,532,279,2670,"Meine persönliche Ansicht ging im Allgemeinen dahin, daß die Collaturen den Gemeinden sollten zugeschaltet werden, weil ich die einer demokratischen Verfassung angemessene Ansicht hatte, es müßte den Gemeinden die Wahl aller derjenigen eingeräumt werden, welche in wie immer für einem Fache ihre Angelegenheiten zu besorgen hätten.",,,,,,,,,,
12,532,279,2671,"Natürlich hätte ich mit einer solchen Ansicht bei der Regierung nicht durchdringen können.",,,,,,,,,,
12,532,279,2672,"Darum trug ich schließlich darauf an, da die Regierung die meisten Collaturrechte schon besitze, und die Entziehung der wenigen Collaturrechte, welche im Besitze von Andern seien, nicht wohl räthlich wäre, diese Frage auf sich beruhen zu lassen, was dann auch wenigstens thatsächlich erfolgte.",,,,,,,,,,
12,532,279,2673,"In Bezug aber auf die erledigten Pfründen hatte ich vorläusig schon angetragen und durchgedrungen, daß sie von den bisherigen Collatoren wieder besetzt würden, da ja eine künftige gesetzgeberische Verfügung nicht wohl rückwirkend könnte angewendet werden.",,,,,,,,,,
12,532,279,2674,"Meinein Freunde schrieb ich unterm 15.",,,,,,,,,,
12,532,279,2675,"Jänner 1837, bei Anlaß einer Pfarrwahl durch die Gemeinde Weggis: Heute wird die Pfarrpfründe Weggis wieder besetzt .",,,,,,,,,,
12,532,279,2676,".",,,,,,,,,,
12,532,279,2677,".",,,,,,,,,,
12,532,279,2678,"Ein Regierungsabgeordneter muß den Vorsitz an der Wahlversammlung führen.",,,,,,,,,,
12,532,279,2679,"Die Gemeindeeollaturen sind den Machthabern ein Gräuel in den Augen.",,,,,,,,,,
12,532,279,2680,"Wenn ich sehe, wie sie selbst das Wahlrecht ausüben, so möchte ich es lieber den Gemeinden einräumen, die es ursprünglich auch besaßen.",,,,,,,,,,
12,532,279,2681,""" Ueberhaupt war die Vielregiererei mir in allen Dingen verhaßt: ich liebte die Freiheit der Bürger, die Selbstständigkeit der Gemeinden, und bis auf einen gewissen Grad auch die Unabhängigkeit der Geistlichkeit und der Kirche.",,,,,,,,,,
12,532,279,2682,"Die politischen Grundsätze der Volkssouveränität und Rechtsgleichheit, welche ich mit Aufrichtigkeit erfaßte und als Bollwerke des öffentlichen Lebens ehrte, suchte ich auf das Christenthum zurückzuführen.",,,,,,,,,,
12,532,279,2683,"Mein Freund, unsere Liberalen sind keine Christen  [244-248] darum wenden sie die Grundsätze der Rechtsgleichheit im Alltagsleben nicht au"", so schrieb ich meinem Freunde.",,,,,,,,,,
12,532,279,2684,"Vs begann schon frühe, wenn auch langsam, eine Scheidung zwischen mir und den Radikalen.",,,,,,,,,,
12,532,279,2685,"Ie vielfacher, mehrseitiger und länger ich mit radikalen Maqistrateu und Häupteru in Berührung kam, je mehr ich ihre Absichten und ihre Handlungeu, ihre Reden und ihre Thaten mit einander verglich, desto mehr bildete sich in mir ein innerer Gegensatz wider ihre Bestrebungen aus, welcher sich, nach meiner offenen Natur, bald auch äußerlich kundgab.",,,,,,,,,,
12,532,279,2686,"Namentlich entzweite ich mich schon ziemlich frühe mit den Radikalen im Kauton Luzern und zwar in mehrfacher Hinsicht.",,,,,,,,,,
12,532,279,2687,"Die Volkssouveränüät war seit der Uuiuersität mein politisches Ideal.",,,,,,,,,,
12,532,279,2688,"Allein ich wollte eine wahre Volkssouveränität.",,,,,,,,,,
12,532,279,2689,"wodurch das Volk wirklich politischer Herr und Meister im Laude wäre.",,,,,,,,,,
12,532,279,2690,"Es sollte nach meiner Ansicht Gewalt haben, seine Verfassung beliebig zu ändern, es sollte seiue Stellvertreter uuniiltelbar und in kleinen Kreisen wählen, damit alle Bürger daran Theil nehmen kounleu, es sollte sich die Gesetze selber geben, das heißt, sie wenigstens in d>.",,,,,,,,,,
12,532,279,2691,",> Gemeindeu annehmen und verwerten dürfen.",,,,,,,,,,
12,532,279,2692,"Das war aber keineswegs die Ansicht und Absicht derjenigen Radikalen, welche im Jahre 1831 die Voltssouverauilät, Frankreich nachäffend, in der Schweiz als politisches Grundprinzip aller Verfassungen ausgerufen hatten.",,,,,,,,,,
12,532,279,2693,"Schon unterm 26.",,,,,,,,,,
12,532,279,2694,"Heumonat 18^35 schrieb ich em einen Freund: Ich bin überhaupt der Ansicht, die Liberalen und die Regierungen glauben selbst zu wenig nn das Prinzip der Volkssouverauität, saust würden sie mehr auf die Ueberzeu^ung als auf den Willen des Volkes zu wirken fnchen.",,,,,,,,,,
12,532,279,2695,"Auch sie wallen mehr Gehorsam, als Anhänglichkeit ans Ueberzengnug.",,,,,,,,,,
12,532,279,2696,""" Unterm 25.",,,,,,,,,,
12,532,279,2697,"Brachmonat 1836 schrieb ich an den gleichen Freund: In nnserm Balerlande sieht's traurig aus, uicht weil die Schwyzer uud Tessiner sich der Klöster im Aargau aunehmeu, nicht weil die katholischen Glaruer gegen die Verfassungsrevision protestiren, uicht weil Pfaffen, Aristokraten und Demagogen allen kirchlichen Reformen widerstreben, sondern weil die Liberalen und Radikalen schlafen oder tolle Streiche machen.",,,,,,,,,,
12,532,279,2698,"Gs ist bei ihuen ein solcher Mangel au Energie und innerer Begeisterung, eine solche Schlaffheit und Trägheit, eine solche Willkürlichkeit, daß der Name Liberaler auf sie wie ein Spottname klingt.",,,,,,,,,,
12,532,279,2699,"Mir graut vor den nahen Berfafsungsändernngen.",,,,,,,,,,
12,532,279,2700,"Die Schweiz fällt in die Hände der Demagogen und zersplittert sich in Nichts.",,,,,,,,,,
12,532,279,2701,""" Und am 15.",,,,,,,,,,
12,532,279,2702,"Jänner 1837 an den gleichen Freund: An dem bloßen Politisiren finde ich kein Behagen mehr, immer weniger, da ich täglich klarer einsehe, daß auch die Freisinnigen, Privaten und Regierungen nnr Egoisten sind, welche sich um das Volk nur so weit bekümmern, als es zur Bewahrung ihrer Interessen höchst nothwendig ist,"" Meine Begriffe über Volkssouveräuität führten mich im Jahre 1888 zu dem früher schon entwickelten Gutachten über eine Berfafsungsabstimmung in! Kanton Schwyz, aber auch im Jahre 1840 zu demjenigen Kampfe gegen die Regierung von Lnzern in der Verfassungsangelegenheit, welcher meiue Absetzung als Stnntsschreiber zur Folge hatte.",,,,,,,,,,
12,532,279,2703,"Nur dariu änderten sich meine daherigen Begriffe, daß ich vor dem Jahre 1840 die Nolkssouveränität auch auf die Vundesverhältnisse augeivendet wissen wollte, später aber einsah, daß dieses gerade zum Untergange der Volksfreiheit führen würde.",,,,,,,,,,
12,532,279,2704,"Noch in einem andern Punkte gerieth ich in Luzern mit den Radikalen und namentlich mit ihrem Haupte, Dr.",,,,,,,,,,
12,532,279,2705,"Cafimir Pfnfser, ziemlich bald in Widerspruch.",,,,,,,,,,
12,532,279,2706,"So sehr ich in Uri den Abgang ösfeullicher Anstalten und ordnender Gesetze beklagte, so fühlte ich mich in Luzern von den Netzen, welche Casimir Pfyffers Gesetze nicht unr um das ösfentliehe Lebeu, sondern auch um das Familien- und Privatleben strickten, beengt.",,,,,,,,,,
12,532,279,2707,"Was dort zu wenig, war hier zu viel.",,,,,,,,,,
12,532,279,2708,"Aber freier euhmete man noch, wie mir in Luzern vorkam, in Uri, als hier.",,,,,,,,,,
12,532,279,2709,"Mir kam vor, als ob man hier immer in den Geldbeutel greifen müßte, um Polizeisteueru und Armeusteuern an die Gemeinden, um indireele Abgaben au den Staat zu zahlen, während man in Uri, außer den Zöllen, von keinerlei Abgaben wußte.",,,,,,,,,,
12,532,279,2710,"Die Vrbund Bormundschaftsgesetze, wonach bei allen Todesfällen die Behörden alle Geheimnisse der Familien durchstöbern konnten, um sich für allfällig zu wenig bezahlte Steuern bezahlt machen zu können;",,,,,,,,,,
12,532,279,2711,"wonach die Theilnngen der Erbschaften, welche ja Familiengut sind und demnach NJemanden außer der Familie etwas angehen, alle amllich geschehen mußten;",,,,,,,,,,
12,532,279,2712,"wonach alles Fraueugut in Gemeindeladen eingelegt werden mußte und worüber vom Mann ohne Zustimmung des Gemeinderaths und der Negierung weder gauz noch theilmeise verfügt werden durfte, erschienen mir als nicht zu rechtfertigende Bestimmungen.",,,,,,,,,,
12,532,279,2713,"Lächerlich kam mir auch vor, daß für beinahe jede Baute, welche nicht in einer gesetzlich bestimmten Entfernung von andern Gebänden aufgeführt werden wollte, die Bewilligung des Amtsreuhes und des Kleinen Rathes eingeholt werden mußte.",,,,,,,,,,
12,532,279,2714,"Als mir, auf meinen eigeneu Vorschlag, die Zusammenstellung und Bekauntmachnng der Verhandlungen des Kleinen Rathes aufgetragen worden war, unterließ ich nie, soleherlei in das Kleinlichte gehende Bewilligungen darin aufzunehmen, um die Vielregiererei, welche mir ein Greuel war, recht auschaulich zu macheu und fo die Absehaffung diei'er Gesetze herbeizuführen.",,,,,,,,,,
12,532,279,2715,"Es nahm sich unter den Verhandlungen der Regierung possirlich aus, zu sehen, daß die Bewilligung zum Baue einer Scheune, eines Holzbehälters, eines Schweinstalles, eines Dörrofens u.",,,,,,,,,,
12,532,279,2716,"s.",,,,,,,,,,
12,532,279,2717,"w.",,,,,,,,,,
12,532,279,2718," von ihr in letzter Instanz ertheilt Worden sei.",,,,,,,,,,
12,532,279,2719,"Es beruhte dieses auf dein Brandasseeuranzgesetz, welches alle Einwohner verpflichtete, ihre Gebäulichkeiten der Brandasseeuranz einzuverleiben.",,,,,,,,,,
12,532,279,2720,"Als im Jahre 1835 von Cafimir Pfyffer ein neues Strafgesetzbuch ausgearbeitet worden war, welches meinen von Mittermaier eingesogenen Ansichten nicht entsprach, bemühte ich mich, so weit mein Einfluß reichen mochte, die Annahme desselben zu verzögern.",,,,,,,,,,
12,532,279,2721,"Der Kleine Rath ging in meine Ansichten ein.",,,,,,,,,,
12,532,279,2722,"Casimir Pfyffer wurde darüber ärgerlich, daß dieser sich eine einläßliche Berathung vorbehielt, obwohl die Gesetzgebungseommission des Großen Rathes den Entwurf schon geprüft hatte.",,,,,,,,,,
12,532,279,2723,"Allein er mußte es geschehen lassen und benützte die Zwischenzeit, denselben im Eidgenossen"" zu prüfen und zu empfehlen.",,,,,,,,,,
12,532,279,2724,"Mich bewog dieses Gesetz zur Herausgabe eines kleinen Schriftchens: Das Richteramt in Strafsachen.",,,,,,,,,,
12,532,279,2725,""" Im Kanton Luzern war es einmal nöthig, andere Ansichten zu verbreiten, als der lederne Casimir hat,"" schrieb ich am 17.",,,,,,,,,,
12,532,279,2726,"Jänner 1837 an einen Freund.",,,,,,,,,,
12,532,279,2727,"Die Schrift hat übrigens keinen Werth.",,,,,,,,,,
12,532,279,2728,"Es war darin gegen die Anwendung der Todesstrafe, gegen den Indieienbeweis, gegen die Annahme politischer Verbrechen geeifert.",,,,,,,,,,
12,532,279,2729,"Casimir Pfyffers Ueberlegenheit und Einfluß war zu groß, als daß dieses Schriftchen einige Gegenwirkung gegen ihn hätte hervorrufen können.",,,,,,,,,,
